Date,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap,Return,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower,,전날 종가와 오늘 시가의 오차
2021-07-07,439.29,439.29,435.78,436.97,178316175,-0.0058,0,-2.53,1.01E+13,2.00E+15,-0.005756542,-0.26526956,54.65667065,437.294,436.0205,430.131,441.682791,430.358209,4.34,0.23
2021-07-08,437.2,438.56,432.6,432.63,216934858,-0.0099,0,-4.34,1.14E+13,1.98E+15,-0.009932032,-0.631526846,46.76623499,436.552,436.1845,430.1901667,441.2197695,431.1492305,4.79,0.99
2021-07-09,431.64,431.65,424.26,427.84,238815690,-0.0111,0,-4.79,1.22E+13,1.96E+15,-0.011071817,-1.155751717,39.91694475,434.92,435.9375,430.1423333,441.9970309,429.8779691,3.44,1.49
2021-07-12,429.33,432.02,429.3,431.28,134960092,0.008,1,3.44,7.20E+12,1.97E+15,0.008040389,-1.223653311,46.03018804,433.644,435.8405,430.1193333,442.1287254,429.5522746,3.43,1.11
2021-07-13,432.39,435.21,432.36,434.71,148612764,0.008,1,3.43,8.21E+12,1.99E+15,0.00795307,-0.999830025,51.34587832,432.686,435.8695,430.1573333,442.1311978,429.6078022,1.14,0.24
2021-07-14,434.47,434.57,431.75,433.57,147016589,-0.0026,0,-1.14,8.51E+12,1.98E+15,-0.002622438,-0.894260332,49.59738896,432.006,435.7,430.1841667,442.0177243,429.3822757,3.19,0.67
2021-07-15,434.24,436.85,433.12,436.76,152535249,0.0074,1,3.19,9.16E+12,2.00E+15,0.00735752,-0.589975152,54.28828135,432.832,435.8015,430.2201667,442.1188547,429.4841453,1.94,0.52
2021-07-16,436.24,436.24,432.85,434.82,149475601,-0.0044,0,-1.94,8.71E+12,1.99E+15,-0.004441799,-0.50313003,51.16933477,434.228,435.7915,430.3546667,442.1144021,429.4685979,4.93,2.57
2021-07-19,432.25,432.25,428.94,429.89,152020418,-0.0113,0,-4.93,7.37E+12,1.97E+15,-0.011338025,-0.746792768,44.217134,433.95,435.713,430.3966667,442.2832058,429.1427942,1.34,2.75
2021-07-20,427.14,428.78,425.99,428.55,163962103,-0.0031,0,-1.34,9.74E+12,1.97E+15,-0.003117076,-0.954030722,42.52588161,432.718,435.4195,430.4001667,442.6824456,428.1565544,2.55,2.44
2021-07-21,430.99,431.29,425.82,426,212123478,-0.006,0,-2.55,1.02E+13,1.96E+15,-0.005950298,-1.202619514,39.43475334,431.204,434.883,430.2941667,443.1896819,426.5763181,5.38,2.75
2021-07-22,428.75,431.93,428.65,431.38,182078727,0.0126,1,5.38,9.22E+12,1.98E+15,0.012629108,-0.955279689,48.01955852,430.128,434.533,430.2815,442.8106424,426.2553576,0.17,0.37
2021-07-23,431.75,433.23,430.27,431.55,173066295,0.0004,1,0.17,8.88E+12,1.98E+15,0.000394084,-0.740380129,48.26908031,429.474,434.0905,430.3493333,442.004504,426.176496,4.08,1.59
2021-07-26,433.14,433.28,427.46,427.47,146233112,-0.0095,0,-4.08,7.82E+12,1.96E+15,-0.009454293,-0.826616484,42.94137287,428.99,433.465,430.3691667,441.3956633,425.5343367,0.75,2.67
2021-07-27,430.14,431.15,427.89,428.22,142525625,0.0018,1,0.75,8.03E+12,1.97E+15,0.001754509,-0.786955002,44.16146093,428.924,432.999,430.4668333,441.0119692,424.9860308,0.93,0.92
2021-07-28,427.3,429.71,425.34,429.15,132994480,0.0022,1,0.93,8.26E+12,1.97E+15,0.002171781,-0.657181507,45.71164374,429.554,432.5145,430.6133333,440.2221727,424.8068273,0.34,1.43
2021-07-29,430.58,431.19,428.18,429.49,112355401,0.0008,1,0.34,7.19E+12,1.97E+15,0.000792264,-0.513885059,46.29861256,429.176,432.172,430.712,439.7773681,424.5666319,5.58,1.37
2021-07-30,428.12,428.21,423.91,423.91,143585508,-0.013,0,-5.58,8.86E+12,1.95E+15,-0.012992153,-0.746253846,38.87064427,427.648,431.5675,430.6665,439.7590417,423.3759583,2.88,2.38
2021-08-02,426.29,426.85,422.86,426.79,117344385,0.0068,1,2.88,7.69E+12,1.96E+15,0.006793895,-0.660302869,43.87556304,427.512,431.024,430.637,438.9650941,423.0829059,3.19,0.14
2021-08-03,426.65,429.98,426.42,429.98,151056293,0.0075,1,3.19,9.35E+12,1.97E+15,0.007474402,-0.358052484,48.86915513,427.864,430.548,430.5428333,437.4765023,423.6194977,6.07,1.62
2021-08-04,431.6,436.71,430.16,436.05,166736405,0.0141,1,6.07,9.51E+12,2.00E+15,0.014116936,0.248536662,56.75394699,429.244,430.502,430.6641667,437.2696927,423.7343073,1.31,0.41
2021-08-05,436.46,437.85,434.24,434.74,267970616,-0.003,0,-1.31,9.02E+12,1.99E+15,-0.003004243,0.542540217,54.79023533,430.294,430.6075,430.8788333,437.5676433,423.6473567,1.45,0.11
2021-08-06,434.85,436.61,432.27,433.29,143715921,-0.0033,0,-1.45,7.84E+12,1.99E+15,-0.003335327,0.615037995,52.61996615,432.17,430.88,431.1658333,437.8120935,423.9479065,1.64,1.72
2021-08-09,431.57,433.16,430.05,431.65,140989138,-0.0038,0,-1.64,8.08E+12,1.98E+15,-0.003784994,0.531372638,50.19805687,433.142,430.8985,431.3571667,437.8367369,423.9602631,3.09,1.36
2021-08-10,433.01,433.11,427.28,428.56,174090342,-0.0072,0,-3.09,1.40E+13,1.97E+15,-0.007158578,0.260466412,45.91042098,432.858,430.591,431.5286667,437.3695777,423.8124223,3.82,1.4
2021-08-11,427.16,428.88,424.3,424.74,170671332,-0.0089,0,-3.82,1.30E+13,1.96E+15,-0.008913571,-0.160777962,41.22274615,430.596,430.1495,431.5561667,437.2376153,423.0613847,2.36,1.57
2021-08-12,423.17,425.53,421.42,422.38,251298974,-0.0056,0,-2.36,1.60E+13,1.95E+15,-0.00555634,-0.560628814,38.60050566,428.124,429.4305,431.5678333,436.6073251,422.2536749,6.32,1
2021-08-13,421.38,422.04,413.64,416.06,221073775,-0.015,0,-6.32,1.44E+13,1.93E+15,-0.01496283,-1.17754994,32.61684089,424.678,428.4925,431.4675,437.3204191,419.6645809,4.75,0.56
2021-08-17,415.5,417.23,410.31,411.31,207917660,-0.0114,0,-4.75,1.55E+13,1.91E+15,-0.011416623,-1.795308878,28.9806729,420.61,427.5635,431.3131667,439.102003,416.024997,2.05,0.39
2021-08-18,410.92,415.38,408.46,413.36,184485527,0.005,1,2.05,1.03E+13,1.91E+15,0.004984075,-1.943157009,32.47919476,417.57,426.804,431.13,439.8800444,413.7279556,8.4,2.52
2021-08-19,410.84,412.93,404.91,404.96,192939369,-0.0203,0,-8.4,1.10E+13,1.87E+15,-0.02032127,-2.451189446,26.67960205,413.614,425.752,430.8203333,441.934055,409.569945,4.18,1.68
2021-08-20,406.64,408.35,399.18,400.78,197108639,-0.0103,0,-4.18,1.06E+13,1.85E+15,-0.010322007,-2.88344923,24.34955373,409.294,424.222,430.45,443.4802601,404.9637399,3.8,3.54
2021-08-23,404.32,407.82,401.63,404.58,166036507,0.0095,1,3.8,9.60E+12,1.87E+15,0.009481511,-2.729719489,30.30834732,406.998,422.8735,430.0938333,443.6106283,402.1363717,7.9,3.89
2021-08-24,408.47,412.94,408.26,412.48,165651965,0.0195,1,7.9,1.01E+13,1.90E+15,0.019526422,-1.94888763,40.75601374,407.232,422.124,429.8366667,443.2228364,401.0251636,1.47,1.53
2021-08-25,414.01,416.03,410.63,413.95,176200678,0.0036,1,1.47,9.38E+12,1.91E+15,0.003563809,-1.221838478,42.48385264,407.35,421.4105,429.5638333,442.6014221,400.2195779,3.57,0.54
2021-08-26,414.49,415.74,409.79,410.38,174282616,-0.0086,0,-3.57,9.35E+12,1.90E+15,-0.00862423,-0.88546861,39.47296667,408.434,420.472,429.2343333,441.8702818,399.0737182,0.14,1.75
2021-08-27,408.63,411.79,406.81,410.24,132447809,-0.0003,0,-0.14,7.96E+12,1.90E+15,-0.000341147,-0.590689265,39.35517441,410.326,419.5095,428.8405,440.9303949,398.0886051,1.26,3.91
2021-08-30,414.15,414.85,410.04,411.5,145640620,0.0031,1,1.26,8.03E+12,1.90E+15,0.003071373,-0.246739844,41.05990218,411.71,418.889,428.4951667,440.4823368,397.2956632,8.29,0.19
2021-08-31,411.69,419.9,409.67,419.79,170992135,0.0201,1,8.29,1.25E+13,1.94E+15,0.020145808,0.559198577,50.84936924,413.172,418.539,428.2706667,439.8335861,397.2444139,0.13,0.62
2021-09-01,419.17,421.31,417.16,419.92,151585722,0.0003,1,0.13,8.97E+12,1.94E+15,0.000309679,1.090427466,50.9868476,414.366,418.036,428.0546667,438.6914955,397.3805045,4.03,0.73
2021-09-02,419.19,420.2,414.99,415.89,146860591,-0.0096,0,-4.03,8.45E+12,1.92E+15,-0.009597066,1.15365906,46.63234205,415.468,417.028,427.8501667,435.9648811,398.0911189,3.33,1.78
2021-09-03,417.67,419.78,416.4,419.22,147690743,0.008,1,3.33,9.04E+12,1.94E+15,0.008006925,1.387312895,50.401732,417.264,416.252,427.6813333,433.4105181,399.0934819,1.15,0.23
2021-09-06,418.99,420.74,417.85,420.37,151551858,0.0027,1,1.15,7.65E+12,1.94E+15,0.00274319,1.573251095,51.67124406,419.038,415.606,427.4745,431.0357886,400.1762114,2.57,0.52
2021-09-07,419.85,419.88,416.28,417.8,134459894,-0.0061,0,-2.57,7.27E+12,1.93E+15,-0.006113662,1.478547404,48.67292574,418.64,414.9135,427.2175,428.5385098,401.2884902,3.26,1.45
2021-09-08,416.35,417.62,413.34,414.54,182486549,-0.0078,0,-3.26,1.17E+13,1.92E+15,-0.007802776,1.165503241,45.09808971,417.564,414.2125,426.891,426.3144748,402.1105252,7.26,2.56
2021-09-09,411.98,413.64,406.68,407.28,189640520,-0.0175,0,-7.26,1.22E+13,1.88E+15,-0.017513388,0.47409072,38.34396074,415.842,413.3395,426.3963333,424.7787106,401.9002894,1.42,0.71
2021-09-10,407.99,409.78,405.99,408.7,145028011,0.0035,1,1.42,9.69E+12,1.95E+15,0.003486545,0.134626001,40.22949545,413.738,412.6555,425.9625,423.4695177,401.8414823,1,1.37
2021-09-13,407.33,410.87,406.43,409.7,152910076,0.0024,1,1,9.09E+12,1.95E+15,0.002446782,0.00644039,41.58432496,411.604,412.3375,425.5405,423.106314,401.568686,2.66,1.36
2021-09-14,411.06,414.85,410.98,412.36,179782236,0.0065,1,2.66,1.18E+13,1.96E+15,0.006492556,0.123322774,45.14613905,410.516,412.39,425.2221667,423.148498,401.631502,0.49,0.31
2021-09-15,412.05,414.61,410.75,412.85,193193161,0.0012,1,0.49,9.31E+12,1.97E+15,0.001188282,0.248916455,45.80172023,410.178,412.3645,424.8626667,423.1160961,401.6129039,3.63,1.37
2021-09-16,414.22,414.68,408.79,409.22,166059686,-0.0088,0,-3.63,8.90E+12,1.95E+15,-0.00879254,0.109890274,41.81474149,410.566,412.5775,424.4041667,422.8938751,402.2611249,1.77,0.32
2021-09-17,408.9,411.36,407.07,410.99,165787615,0.0043,1,1.77,9.49E+12,1.96E+15,0.004325302,0.156658394,44.35814382,411.024,413.088,423.9476667,421.92276,404.25324,0.53,1.95
2021-09-23,409.04,410.92,407.39,410.46,164544829,-0.0013,0,-0.53,9.89E+12,1.95E+15,-0.001289569,0.170289437,43.74157186,411.176,413.382,423.4486667,421.4201157,405.3438843,0.62,1.55
2021-09-24,412.01,412.8,409.09,409.84,153818668,-0.0015,0,-0.62,8.69E+12,1.95E+15,-0.0015105,0.156304527,42.98879514,410.672,413.25,422.9463333,421.4285109,405.0714891,1.13,0.56
2021-09-27,409.28,412.72,408.97,410.97,153145297,0.0028,1,1.13,8.27E+12,1.96E+15,0.002757174,0.237068247,44.85163646,410.296,413.101,422.5035,421.331487,404.870513,4.77,0.23
2021-09-28,410.74,411.1,405.79,406.2,175590916,-0.0116,0,-4.77,1.02E+13,1.93E+15,-0.011606687,-0.004079738,39.05103752,409.692,412.892,421.9595,421.5874117,404.1965883,6.11,5.76
2021-09-29,400.44,402.28,396.78,400.09,180584673,-0.015,0,-6.11,1.09E+13,1.91E+15,-0.015041851,-0.519860738,33.13895059,407.512,412.3845,421.3553333,422.6777783,402.0912217,1.21,0.68
2021-09-30,399.41,402.9,397.98,401.3,182825295,0.003,1,1.21,1.05E+13,1.91E+15,0.00302432,-0.712408133,35.23021774,405.68,411.8745,420.777,423.2467442,400.5022558,6.51,1.77
2021-10-01,399.53,400.52,394.14,394.79,155624972,-0.0162,0,-6.51,8.43E+12,1.88E+15,-0.016222278,-1.183313956,29.82516977,402.67,410.6245,420.0625,423.6215358,397.6274642,6.78,2.84
2021-10-05,391.95,392.02,384.92,388.01,202463720,-0.0172,0,-6.78,1.15E+13,1.85E+15,-0.017173687,-1.818537544,25.44647009,398.078,409.029,419.2043333,424.6412489,393.4167511,6.08,3
2021-10-06,391.01,392.37,381.93,381.93,229528883,-0.0157,0,-6.08,1.14E+13,1.81E+15,-0.015669699,-2.474635675,22.28662935,393.224,407.331,418.287,426.5577001,388.1042999,6.21,3.94
2021-10-07,385.87,388.78,384.59,388.14,173712315,0.0163,1,6.21,9.01E+12,1.84E+15,0.016259524,-2.319464534,31.62569215,390.834,405.777,417.5455,425.9114373,385.6425627,0.72,2.28
2021-10-08,390.42,390.7,386.54,387.42,150216948,-0.0019,0,-0.72,8.94E+12,1.84E+15,-0.001855001,-2.100909738,31.15816694,388.058,404.1295,416.8718333,424.6073734,383.6516266,6.73,1.15
2021-10-12,386.27,386.6,379.08,380.69,158572418,-0.0174,0,-6.73,9.64E+12,1.81E+15,-0.017371328,-2.23284006,27.1221227,385.238,402.274,416.0286667,424.1389788,380.4090212,3.41,0.57
2021-10-13,380.12,385.72,379.31,384.1,154270180,0.009,1,3.41,8.52E+12,1.83E+15,0.008957419,-1.925331453,31.9332105,384.456,400.752,415.1851667,423.2192932,378.2847068,5.49,3.29
2021-10-14,387.39,389.63,386.48,389.59,170130832,0.0143,1,5.49,9.00E+12,1.86E+15,0.014293153,-1.221382188,38.92392169,385.988,399.8675,414.4521667,422.6281018,377.1068982,3.6,3.35
2021-10-15,392.94,394.58,391.36,393.19,170785119,0.0092,1,3.6,8.41E+12,1.87E+15,0.009240484,-0.42368539,43.05405206,386.998,399.092,413.726,421.6520218,376.5319782,1.17,0.2
2021-10-18,393.39,394.16,389.74,392.02,126679987,-0.003,0,-1.17,6.65E+12,1.87E+15,-0.002975661,0.087509369,42.05861092,387.918,398.208,413.0126667,420.4189312,375.9970688,3.39,2.24
2021-10-19,394.26,395.92,393.27,395.41,113851166,0.0086,1,3.39,6.32E+12,1.88E+15,0.008647518,0.683141623,45.95745499,390.862,397.3605,412.438,418.6199068,376.1010932,1.67,2.07
2021-10-20,397.48,398.09,393.6,393.74,129247377,-0.0042,0,-1.67,7.57E+12,1.87E+15,-0.004223464,0.975999239,44.37339693,392.79,396.405,411.8578333,416.4785433,376.3314567,0.56,0.18
2021-10-21,393.56,395.51,392.38,393.18,136385949,-0.0014,0,-0.56,7.18E+12,1.87E+15,-0.001422258,1.132344604,43.82786313,393.508,395.603,411.3108333,414.8282335,376.3777665,0.16,0.36
2021-10-22,392.82,394.91,391.54,393.34,108298947,0.0004,1,0.16,6.16E+12,1.87E+15,0.000406938,1.238298728,44.03955141,393.538,394.7205,410.6768333,412.6137015,376.8272985,1.67,0.89
2021-10-25,392.45,395.99,390.02,395.01,152055691,0.0042,1,1.67,7.62E+12,1.88E+15,0.004245691,1.400656648,46.31370841,394.136,393.948,410.0678333,410.3263401,377.5696599,4.06,2.74
2021-10-26,397.75,399.67,396.28,399.07,135398751,0.0103,1,4.06,6.95E+12,1.90E+15,0.010278221,1.73918814,51.47651105,394.868,393.4095,409.5945,408.3033222,378.5156778,3.59,0.76
2021-10-27,398.31,398.82,394.41,395.48,193851338,-0.009,0,-3.59,7.59E+12,1.88E+15,-0.008995916,1.678226344,47.15803135,395.216,392.635,409.0488333,405.2290343,380.0409657,1.59,0.61
2021-10-28,394.87,397.79,393.89,393.89,180654911,-0.004,0,-1.59,9.62E+12,1.87E+15,-0.004020431,1.493875923,45.34366189,395.358,392.0195,408.4611667,403.0016446,381.0373554,5.42,2.19
2021-10-29,396.08,396.92,387.82,388.47,146473425,-0.0138,0,-5.42,8.27E+12,1.85E+15,-0.013760187,0.994025359,39.7319339,394.384,391.4385,407.7775,401.8668484,381.0101516,1.34,1.87
2021-11-01,390.34,391.65,389.14,389.81,121440446,0.0034,1,1.34,6.60E+12,1.85E+15,0.00344943,0.751770231,41.65448415,393.344,390.864,407.2091667,400.2720187,381.4559813,5.01,2.37
2021-11-02,392.18,398.1,392.18,394.82,126751528,0.0129,1,5.01,7.01E+12,1.87E+15,0.012852415,0.916167737,48.2955255,392.494,390.8655,406.6763333,400.2760313,381.4549687,5.34,0.91
2021-11-03,395.73,395.85,388.52,389.48,137221704,-0.0135,0,-5.34,6.99E+12,1.85E+15,-0.013525151,0.664228295,42.71474737,391.294,390.939,406.0013333,400.2818923,381.5961077,2.06,3.68
2021-11-04,393.16,395.15,390.75,391.54,185410670,0.0053,1,2.06,1.04E+13,1.86E+15,0.005289103,0.635280802,45.33882956,390.824,391.4195,405.2595,399.7983984,383.0406016,1.68,3.11
2021-11-05,394.65,394.81,387.66,389.86,139113487,-0.0043,0,-1.68,8.18E+12,1.85E+15,-0.004290749,0.507491823,43.58534544,391.102,391.5055,404.5115,399.7826818,383.2283182,0.27,0.24
2021-11-08,390.1,390.71,385.5,389.59,126068904,-0.0007,0,-0.27,7.56E+12,1.85E+15,-0.000692556,0.413276054,43.29553514,391.058,391.614,403.7831667,399.7294307,383.4985693,0.77,0.42
2021-11-09,389.17,393.13,388.25,390.36,127585302,0.002,1,0.77,7.08E+12,1.85E+15,0.001976437,0.4104707,44.43034388,390.166,392.0975,403.095,398.529675,385.665325,4.12,1.99
2021-11-10,388.37,390.36,385.57,386.24,117561127,-0.0106,0,-4.12,6.91E+12,1.83E+15,-0.01055436,0.152102761,39.83648546,389.518,392.2045,402.3896667,398.1540495,386.2549505,0.27,2.4
2021-11-11,383.84,386.03,382.57,385.97,212910236,-0.0007,0,-0.27,1.12E+13,1.83E+15,-0.000699047,-0.007551446,39.54790122,388.404,392.0235,401.7435,398.4789451,385.5680549,4.41,3.16
2021-11-12,389.13,391.77,387.46,390.38,166336516,0.0114,1,4.41,9.34E+12,1.85E+15,0.011425758,0.201719416,46.38033168,388.508,391.883,401.2101667,398.353076,385.412924,3.98,2.98
2021-11-15,393.36,395.56,392.16,394.36,174938581,0.0102,1,3.98,8.54E+12,1.87E+15,0.010195194,0.603353685,51.68738607,389.462,392,400.8485,398.5597622,385.4402378,0.29,0.42
2021-11-16,393.94,396.49,392.62,394.07,134392007,-0.0007,0,-0.29,8.25E+12,1.87E+15,-0.000735369,0.830626689,51.28904632,390.204,391.933,400.5611667,398.3784545,385.4875455,4.63,0.81
2021-11-17,394.88,395.25,388.7,389.44,146332515,-0.0117,0,-4.63,8.07E+12,1.85E+15,-0.011749182,0.657837576,45.28808641,390.844,391.718,400.1625,398.1948004,385.2411996,2,0.58
2021-11-18,388.86,390,386.31,387.44,130465730,-0.0051,0,-2,7.40E+12,1.84E+15,-0.005135579,0.409696281,42.95034512,391.138,391.431,399.8705,398.1281812,384.7338188,3.09,0.53
2021-11-19,387.97,391.24,387.31,390.53,130759482,0.008,1,3.09,7.98E+12,1.86E+15,0.007975428,0.451231803,47.46260571,391.168,391.2905,399.6996667,397.9393179,384.6416821,8.54,2.63
2021-11-22,393.16,399.88,392.75,399.07,144700874,0.0219,1,8.54,9.89E+12,1.89E+15,0.021867718,1.0189316,57.47372376,392.11,391.4935,399.6078333,398.7996023,384.1873977,2.63,0.36
2021-11-23,399.43,399.52,395.58,396.44,124508890,-0.0066,0,-2.63,8.06E+12,1.88E+15,-0.006590322,1.171495554,54.05745367,392.584,391.362,399.3405,398.1974125,384.5265875,1.04,1.44
2021-11-24,397.88,399.38,393.27,395.4,128293474,-0.0026,0,-1.04,7.76E+12,1.87E+15,-0.002623348,1.15466276,52.72287487,393.776,391.358,399.0313333,398.1838556,384.5321444,3.47,0.27
2021-11-25,395.67,395.73,391.69,391.93,117213378,-0.0088,0,-3.47,6.74E+12,1.86E+15,-0.008775923,0.874829135,48.42695096,394.674,391.26,398.7238333,397.9932845,384.5267155,6.86,1.32
2021-11-26,390.61,392.81,384.19,385.07,145771166,-0.0175,0,-6.86,8.63E+12,1.83E+15,-0.017503126,0.226485233,41.26798797,393.582,391.09,398.3043333,398.2543506,383.9256494,3.44,3.82
2021-11-29,381.25,384.97,379.27,381.63,178592646,-0.0089,0,-3.44,9.56E+12,1.81E+15,-0.008933441,-0.401106309,38.21701238,390.094,390.681,397.8065,398.9411111,382.4208889,8.39,3.38
2021-11-30,385.01,386.34,370.86,373.24,258522165,-0.022,0,-8.39,1.60E+13,1.78E+15,-0.021984645,-1.29777452,32.00261396,385.454,389.602,397.0306667,400.6012683,378.6027317,9.89,3.21
2021-12-01,376.45,384.05,373.61,383.13,167598673,0.0265,1,9.89,9.95E+12,1.82E+15,0.026497696,-1.146545161,43.63726659,383,389.2845,396.4175,400.6403381,377.9286619,6.51,3.37
2021-12-02,379.76,389.64,379.59,389.64,150988571,0.017,1,6.51,9.68E+12,1.85E+15,0.016991622,-0.559532094,49.73409647,382.542,389.1895,395.98,400.4999721,377.8790279,2.32,1.43
2021-12-03,388.21,393.3,386.42,391.96,127840348,0.006,1,2.32,8.03E+12,1.86E+15,0.005954214,0.003728839,51.73769972,383.92,389.2945,395.5256667,400.6667425,377.9222575,0.89,2.01
2021-12-06,389.95,394.4,387.58,392.85,124900731,0.0023,1,0.89,7.46E+12,1.86E+15,0.00227064,0.431307568,52.51957864,386.164,389.4575,395.067,400.9349769,377.9800231,3.46,0.03
2021-12-07,392.88,396.46,391.29,396.31,157041371,0.0088,1,3.46,7.61E+12,1.88E+15,0.008807433,0.914457295,55.53547178,390.778,389.755,394.7088333,401.612778,377.897222,0.96,3.58
2021-12-08,399.89,402.34,396.32,397.27,140133384,0.0024,1,0.96,8.64E+12,1.88E+15,0.002422346,1.245481947,56.36366089,393.606,390.3065,394.421,402.4808292,378.1321708,3.86,0.92
2021-12-09,398.19,401.13,396.93,401.13,159053924,0.0097,1,3.86,1.01E+13,1.90E+15,0.009716314,1.64603721,59.62036961,395.904,391.0645,394.3185,403.9324687,378.1965313,3.16,2.92
2021-12-10,398.21,399.12,396.58,397.97,92722061,-0.0079,0,-3.16,6.16E+12,1.93E+15,-0.007877745,1.617423493,55.93963346,397.106,391.444,394.1396667,404.6520285,378.2359715,0.7,1.41
2021-12-13,399.38,403.37,396.83,397.27,113328182,-0.0018,0,-0.7,6.88E+12,1.92E+15,-0.001758927,1.474619969,55.12772745,397.99,391.5895,393.9325,404.9855882,378.1934118,1.86,2.73
2021-12-14,394.54,397.02,393.5,395.41,116495624,-0.0047,0,-1.86,6.88E+12,1.91E+15,-0.004681954,1.190341035,52.92944708,397.81,391.6565,393.65,405.1148019,378.1981981,0.25,1.42
2021-12-15,393.99,395.76,392.85,395.66,88943348,0.0006,1,0.25,5.64E+12,1.91E+15,0.000632255,0.964232671,53.19957813,397.488,391.9675,393.3635,405.493846,378.441154,2.02,3.27
2021-12-16,398.93,399.68,395.19,397.68,94125586,0.0051,1,2.02,6.43E+12,1.92E+15,0.005105394,0.897197049,55.42548934,396.798,392.4795,393.1711667,406.0566992,378.9023008,1.28,3.22
2021-12-17,394.46,399.02,394.26,398.96,134697578,0.0032,1,1.28,8.72E+12,1.93E+15,0.003218668,0.884109294,56.82674114,396.996,392.901,392.9706667,406.731002,379.070998,7.59,2.54
2021-12-20,396.42,396.61,390.92,391.37,97270477,-0.019,0,-7.59,6.58E+12,1.90E+15,-0.019024464,0.337443357,47.32621128,395.816,392.516,392.6525,406.063455,378.968545,2.58,2.98
2021-12-21,394.35,395.28,391.19,393.95,105997690,0.0066,1,2.58,6.53E+12,1.90E+15,0.006592227,0.133254623,50.36397957,395.524,392.3915,392.3876667,405.8378099,378.9451901,2.12,2.87
2021-12-22,396.82,398.06,394.77,396.07,100313358,0.0054,1,2.12,6.45E+12,1.91E+15,0.005381394,0.124768037,52.7741128,395.606,392.425,392.1393333,405.9044221,378.9455779,2.08,1.91
2021-12-23,397.98,398.36,395.71,398.15,105281612,0.0053,1,2.08,6.65E+12,1.92E+15,0.005251597,0.236551569,55.07877785,395.7,392.736,392.0051667,406.4405268,379.0314732,2.38,1.57
2021-12-24,399.72,402.46,399.66,400.53,102503125,0.006,1,2.38,6.25E+12,1.93E+15,0.005977647,0.436464352,57.62687782,396.014,393.509,392.0125,407.1405706,379.8774294,1.92,0.08
2021-12-27,400.61,401.07,398.31,398.61,103635956,-0.0048,0,-1.92,5.65E+12,1.92E+15,-0.004793648,0.405724341,54.92038175,397.462,394.358,391.9676667,407.0038857,381.7121143,2.6,0.95
2021-12-28,399.56,401.21,397.24,401.21,169712212,0.0065,1,2.6,9.34E+12,1.94E+15,0.006522666,0.51955818,57.81005086,398.914,395.7565,392.0746667,404.2589238,387.2540762,4.49,2.47
2021-12-29,398.74,399.16,395.85,396.72,169048470,-0.0112,0,-4.49,8.44E+12,1.91E+15,-0.011191147,0.264389336,51.65238724,399.044,396.436,392.2198333,402.6604916,390.2115084,2.53,0.41
2021-12-30,397.13,398.59,393.89,394.19,103887032,-0.0064,0,-2.53,6.44E+12,1.90E+15,-0.006377294,-0.084206845,48.51649663,398.252,396.6635,392.4241667,402.1688657,391.1581343,1.32,2.97
2022-01-03,397.16,399.44,394.26,395.51,97581473,0.0033,1,1.32,5.92E+12,1.91E+15,0.003348639,-0.227197552,50.21477574,397.248,396.841,392.547,401.9424269,391.7395731,0.11,0.5
2022-01-04,396.01,396.71,393.35,395.4,117160885,-0.0003,0,-0.11,7.34E+12,1.91E+15,-0.000278122,-0.324564353,50.06656073,396.606,396.9685,392.68,401.7840177,392.1529823,5.01,0.49
2022-01-05,394.91,395.2,387.56,390.39,175488530,-0.0127,0,-5.01,1.17E+13,1.88E+15,-0.012670713,-0.700197649,43.73488891,394.442,396.6725,392.8416667,402.2767265,391.0682735,4.17,3.8
2022-01-06,386.59,390.51,385.3,386.22,152386576,-0.0107,0,-4.17,9.95E+12,1.86E+15,-0.010681626,-1.175348946,39.28195045,392.342,396.12,392.877,403.3287364,388.9112636,4.63,2.08
2022-01-07,388.3,391.75,388.06,390.85,114276571,0.012,1,4.63,8.11E+12,1.88E+15,0.011987986,-1.123693682,45.87175091,391.674,395.606,392.898,402.7784233,388.4335767,3.33,1.17
2022-01-10,389.68,390.24,384.79,387.52,139103010,-0.0085,0,-3.33,8.31E+12,1.87E+15,-0.008519893,-1.249981605,42.31467308,390.076,395.0835,392.8035,402.9772071,387.1897929,1.45,0.8
2022-01-11,388.32,390.43,386.26,388.97,133428702,0.0037,1,1.45,7.93E+12,1.87E+15,0.003741742,-1.173283254,44.33867106,388.79,394.6685,392.7526667,402.9232278,386.4137722,5.69,3.32
2022-01-12,392.29,394.87,391.96,394.66,210105987,0.0146,1,5.69,8.82E+12,1.90E+15,0.014628378,-0.700116649,51.52621618,389.644,394.631,392.7401667,402.8787243,386.3832757,1.66,1.02
2022-01-13,395.68,395.93,392.52,393,151714327,-0.0042,0,-1.66,8.90E+12,1.89E+15,-0.004206152,-0.470719721,49.51728819,391,394.498,392.7278333,402.7608363,386.2351637,5.55,3.34
2022-01-14,389.66,390.81,386.25,387.45,146048033,-0.0141,0,-5.55,8.54E+12,1.86E+15,-0.014122137,-0.653316116,43.42173813,390.32,393.9865,392.6323333,402.6547046,385.3182954,3.64,0.45
