Date,Open,High,Low,Close,Volume,Change,Return,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower,ans
2024-01-02,106400,106400,102300,102900,50167,-0.03289473684210531,-0.03289473684210531,-1240.029266560029,34.105262646610925,105420.0,114590.0,122700.0,126598.31378670644,102581.68621329356,103400.0
2024-01-03,102100,105100,98700,103400,87784,0.004859086491739495,0.004859086491739495,-1165.8062578862305,34.993238287933806,104800.0,113605.0,122590.0,125888.23654416882,101321.76345583118,100700.0
2024-01-04,103000,103300,100500,100700,28146,-0.026112185686653744,-0.026112185686653744,-1200.2557843649297,32.450236688888836,104080.0,112565.0,122315.0,125503.04853909601,99626.95146090399,104000.0
2024-01-05,99900,106500,99700,104000,55786,0.03277060575968216,0.03277060575968216,-915.3716408118394,38.34746939762139,103480.0,111710.0,122115.0,124538.54629332585,98881.45370667415,102300.0
2024-01-08,103600,104600,102100,102300,25881,-0.0163461538461539,-0.0163461538461539,-762.2714389161129,36.57597411461129,102660.0,110835.0,121851.66666666667,123724.10780465447,97945.89219534553,102100.0
2024-01-09,102500,104300,101600,102100,22830,-0.0019550342130987275,-0.0019550342130987275,-602.3327576140291,36.36314526904479,102500.0,110150.0,121013.33333333333,123362.94819485814,96937.05180514186,101600.0
2024-01-10,102100,103100,98500,101600,51824,-0.004897159647404559,-0.004897159647404559,-464.26456081471406,35.80226548272201,102140.0,109320.0,120175.0,122491.42361326236,96148.57638673764,107500.0
2024-01-11,103000,112300,101000,107500,175213,0.05807086614173218,0.05807086614173218,62.3490782550889,46.323348630557405,103500.0,108810.0,119468.33333333333,121422.04186482131,96197.95813517869,101000.0
2024-01-12,107500,107500,101000,101000,102280,-0.06046511627906981,-0.06046511627906981,13.408378515807271,38.7824657402644,102900.0,107965.0,118638.33333333333,120289.00503083334,95640.99496916666,99100.0
2024-01-15,100000,100900,97800,99100,57433,-0.01881188118811883,-0.01881188118811883,-100.18238494315301,36.89195624657974,102260.0,107170.0,117771.66666666667,119626.82142442468,94713.17857557532,99400.0
2024-01-16,98000,102300,97800,99400,47429,0.003027245206861817,0.003027245206861817,-107.7127440224167,37.41075093766457,101720.0,106085.0,117001.66666666667,117208.35830583579,94961.64169416421,97200.0
2024-01-17,100200,100200,97200,97200,38054,-0.02213279678068414,-0.02213279678068414,-207.6704029141829,35.1300137959814,100840.0,105090.0,116396.66666666667,115639.48339967441,94540.51660032559,95500.0
2024-01-18,97000,99000,95500,95500,35537,-0.017489711934156382,-0.017489711934156382,-327.93760229829786,33.43381902308104,98440.0,104040.0,115855.0,114001.80706498607,94078.19293501393,96000.0
2024-01-19,95700,99600,92800,96000,87274,0.005235602094240788,0.005235602094240788,-313.48352634853745,34.4365057318977,97440.0,103120.0,115383.33333333333,112464.21746322326,93775.78253677674,93900.0
2024-01-22,99500,99500,91400,93900,78583,-0.021874999999999978,-0.021874999999999978,-380.55790510801125,32.23996078052272,96400.0,102105.0,115031.66666666667,110802.23519286486,93407.76480713514,92500.0
2024-01-23,92500,96000,92300,92500,39468,-0.014909478168264156,-0.014909478168264156,-449.6768569238229,30.828195345231194,95020.0,101165.0,114681.66666666667,109746.90538283935,92583.09461716065,90600.0
2024-01-24,93000,93100,89700,90600,40534,-0.020540540540540553,-0.020540540540540553,-547.3379052451837,28.973874569192603,93700.0,100370.0,114038.33333333333,109737.62509924512,91002.37490075488,87900.0
2024-01-25,90600,90600,86400,87900,76781,-0.0298013245033113,-0.0298013245033113,-707.5756704266805,26.531597104146627,92180.0,99550.0,113303.33333333333,110183.62591029078,88916.37408970922,88900.0
2024-01-26,87100,90500,85800,88900,51123,0.011376564277588264,0.011376564277588264,-660.897316786366,28.921326149499706,90760.0,98645.0,112706.66666666667,109662.3454152989,87627.6545847011,88000.0
2024-01-29,89100,90600,87100,88000,50765,-0.010123734533183382,-0.010123734533183382,-606.7221475129072,28.03740589641319,89580.0,97725.0,112171.66666666667,109066.58278195807,86383.41721804193,88200.0
2024-01-30,88600,90300,87500,88200,31076,0.002272727272727204,0.002272727272727204,-479.1057986306623,28.559933098302437,88720.0,96990.0,111573.33333333333,108790.83047925052,85189.16952074948,88000.0
2024-01-31,87800,89500,86500,88000,32941,-0.0022675736961451642,-0.0022675736961451642,-336.58288754502337,28.33833749198601,88200.0,96220.0,110963.33333333333,108254.71644867498,84185.28355132502,86500.0
2024-02-01,86500,88000,84800,86500,62642,-0.017045454545454586,-0.017045454545454586,-274.383941043935,26.667145171402467,87920.0,95510.0,110155.0,108067.85013447797,82952.14986552203,87500.0
2024-02-02,86500,89000,85500,87500,61605,0.011560693641618602,0.011560693641618602,-105.62153491718527,29.645900920196112,87640.0,94685.0,109380.0,107070.19680909466,82299.80319090534,84800.0
