Date,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap,Return,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower,ans,,
2011-08-31,237.91,242.16,236.59,242.16,117003648,0.019,1,4.52,5.40999E+12,9.20915E+14,0.019020367,2.073422198,47.70069573,234.32,237.296,263.4106667,261.2808864,213.3111136,242.37,0.21,0.91
2011-09-01,243.07,248.84,241.95,242.37,156980678,0.0009,1,0.21,7.35298E+12,9.21808E+14,0.000867195,2.60392977,47.8810967,237.39,236.0245,262.8758333,255.7186164,216.3303836,240.16,2.21,1.19
2011-09-02,241.18,243.76,238.42,240.16,99294056,-0.0091,2,-2.21,4.33112E+12,9.14459E+14,-0.00911829,2.751293,46.07969639,239.622,234.9555,262.3378333,250.9711017,218.9398983,228.89,11.27,5.23
2011-09-05,234.93,235.03,228.89,228.89,109884325,-0.0469,2,-11.27,4.77971E+12,8.72212E+14,-0.046927049,2.066324967,38.18921949,238.244,233.805,261.6686667,247.9873743,219.6226257,226.65,2.24,4.43
2011-09-06,224.46,229.82,223.18,226.65,121424307,-0.0098,2,-2.24,5.24093E+12,8.62896E+14,-0.00978636,1.467138912,36.83898234,236.046,233.015,260.9496667,246.9410526,219.0889474,236.12,9.47,6.07
2011-09-07,232.72,236.15,231.04,236.12,113520401,0.0418,1,9.47,4.96288E+12,8.97052E+14,0.041782484,1.697090598,45.59653012,234.838,233.145,260.3238333,247.1358735,219.1541265,238.47,2.35,3.43
2011-09-08,239.55,239.64,235.48,238.47,143189225,0.01,1,2.35,6.01355E+12,9.05224E+14,0.009952566,1.976425531,47.54037302,234.058,233.407,259.7228333,247.5893709,219.2246291,233.4,5.07,4.38
2011-09-09,234.09,238.51,233.4,233.4,122057339,-0.0213,2,-5.07,4.70544E+12,8.86495E+14,-0.021260536,1.794037989,43.89629855,232.706,233.37,259.1315,247.5483892,219.1916108,225.15,8.25,1.48
2011-09-14,231.92,232.68,224.16,225.15,119106816,-0.0353,2,-8.25,4.9917E+12,8.55289E+14,-0.035347044,1.124783654,38.69818327,231.958,233.1085,258.447,247.6851543,218.5318457,228.58,3.43,6.5
2011-09-15,231.65,233.01,224.54,228.58,140741442,0.0152,1,3.43,5.31892E+12,8.68005E+14,0.015234288,0.928280767,41.78477671,232.344,232.426,257.8501667,246.4999737,218.3520263,237.5,8.92,6.36
2011-09-16,234.94,238.49,233.32,237.5,157879894,0.039,1,8.92,6.50004E+12,9.01722E+14,0.039023537,1.386633571,48.97938553,232.62,232.1295,257.331,245.4957478,218.7632522,235.32,2.18,2.92
2011-09-19,234.58,237.5,233.74,235.32,112096089,-0.0092,2,-2.18,4.10929E+12,8.92331E+14,-0.009178947,1.519873136,47.43641097,231.99,231.98,256.7411667,245.131552,218.828448,237.53,2.21,0.03
2011-09-20,235.29,238.11,231.55,237.53,119237921,0.0094,1,2.21,4.74331E+12,9.00627E+14,0.009391467,1.71904883,49.18410528,232.816,232.7075,256.211,245.3884619,220.0265381,239.51,1.98,0.55
2011-09-21,238.08,241.85,236.57,239.51,117466078,0.0083,1,1.98,5.09067E+12,9.08724E+14,0.008335789,1.93051477,50.76362176,235.688,233.7255,255.631,245.0901443,222.3608557,232.05,7.46,6.31
2011-09-22,233.2,234.77,230.02,232.05,124626880,-0.0311,2,-7.46,5.01483E+12,8.80716E+14,-0.031146925,1.531759824,45.07835365,236.382,233.922,254.9745,245.0250547,222.8189453,218.62,13.43,8.41
2011-09-23,223.64,224.8,218.58,218.62,172809127,-0.0579,2,-13.43,6.59869E+12,8.29807E+14,-0.057875458,0.386950999,37.03659139,232.606,233.596,254.1113333,246.0160747,221.1759253,214.18,4.44,3.23
2011-09-26,221.85,221.96,212.92,214.18,170275396,-0.0203,2,-4.44,6.34794E+12,8.11492E+14,-0.020309212,-0.592618317,34.82470762,228.378,232.954,253.1041667,247.7647075,218.1432925,225.29,11.11,7.05
2011-09-27,221.23,225.37,219.76,225.29,141047506,0.0519,1,11.11,5.34921E+12,8.52977E+14,0.051872257,-0.423552697,43.85959254,225.93,232.7685,252.2728333,247.8628689,217.6741311,223.82,1.47,1.99
2011-09-28,227.28,228.95,223.82,223.82,140274936,-0.0065,2,-1.47,5.55989E+12,8.46294E+14,-0.006524923,-0.3452685,43.01002619,222.792,232.1705,251.357,247.6821362,216.6588638,230.37,6.55,1.31
2011-09-29,222.51,230.54,221.76,230.37,142378818,0.0293,1,6.55,5.77224E+12,8.70318E+14,0.029264588,0.184616473,47.85665997,222.456,231.807,250.502,247.1284753,216.4855247,230.41,0.04,1.58
2011-09-30,228.79,231.23,226.61,230.41,128253728,0.0002,1,0.04,5.61733E+12,8.70134E+14,0.000173634,0.553904849,47.88580746,224.814,231.2195,249.6108333,245.7907175,216.6482825,221.93,8.48,11.49
2011-10-04,218.92,221.99,215.53,221.93,129782656,-0.0368,2,-8.48,5.95902E+12,8.37907E+14,-0.036803958,0.258186724,42.46621768,226.364,230.1975,248.5576667,244.3585266,216.0364734,217.34,4.59,1.71
2011-10-05,223.64,223.64,216.39,217.34,151545938,-0.0207,2,-4.59,6.64015E+12,8.19724E+14,-0.020682197,-0.191180307,39.83801526,224.774,229.0565,247.4121667,243.4974117,214.6155883,223.94,6.6,6.65
2011-10-06,223.99,227.25,223.47,223.94,149970437,0.0304,1,6.6,6.52621E+12,8.43964E+14,0.030367167,0.001260464,45.09949057,224.798,228.809,246.377,243.4214973,214.1965027,230.27,6.33,5.67
2011-10-07,229.61,231.47,228.92,230.27,146174741,0.0283,1,6.33,6.51658E+12,8.68557E+14,0.0282665,0.568652226,49.64778355,224.778,228.99,245.5071667,243.5807053,214.3992947,230.82,0.55,0.37
2011-10-10,230.64,233.38,230.34,230.82,105534395,0.0024,1,0.55,4.27815E+12,8.70827E+14,0.0023885,0.971150221,50.0351131,224.86,228.725,244.7558333,242.9766729,214.4733271,234.8,3.98,5.93
2011-10-11,236.75,236.9,234.27,234.8,147524683,0.0172,1,3.98,6.08382E+12,8.85801E+14,0.017242873,1.465877527,52.86095513,227.434,228.5415,244.0305,242.3749237,214.7080763,236.66,1.86,1.01
2011-10-12,233.79,236.91,232.44,236.66,120235383,0.0079,1,1.86,4.89345E+12,8.92536E+14,0.007921635,1.853843476,54.16559056,231.298,228.7045,243.341,242.8366739,214.5723261,238.09,1.43,2.99
2011-10-13,239.65,240.32,238.09,238.09,139019910,0.006,1,1.43,5.58133E+12,8.98629E+14,0.006042424,2.122888779,55.19234914,234.128,229.3515,242.6493333,243.9506277,214.7523723,239.67,1.58,1.13
2011-10-14,236.96,240.3,235.44,239.67,105841291,0.0066,1,1.58,4.10736E+12,9.04987E+14,0.006636146,2.308027282,56.35569805,236.008,229.906,242.032,245.1729544,214.6390456,243.49,3.82,2.76
2011-10-17,242.43,243.49,241,243.49,117831660,0.0159,1,3.82,4.81845E+12,9.19804E+14,0.015938582,2.568560469,59.11924995,238.542,230.2055,241.4805,246.2707525,214.1402475,239.89,3.6,5.02
2011-10-18,238.47,240.98,237.99,239.89,127070623,-0.0148,2,-3.6,5.44003E+12,9.06325E+14,-0.014785001,2.383310668,55.54945171,239.56,230.434,240.8051667,246.908519,213.959481,242.11,2.22,1.61
2011-10-19,241.5,242.11,239.09,242.11,125266427,0.0093,1,2.22,4.69242E+12,9.14897E+14,0.009254242,2.294350583,57.26321851,240.65,230.663,240.187,247.6452014,213.6807986,235.57,6.54,0.09
2011-10-20,242.2,244.22,235.36,235.57,127361873,-0.027,2,-6.54,5.72555E+12,8.89545E+14,-0.027012515,1.706134438,51.02235659,240.146,230.466,239.4033333,247.1213828,213.8106172,240.02,4.45,3.46
2011-10-21,239.03,240.83,235.94,240.02,145358186,0.0189,1,4.45,5.54647E+12,9.0623E+14,0.018890351,1.533297028,54.64450065,240.216,230.8645,238.7426667,248.0261007,213.7028993,248.21,8.19,2.48
2011-10-24,242.5,248.21,242.44,248.21,133087740,0.0341,1,8.19,5.63481E+12,9.36974E+14,0.034122156,1.865054754,60.44281534,241.16,232.344,238.1788333,250.1190549,214.5689451,247.2,1.01,0.2
2011-10-25,248.41,249.18,246.43,247.2,129311899,-0.0041,2,-1.01,5.14732E+12,9.32391E+14,-0.004069135,1.904318302,59.43373212,242.622,233.995,237.5871667,250.8236464,217.1663536,247.56,0.36,2.33
2011-10-26,244.87,247.9,243.73,247.56,113158546,0.0015,1,0.36,4.52606E+12,9.34715E+14,0.001456311,1.84128378,59.69204075,243.712,235.1085,237.0458333,252.4258396,217.7911604,251.2,3.64,1.44
2011-10-27,249,251.5,246.96,251.2,162709347,0.0147,1,3.64,6.84214E+12,9.49063E+14,0.014703506,1.922560462,62.30561081,246.838,236.4775,236.614,254.3295261,218.6254739,252.47,1.27,5.22
2011-10-28,256.42,256.88,251.4,252.47,202223867,0.0051,1,1.27,8.68521E+12,9.5345E+14,0.005055732,1.934398185,63.20211679,249.328,237.5825,236.1158333,256.4902348,218.6747652,249.88,2.59,1.11
2011-10-31,251.36,254.33,248.83,249.88,122904635,-0.0103,2,-2.59,5.26982E+12,9.42874E+14,-0.010258645,1.651347294,60.06467045,249.662,238.556,235.6905,257.8865038,219.2254962,249.92,0.04,2.37
2011-11-01,247.51,252.22,247.5,249.92,114249961,0.0002,1,0.04,5.26871E+12,9.43012E+14,0.000160077,1.362380629,60.09761537,250.206,239.9555,235.3925,258.2960916,221.6149084,248.03,1.89,5.05
2011-11-02,244.87,248.28,243.24,248.03,123597499,-0.0076,2,-1.89,5.65202E+12,9.3655E+14,-0.00756242,0.958580951,57.67649421,250.3,241.49,235.1673333,256.9077132,226.0722868,244.09,3.94,0.63
2011-11-03,247.4,247.4,243.14,244.09,116211732,-0.0159,2,-3.94,5.11286E+12,9.22191E+14,-0.015885175,0.370962998,52.89268352,248.878,242.4975,235.0371667,255.6655354,229.3294646,252.34,8.25,5.71
2011-11-04,249.8,252.44,248.95,252.34,125153039,0.0338,1,8.25,5.95754E+12,9.52375E+14,0.033799009,0.47602704,60.31506417,248.852,243.601,235.202,256.170762,231.031238,250.78,1.56,0.32
2011-11-07,252.66,252.66,250.14,250.78,97703969,-0.0062,2,-1.56,4.31793E+12,9.47299E+14,-0.006182135,0.382606862,58.43998217,249.032,244.599,235.4896667,256.0729582,233.1250418,248.32,2.46,1.07
2011-11-08,251.85,251.94,247.86,248.32,95100049,-0.0098,2,-2.46,4.1668E+12,9.38899E+14,-0.009809395,0.111369923,55.50938529,248.712,245.275,235.7411667,255.9234224,234.6265776,249.23,0.91,3.06
2011-11-09,251.38,252,247.92,249.23,123056310,0.0037,1,0.91,5.18027E+12,9.41071E+14,0.003664626,-0.042288734,56.38077991,248.952,245.9035,235.9926667,255.9081795,235.8988205,236.02,13.21,6.16
2011-11-10,243.07,243.38,236.02,236.02,156656530,-0.053,2,-13.21,6.87519E+12,8.92247E+14,-0.05300325,-1.015205591,43.16426559,247.338,245.8,236.0866667,256.1623028,235.4376972,242.99,6.97,3.77
2011-11-11,239.79,243.05,237.35,242.99,101270202,0.0295,1,6.97,4.43792E+12,9.17766E+14,0.029531396,-1.160461391,49.84487136,245.468,245.966,236.0993333,256.0323268,235.8996732,248.27,5.28,3.41
2011-11-14,246.4,249.02,246.37,248.27,98629212,0.0217,1,5.28,4.42792E+12,9.38089E+14,0.021729289,-0.884547652,54.23349136,244.966,246.205,236.18,256.2517915,236.1582085,246.21,2.06,2.02
2011-11-15,246.25,247.97,244.98,246.21,90563380,-0.0083,2,-2.06,3.91572E+12,9.30068E+14,-0.008297418,-0.825522449,52.31031998,244.544,246.521,236.3116667,256.141954,236.900046,241.98,4.23,1.5
2011-11-16,247.71,249.6,241.44,241.98,112956200,-0.0172,2,-4.23,4.68812E+12,9.16072E+14,-0.017180456,-1.042135775,48.50659553,243.094,246.5145,236.6283333,256.1475337,236.8814663,244.6,2.62,0.89
2011-11-17,242.87,244.84,239.09,244.6,100808871,0.0108,1,2.62,4.02468E+12,9.25842E+14,0.010827341,-0.980632527,50.88863673,244.81,246.966,237.0525,255.2579585,238.6740415,239.43,5.17,5.05
2011-11-18,239.55,241.13,238.5,239.43,93936948,-0.0211,2,-5.17,4.09282E+12,9.06356E+14,-0.021136549,-1.242939841,46.33383147,244.098,246.9365,237.241,255.3306629,238.5423371,236.64,2.79,0.89
2011-11-21,238.54,238.54,235.32,236.64,78292874,-0.0117,2,-2.79,3.33146E+12,8.96128E+14,-0.011652675,-1.539735809,44.0428441,241.772,246.358,237.4326667,255.8449671,236.8710329,237.8,1.16,2.84
2011-11-22,233.8,238.46,233.71,237.8,82979472,0.0049,1,1.16,3.27488E+12,8.99862E+14,0.004901961,-1.58700092,45.25486055,240.09,245.888,237.6123333,256.0676377,235.7083623,231.68,6.12,0.99
2011-11-23,236.81,236.93,231.32,231.68,142238767,-0.0257,2,-6.12,3.77586E+12,8.77464E+14,-0.025735913,-1.936362706,40.29588773,238.03,245.094,237.657,256.9648726,233.2231274,233.35,1.67,0.98
2011-11-24,230.7,234.26,229.93,233.35,95018619,0.0072,1,1.67,3.33831E+12,8.83414E+14,0.007208218,-1.955205748,42.15847223,235.78,244.2015,237.6165,256.7656972,231.6373028,231.03,2.32,2.24
2011-11-25,231.11,232.78,229.74,231.03,118202206,-0.0099,2,-2.32,3.49623E+12,8.74372E+14,-0.009942147,-2.016074433,40.27854222,234.1,243.1295,237.5063333,256.3312567,229.9277433,236.59,5.56,4.06
2011-11-28,235.09,236.86,233.87,236.59,94256317,0.0241,1,5.56,3.54864E+12,8.94804E+14,0.024066139,-1.592614905,46.44235933,234.09,242.465,237.4135,255.5783253,229.3516747,242.5,5.91,1.81
2011-11-29,238.4,242.61,237.77,242.5,122975948,0.025,1,5.91,5.34006E+12,9.16816E+14,0.024979923,-0.861820212,52.10136179,235.03,242.094,237.4156667,254.7547099,229.4332901,241.19,1.31,1.35
2011-11-30,241.15,242.64,240.04,241.19,111047441,-0.0054,2,-1.31,5.12864E+12,9.11775E+14,-0.005402062,-0.435502526,50.81956872,236.932,241.752,237.4328333,254.1189699,229.3850301,251.52,10.33,8.93
2011-12-01,250.12,252.82,249.76,251.52,181355396,0.0428,1,10.33,7.96885E+12,9.49436E+14,0.042829305,0.521456797,59.31874595,240.566,242.1235,237.81,255.1764464,229.0705536,251.19,0.33,0.29
2011-12-02,251.23,252.04,249.95,251.19,98221279,-0.0013,2,-0.33,4.65527E+12,9.48944E+14,-0.001312023,1.079361828,58.96815525,244.598,242.066,238.219,254.9474245,229.1845755,252.22,1.03,1.68
2011-12-05,252.87,253.02,250.52,252.22,77099154,0.0041,1,1.03,3.23315E+12,9.52252E+14,0.004100482,1.442232995,59.76742655,247.724,242.138,238.4873333,255.2278565,229.0481435,249.48,2.74,1.28
2011-12-06,250.94,251.94,247.88,249.48,105783925,-0.0109,2,-2.74,3.52323E+12,9.42093E+14,-0.010863532,1.419958674,56.60840827,249.12,242.196,238.6708333,255.4046508,228.9873492,251.57,2.09,1.6
2011-12-07,251.08,252.12,249.69,251.57,102435285,0.0084,1,2.09,4.69471E+12,9.50549E+14,0.008377425,1.462453224,58.41398239,251.196,242.313,238.9736667,255.8071707,228.8188293,250.31,1.26,1.31
2011-12-08,250.26,252.4,248.47,250.31,117825207,-0.005,2,-1.26,4.84171E+12,9.46716E+14,-0.005008546,1.326193611,56.87739116,250.954,243.0275,239.393,256.6260527,229.4289473,244.93,5.38,4.03
2011-12-09,246.28,247.85,244.67,244.93,96220869,-0.0215,2,-5.38,3.82478E+12,9.26582E+14,-0.021493348,0.819085868,50.73994191,249.702,243.1245,239.6655,256.748252,229.500748,248.55,3.62,3.8
2011-12-12,248.73,248.86,247,248.55,119576044,0.0148,1,3.62,4.08494E+12,9.39544E+14,0.014779733,0.67861324,54.31232696,248.968,243.1385,239.8496667,256.7839319,229.4930681,243.48,5.07,3.11
2011-12-13,245.44,245.87,243.48,243.48,104582860,-0.0204,2,-5.07,4.01427E+12,9.20814E+14,-0.02039831,0.21918201,48.95726429,247.768,243.002,239.9856667,256.5762324,229.4277676,242.35,1.13,1.81
2011-12-14,241.67,243.54,241.59,242.35,75951988,-0.0046,2,-1.13,3.35138E+12,9.17118E+14,-0.004641038,-0.165140112,47.82543674,245.924,243.0205,240.066,256.5901182,229.4508818,236.72,5.63,3.2
2011-12-15,239.15,240.02,236.48,236.72,100326665,-0.0232,2,-5.63,4.21473E+12,8.96295E+14,-0.023230864,-0.7690416,42.54763386,243.206,242.6265,240.0195,256.4451067,228.8078933,239.82,3.1,1.13
2011-12-16,237.85,240.13,237.22,239.82,102227521,0.0131,1,3.1,3.35685E+12,9.07352E+14,0.01309564,-0.920032659,46.07631004,242.184,242.646,240.149,256.447599,228.844401,231.74,8.08,1.52
2011-12-19,238.3,238.35,227.54,231.74,145242996,-0.0337,2,-8.08,5.05432E+12,8.76491E+14,-0.033691936,-1.490617576,39.30083147,238.822,242.401,240.3676667,256.7821611,228.0198389,233.83,2.09,2.05
2011-12-20,233.79,234.49,232.25,233.83,81004428,0.009,1,2.09,3.04698E+12,8.84338E+14,0.009018728,-1.641861731,41.68935613,236.892,242.2025,240.6951667,256.9374501,227.4675499,241.51,7.68,6.18
2011-12-21,240.01,241.87,239.1,241.51,100366852,0.0328,1,7.68,3.96337E+12,9.12523E+14,0.032844374,-1.161859875,49.54608047,236.724,242.694,240.9655,256.6261131,228.7618869,241.4,0.11,1.01
2011-12-22,240.5,241.4,239.67,241.4,57908389,-0.0005,2,-0.11,2.19781E+12,9.11851E+14,-0.000455468,-0.805859227,49.44332203,237.66,243.0965,241.2585,256.3753769,229.8176231,244.22,2.82,1.86
2011-12-23,243.26,244.95,243.06,244.22,82083518,0.0117,1,2.82,3.01694E+12,9.22496E+14,0.011681856,-0.357419805,52.1814019,238.54,243.756,241.4893333,255.8275026,231.6844974,242.64,1.58,0.74
2011-12-26,244.96,245.1,242.04,242.64,56772913,-0.0065,2,-1.58,1.85336E+12,9.17301E+14,-0.006469577,-0.154532574,50.5301592,240.72,244.0585,241.6931667,255.6918113,232.4251887,240.79,1.85,0.05
2011-12-27,242.69,243.91,236.43,240.79,77864739,-0.0076,2,-1.85,3.01694E+12,9.10065E+14,-0.007624464,-0.133066942,48.59127106,242.112,243.973,242.0075,255.6757998,232.2702002,238.15,2.64,1.35
2011-12-28,239.44,239.44,237.28,238.15,64039207,-0.011,2,-2.64,2.23157E+12,9.00371E+14,-0.01096391,-0.276550785,45.88548006,241.44,243.821,242.3543333,255.7413841,231.9006159,238.08,0.07,1.28
2011-12-29,236.87,239.55,235.7,238.08,63990850,-0.0003,2,-0.07,2.71605E+12,9.00139E+14,-0.000293932,-0.351258392,45.81263501,240.776,243.149,242.59,254.7690738,231.5289262,238.7,0.62,0.96
2012-01-02,239.04,239.96,236.81,238.7,67445841,0.0026,1,0.62,2.4696E+12,9.01411E+14,0.002604167,-0.334107314,46.62093775,239.672,242.5245,242.7305,253.6821565,231.3668435,245.82,7.12,2.86
2012-01-03,241.56,245.82,241.56,245.82,91374258,0.0298,1,7.12,3.74422E+12,9.27879E+14,0.029828236,0.155296234,54.93459771,240.308,242.2045,242.9805,252.5705609,231.8384391,244.24,1.58,1.07
2012-01-04,246.89,247.06,244.16,244.24,97162966,-0.0064,2,-1.58,3.5512E+12,9.22794E+14,-0.006427467,0.359475511,52.96327412,240.998,241.9425,243.1378333,251.8127946,232.0722054,243.56,0.68,0.34
2012-01-05,244.58,245.5,243.25,243.56,90095723,-0.0028,2,-0.68,3.61435E+12,9.21065E+14,-0.002784147,0.430794906,52.09679228,242.08,241.542,243.2528333,250.4170563,232.6669437,240.57,2.99,0.41
2012-01-06,243.97,243.97,237.88,240.57,84537806,-0.0123,2,-2.99,3.25046E+12,9.10076E+14,-0.012276236,0.266700949,48.35105309,242.578,241.055,243.2941667,248.9689965,233.1410035,238.02,2.55,1.69
2012-01-09,238.88,238.99,235.95,238.02,81891620,-0.0106,2,-2.55,3.18947E+12,9.02413E+14,-0.010599825,-0.008871555,45.35593241,242.442,240.7095,243.2666667,248.5193002,232.8996998,241.69,3.67,2.05
2012-01-10,240.07,242.69,239.89,241.69,101264606,0.0154,1,3.67,3.72944E+12,9.16649E+14,0.015418872,0.057095404,50.142754,241.616,240.3665,243.2366667,247.324946,233.408054,240.83,0.86,0.5
2012-01-11,242.19,242.29,240.46,240.83,90006617,-0.0036,2,-0.86,3.69487E+12,9.13155E+14,-0.003558277,0.044450435,49.05824466,240.934,240.234,243.2523333,247.0497124,233.4182876,243.46,2.63,0.97
2012-01-12,241.8,243.46,239.82,243.46,109239763,0.0109,1,2.63,4.24792E+12,9.23407E+14,0.010920566,0.205818237,52.44557847,240.914,240.2895,243.2748333,247.1907708,233.3882292,245.28,1.82,0.14
2012-01-13,243.6,246.06,243.02,245.28,103130675,0.0075,1,1.82,4.89023E+12,9.29737E+14,0.007475561,0.415633298,54.69085719,241.856,240.7175,243.4366667,247.7408578,233.6941422,243.1,2.18,1.94
2012-01-16,243.34,243.7,240.88,243.1,77774080,-0.0089,2,-2.18,3.16734E+12,9.21487E+14,-0.008887802,0.388597343,51.5511612,242.872,240.8815,243.488,247.9662816,233.7967184,247.81,4.71,2.69
2012-01-17,245.79,247.82,245.76,247.81,114954438,0.0194,1,4.71,4.91231E+12,9.39214E+14,0.019374743,0.653343039,57.26010092,244.096,241.685,243.4813333,248.0488903,235.3211097,247.82,0.01,0.24
2012-01-18,247.57,248.81,246.68,247.82,108636047,0,1,0.01,4.95731E+12,9.39411E+14,4.04E-05,0.785661295,57.27161296,245.494,242.3845,243.4916667,248.1921965,236.5768035,251.27,3.45,2.78
2012-01-19,250.6,251.34,249.15,251.27,117021786,0.0139,1,3.45,5.47998E+12,9.514E+14,0.013921395,1.045782337,61.15863603,247.056,242.8725,243.5535,249.8305338,235.9144662,256.61,5.34,1.01
2012-01-20,252.28,256.94,252.28,256.61,137407573,0.0213,1,5.34,6.15857E+12,9.71133E+14,0.02125204,1.490603551,66.272934,249.322,243.633,243.6436667,252.7659581,234.5000419,257.14,0.53,0.39
2012-01-25,256.22,260.07,256.1,257.14,109026235,0.0021,1,0.53,5.22982E+12,9.72766E+14,0.002065391,1.71751264,66.74101376,252.13,244.279,243.7215,255.1491682,233.4088318,257.52,0.38,0.91
2012-01-26,258.05,258.49,256.49,257.52,92234406,0.0015,1,0.38,4.53682E+12,9.74667E+14,0.001477794,1.782456473,67.09363914,254.072,245.023,243.8488333,257.289783,232.756217,258.65,1.13,0.49
2012-01-27,258.01,258.88,256.38,258.65,103438412,0.0044,1,1.13,4.88958E+12,9.78469E+14,0.004388009,1.786279829,68.17423412,256.238,245.916,243.9943333,259.3636591,232.4683409,255.21,3.44,1.26
2012-01-30,257.39,258.12,254.68,255.21,97916583,-0.0133,2,-3.44,5.17751E+12,9.65347E+14,-0.013299826,1.455875609,61.54806965,257.026,246.769,244.114,260.3020202,233.2359798,256.9,1.69,0.24
2012-01-31,255.45,257.88,254.09,256.9,105571722,0.0066,1,1.69,5.41435E+12,9.72931E+14,0.006621998,1.257370736,63.42866642,257.084,247.71,244.3275,261.3125145,234.1074855,257.06,0.16,1.17
2012-02-01,255.73,258.81,255.56,257.06,125417862,0.0006,1,0.16,5.61437E+12,9.73932E+14,0.00062281,1.051436943,63.6101244,257.068,248.628,244.4061667,262.1522739,235.1037261,260.35,3.29,3.12
2012-02-02,260.18,261.96,259.25,260.35,162792537,0.0128,1,3.29,7.12639E+12,9.86804E+14,0.012798568,1.048995088,67.21261349,257.634,249.3545,244.5656667,263.7315254,234.9774746,258.53,1.82,0.4
2012-02-03,259.95,260.09,257.06,258.53,114436371,-0.007,2,-1.82,5.87777E+12,9.80293E+14,-0.00699059,0.845726909,63.46938314,257.61,250.069,244.7358333,264.7748885,235.3631115,258.93,0.4,3.12
2012-02-06,261.65,262,257.65,258.93,133300731,0.0015,1,0.4,5.84972E+12,9.81121E+14,0.001547209,0.666987965,63.94465134,258.354,250.8375,244.8975,265.7079686,235.9670314,259.8,0.87,0.44
2012-02-07,259.37,260.26,258.41,259.8,169724892,0.0034,1,0.87,5.20189E+12,9.84762E+14,0.003359981,0.541467363,65.01089992,258.934,251.799,245.2938333,266.3734254,237.2245746,262.94,3.14,0.46
2012-02-08,260.26,262.94,259.96,262.94,157645381,0.0121,1,3.14,5.69567E+12,9.96898E+14,0.01208622,0.599514968,68.61804674,260.11,253.045,245.6263333,266.93946,239.15054,264.5,1.56,0.95
2012-02-09,261.99,264.5,259.28,264.5,146866940,0.0059,1,1.56,6.38533E+12,1.00289E+15,0.005932912,0.667378292,70.25853468,260.94,254.1855,245.8968333,267.9080821,240.4629179,261.17,3.33,0.9
2012-02-10,263.6,263.77,260.19,261.17,128415586,-0.0126,2,-3.33,5.6224E+12,9.90815E+14,-0.012589792,0.424246945,62.72129376,261.468,255.2025,246.1461667,267.7824394,242.6225606,262.75,1.58,0.97
2012-02-13,262.14,263.56,260.88,262.75,92770452,0.006,1,1.58,4.27492E+12,9.96519E+14,0.006049699,0.311313294,64.65858443,262.232,256.167,246.4923333,267.9292074,244.4047926,262.38,0.37,1.06
2012-02-14,261.69,263.08,261.32,262.38,128315306,-0.0014,2,-0.37,5.16559E+12,9.94486E+14,-0.001408183,0.160751216,63.82214467,262.748,257.022,246.7886667,267.9508766,246.0931234,265.88,3.5,1.38
2012-02-15,263.76,266.13,263.69,265.88,124833511,0.0133,1,3.5,5.58429E+12,1.00655E+15,0.013339431,0.241105056,68.03463699,263.336,258.161,247.2295,267.7097945,248.6122055,261.89,3.99,2.89
2012-02-16,262.99,263.93,261.61,261.89,108158236,-0.015,2,-3.99,4.8168E+12,9.91784E+14,-0.01500677,-0.016563591,59.52544213,262.814,258.865,247.6503333,267.2643726,250.4656274,265.82,3.93,4.01
2012-02-17,265.9,266.84,265.01,265.82,114220286,0.015,1,3.93,5.34651E+12,1.00551E+15,0.0150063,0.032882882,64.26614375,263.744,259.765,248.1173333,267.0165833,252.5134167,265.95,0.13,2.46
2012-02-20,268.28,269.26,265.92,265.95,93695693,0.0005,1,0.13,4.24759E+12,1.00638E+15,0.000489053,0.029649026,64.41462361,264.384,260.499,248.6885,267.1056842,253.8923158,265.89,0.06,0.54
2012-02-21,265.41,266.89,263.5,265.89,104149778,-0.0002,2,-0.06,3.7705E+12,1.00604E+15,-0.000225606,-0.018627246,64.28186316,265.086,260.963,249.2308333,267.7139113,254.2120887,266.63,0.74,1.01
2012-02-22,264.88,266.69,264.55,266.63,99175689,0.0028,1,0.74,4.07525E+12,1.00821E+15,0.002783106,-0.041507925,65.23358343,265.236,261.4375,249.8241667,268.3782575,254.4967425,263.58,3.05,1.85
2012-02-23,264.78,264.78,262.72,263.58,93834701,-0.0114,2,-3.05,4.50754E+12,1.00006E+15,-0.011439073,-0.289046036,58.33439479,265.574,261.7405,250.274,268.4973912,254.9836088,265.2,1.62,0.19
2012-02-24,263.77,265.2,262.1,265.2,87389188,0.0061,1,1.62,4.09951E+12,1.00623E+15,0.006146142,-0.365731431,60.71120937,265.45,262.068,250.6523333,268.828913,255.307087,261.3,3.9,0.99
2012-02-27,264.21,264.33,260.76,261.3,88070458,-0.0147,2,-3.9,4.00775E+12,9.9158E+14,-0.014705882,-0.682749607,52.88919136,264.52,262.3725,250.9875,268.3767148,256.3682852,263.45,2.15,0.89
2012-02-28,262.19,263.93,261.8,263.45,104865401,0.0082,1,2.15,4.77862E+12,9.99173E+14,0.00822809,-0.746132108,56.23667723,264.032,262.7,251.1863333,268.1648074,257.2351926,267.13,3.68,1.61
2012-02-29,265.06,267.68,265.03,267.13,110705615,0.014,1,3.68,5.32053E+12,1.01301E+15,0.013968495,-0.547876453,61.30482275,264.132,263.2035,251.452,268.3428707,258.0641293,267.45,0.32,1.51
