Date,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap,Return,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower
2021-10-12,386.27,386.6,379.08,380.69,158572418,-0.0174,0,-6.73,9639747112071,1814277186204340,-0.017371328274224385,-2.232840059682613,27.122122703379375,385.238,402.274,416.0286666666667,424.13897875599423,380.40902124400577
2021-10-13,380.12,385.72,379.31,384.1,154270180,0.009000000000000001,1,3.41,8520629866720,1831318716573550,0.0089574194226274,-1.9253314531759518,31.93321050463217,384.456,400.752,415.1851666666667,423.21929320590453,378.2847067940955
2021-10-14,387.39,389.63,386.48,389.59,170130832,0.0143,1,5.49,9002329368505,1858981779739850,0.01429315282478516,-1.2213821882475324,38.923921694267875,385.98799999999994,399.8675,414.4521666666667,422.6281018154197,377.1068981845803
2021-10-15,392.94,394.58,391.36,393.19,170785119,0.0092,1,3.6,8409155810432,1874954741388735,0.009240483585307713,-0.4236853901890072,43.05405205840356,386.998,399.092,413.72599999999994,421.65202180850207,376.5319781914979
2021-10-18,393.39,394.16,389.74,392.02,126679987,-0.003,0,-1.17,6648534680563,1869015134317465,-0.002975660622091092,0.08750936945502907,42.05861091689646,387.918,398.20799999999997,413.01266666666663,420.4189311826427,375.9970688173572
2021-10-19,394.26,395.92,393.27,395.41,113851166,0.0086,1,3.39,6318250761254,1884425281121530,0.008647517983776387,0.6831416233321042,45.95745499460129,390.862,397.3605,412.438,418.61990683556564,376.10109316443436
2021-10-20,397.48,398.09,393.6,393.74,129247377,-0.0042,0,-1.67,7570788391002,1873734296435625,-0.004223464252295139,0.9759992389221566,44.3733969277765,392.79,396.40500000000003,411.85783333333336,416.47854328463455,376.3314567153655
2021-10-21,393.56,395.51,392.38,393.18,136385949,-0.0014000000000000002,0,-0.56,7176122525200,1870082912321625,-0.0014222583430690827,1.132344603967704,43.82786312876072,393.508,395.603,411.31083333333333,414.8282335226415,376.37776647735853
2021-10-22,392.82,394.91,391.54,393.34,108298947,0.0004,1,0.16,6160691257463,1869785049975050,0.0004069382979805525,1.2382987282160416,44.039551407904504,393.538,394.7205,410.6768333333333,412.61370147430586,376.8272985256942
2021-10-25,392.45,395.99,390.02,395.01,152055691,0.0042,1,1.67,7619706859903,1878585769143085,0.0042456907510042274,1.4006566477803215,46.31370841408565,394.136,393.948,410.06783333333334,410.3263400868373,377.56965991316264
2021-10-26,397.75,399.67,396.28,399.07,135398751,0.0103,1,4.06,6954036069869,1897336624177870,0.010278220804536664,1.739188139798328,51.47651105321074,394.868,393.40950000000004,409.5945,408.3033221756574,378.5156778243427
2021-10-27,398.31,398.82,394.41,395.48,193851338,-0.009000000000000001,0,-3.59,7592190324502,1882185903849160,-0.008995915503545726,1.6782263439955374,47.15803135010084,395.216,392.635,409.04883333333333,405.2290343020061,380.0409656979939
2021-10-28,394.87,397.79,393.89,393.89,180654911,-0.004,0,-1.59,9623791584527,1872583762351535,-0.004020430868817759,1.4938759232553176,45.343661885592994,395.358,392.0195,408.46116666666666,403.00164455377944,381.03735544622054
2021-10-29,396.08,396.92,387.82,388.47,146473425,-0.0138,0,-5.42,8268182364899,1846243548533785,-0.013760186854197776,0.9940253586882708,39.73193390346211,394.384,391.4385,407.77750000000003,401.8668484310848,381.01015156891515
2021-11-01,390.34,391.65,389.14,389.81,121440446,0.0034000000000000002,1,1.34,6602017141770,1852259821146155,0.0034494298144001068,0.7517702313269368,41.65448415492266,393.344,390.864,407.20916666666665,400.27201870747024,381.4559812925297
2021-11-02,392.18,398.1,392.18,394.82,126751528,0.0129,1,5.01,7009440084415,1874898766802865,0.012852415279238638,0.9161677374232173,48.295525495199726,392.494,390.8655,406.6763333333334,400.27603128150105,381.45496871849895
2021-11-03,395.73,395.85,388.52,389.48,137221704,-0.013500000000000002,0,-5.34,6989417940309,1849642174263025,-0.013525150701585442,0.6642282949684573,42.71474737145346,391.294,390.939,406.0013333333334,400.2818922716742,381.5961077283258
2021-11-04,393.16,395.15,390.75,391.54,185410670,0.0053,1,2.06,10359146196992,1859474433549960,0.005289103419944485,0.6352808024394716,45.338829564411675,390.82399999999996,391.4195,405.2595,399.7983984359586,383.0406015640415
2021-11-05,394.65,394.81,387.66,389.86,139113487,-0.0043,0,-1.68,8175681356500,1850489636640835,-0.004290749348725531,0.5074918233129244,43.58534543877948,391.10200000000003,391.5055,404.5115,399.78268182717454,383.2283181728254
2021-11-08,390.1,390.71,385.5,389.59,126068904,-0.0007000000000000001,0,-0.27,7561868853951,1845572097116260,-0.0006925563022625036,0.41327605417445135,43.29553514185164,391.058,391.614,403.78316666666666,399.7294307341082,383.4985692658918
2021-11-09,389.17,393.13,388.25,390.36,127585302,0.002,1,0.77,7083502826325,1849890497454890,0.0019764367668575478,0.4104706995835432,44.430343884797885,390.166,392.09749999999997,403.09499999999997,398.52967498208085,385.6653250179191
2021-11-10,388.37,390.36,385.57,386.24,117561127,-0.0106,0,-4.12,6908340557195,1830220199655275,-0.010554360077876801,0.1521027614178494,39.83648545538133,389.51800000000003,392.2045,402.3896666666667,398.15404947875106,386.25495052124893
2021-11-11,383.84,386.03,382.57,385.97,212910236,-0.0007000000000000001,0,-0.27,11150759419546,1828338041758920,-0.0006990472245235191,-0.007551446073547297,39.54790121878232,388.404,392.02349999999996,401.7435,398.47894506599715,385.56805493400276
2021-11-12,389.13,391.77,387.46,390.38,166336516,0.011399999999999999,1,4.41,9337283685300,1853774691370370,0.011425758478638137,0.20171941573147656,46.38033168482737,388.508,391.883,401.2101666666667,398.3530760428381,385.41292395716187
2021-11-15,393.36,395.56,392.16,394.36,174938581,0.0102,1,3.98,8537189868311,1872837901530370,0.010195194425943965,0.6033536845319318,51.687386074731336,389.462,392.0,400.8485,398.5597621908197,385.4402378091803
2021-11-16,393.94,396.49,392.62,394.07,134392007,-0.0007000000000000001,0,-0.29,8246106054114,1873783343258855,-0.0007353686986509844,0.8306266885046001,51.289046322959585,390.204,391.933,400.5611666666666,398.378454522383,385.487545477617
2021-11-17,394.88,395.25,388.7,389.44,146332515,-0.011699999999999999,0,-4.63,8067205547275,1851043923928145,-0.011749181617479065,0.6578375759929762,45.28808640879758,390.84400000000005,391.71799999999996,400.1625,398.1948004446723,385.2411995553276
2021-11-18,388.86,390.0,386.31,387.44,130465730,-0.0051,0,-2.0,7398204484037,1840789631883580,-0.0051355792933442945,0.4096962810963345,42.950345117531505,391.138,391.431,399.8705,398.12818119809435,384.7338188019056
2021-11-19,387.97,391.24,387.31,390.53,130759482,0.008,1,3.09,7982879139873,1857881244964200,0.007975428453437905,0.45123180294190535,47.4626057147432,391.168,391.2905,399.69966666666664,397.93931786486206,384.64168213513796
2021-11-22,393.16,399.88,392.75,399.07,144700874,0.0219,1,8.54,9890187946500,1889978597789620,0.021867718229073407,1.0189316001121034,57.47372376466266,392.11,391.4935,399.6078333333333,398.79960231245826,384.1873976875417
2021-11-23,399.43,399.52,395.58,396.44,124508890,-0.0066,0,-2.63,8064804581460,1877313574045055,-0.006590322499812062,1.1714955540442413,54.05745366913415,392.58399999999995,391.36199999999997,399.3405,398.1974124967048,384.5265875032951
2021-11-24,397.88,399.38,393.27,395.4,128293474,-0.0026,0,-1.04,7758092136175,1873428556808725,-0.002623347795378872,1.1546627595206471,52.722874872385944,393.776,391.358,399.0313333333333,398.1838555507796,384.5321444492204
2021-11-25,395.67,395.73,391.69,391.93,117213378,-0.0088,0,-3.47,6741120432411,1859801460699150,-0.008775923115831974,0.8748291346589667,48.426950959378495,394.674,391.26,398.72383333333335,397.99328448827976,384.5267155117202
2021-11-26,390.61,392.81,384.19,385.07,145771166,-0.0175,0,-6.86,8625603922656,1831345766736180,-0.01750312555813538,0.22648523263310372,41.26798797415896,393.582,391.09000000000003,398.3043333333333,398.25435063352637,383.9256493664737
2021-11-29,381.25,384.97,379.27,381.63,178592646,-0.0089,0,-3.44,9562235370240,1805088538322345,-0.008933440673124404,-0.40110630860920526,38.21701237606322,390.094,390.681,397.80649999999997,398.94111113727354,382.42088886272643
2021-11-30,385.01,386.34,370.86,373.24,258522165,-0.022000000000000002,0,-8.39,15951427441278,1775046319157985,-0.021984644813038745,-1.2977745199992148,32.002613959798,385.454,389.602,397.03066666666666,400.60126833930843,378.6027316606915
2021-12-01,376.45,384.05,373.61,383.13,167598673,0.0265,1,9.89,9948057079828,1816847930006435,0.026497695852534475,-1.1465451608107222,43.63726658760783,383.0,389.2845,396.41749999999996,400.6403381020563,377.92866189794364
2021-12-02,379.76,389.64,379.59,389.64,150988571,0.017,1,6.51,9682850608169,1846254225896305,0.016991621642784338,-0.5595320937964097,49.73409646861161,382.54200000000003,389.1895,395.97999999999996,400.49997209448463,377.8790279055154
2021-12-03,388.21,393.3,386.42,391.96,127840348,0.006,1,2.32,8027936515300,1858912489162955,0.005954214146391523,0.0037288392111776147,51.737699718387546,383.91999999999996,389.2945,395.52566666666667,400.66674247895355,377.9222575210465
2021-12-06,389.95,394.4,387.58,392.85,124900731,0.0023,1,0.89,7464588078910,1861963793528050,0.002270639861210455,0.43130756788776825,52.51957863687047,386.16400000000004,389.4575,395.067,400.93497685687555,377.9800231431244
2021-12-07,392.88,396.46,391.29,396.31,157041371,0.0088,1,3.46,7606787531180,1875771535846995,0.008807432862415698,0.9144572948128462,55.53547178303104,390.778,389.755,394.70883333333336,401.61277803806905,377.89722196193094
2021-12-08,399.89,402.34,396.32,397.27,140133384,0.0024,1,0.96,8638327981204,1882351537000150,0.002422346143170717,1.2454819471037337,56.363660885533285,393.606,390.30649999999997,394.42100000000005,402.48082918070276,378.1321708192972
2021-12-09,398.19,401.13,396.93,401.13,159053924,0.0097,1,3.86,10120063701086,1900362233483625,0.00971631384197158,1.6460372102797178,59.62036960829313,395.904,391.0645,394.31850000000003,403.9324687208242,378.1965312791758
2021-12-10,398.21,399.12,396.58,397.97,92722061,-0.0079,0,-3.16,6164415880790,1926581977992395,-0.007877745369331612,1.6174234927833957,55.939633455909515,397.106,391.444,394.1396666666667,404.65202846756887,378.23597153243117
2021-12-13,399.38,403.37,396.83,397.27,113328182,-0.0018,0,-0.7,6880591404172,1921166797320945,-0.0017589265522528486,1.4746199686198287,55.1277274512385,397.98999999999995,391.5895,393.9325,404.9855881976832,378.19341180231675
2021-12-14,394.54,397.02,393.5,395.41,116495624,-0.004699999999999999,0,-1.86,6880161238809,1911975147616435,-0.004681954338359162,1.1903410353478607,52.92944708108458,397.81,391.6565,393.65,405.1148019359839,378.1981980640161
2021-12-15,393.99,395.76,392.85,395.66,88943348,0.0006,1,0.25,5635111420424,1912865663222805,0.0006322551275890209,0.9642326705660401,53.19957813176205,397.488,391.96750000000003,393.36350000000004,405.49384595890956,378.4411540410905
2021-12-16,398.93,399.68,395.19,397.68,94125586,0.0051,1,2.02,6426262273359,1924857650899075,0.005105393519688528,0.8971970489277674,55.42548933990933,396.79800000000006,392.47950000000003,393.1711666666667,406.05669923254084,378.9023007674592
2021-12-17,394.46,399.02,394.26,398.96,134697578,0.0032,1,1.28,8722582146128,1932001852762890,0.0032186682760007024,0.8841092942142171,56.82674114098379,396.996,392.901,392.97066666666666,406.7310020245879,379.0709979754121
2021-12-20,396.42,396.61,390.92,391.37,97270477,-0.019,0,-7.59,6575365871341,1895359388140780,-0.01902446360537391,0.3374433570927444,47.326211276963924,395.81600000000003,392.516,392.6525,406.0634549639446,378.96854503605545
2021-12-21,394.35,395.28,391.19,393.95,105997690,0.0066,1,2.58,6533207774373,1904137929001795,0.006592227304085707,0.13325462346869532,50.36397956723568,395.524,392.3915,392.38766666666663,405.8378099399094,378.9451900600906
2021-12-22,396.82,398.06,394.77,396.07,100313358,0.0054,1,2.12,6446064478080,1910087957468260,0.005381393577865268,0.12476803733565656,52.77411279803375,395.606,392.425,392.13933333333335,405.9044220944411,378.94557790555893
2021-12-23,397.98,398.36,395.71,398.15,105281612,0.0053,1,2.08,6647240557492,1919620421264600,0.005251596939934711,0.23655156859006232,55.07877785357434,395.69999999999993,392.736,392.0051666666667,406.44052684335014,379.03147315664984
2021-12-24,399.72,402.46,399.66,400.53,102503125,0.006,1,2.38,6252101538980,1929070499635545,0.0059776466155971875,0.4364643522527698,57.62687782029435,396.014,393.509,392.0125,407.1405705624885,379.8774294375115
2021-12-27,400.61,401.07,398.31,398.61,103635956,-0.0048,0,-1.92,5653274752350,1920708427347395,-0.00479364841584895,0.4057243405554001,54.920381748009916,397.462,394.358,391.9676666666667,407.0038856550303,381.71211434496973
2021-12-28,399.56,401.21,397.24,401.21,169712212,0.006500000000000001,1,2.6,9338598443762,1935521459707810,0.006522666265271759,0.5195581800361921,57.81005085642681,398.91400000000004,395.7565,392.07466666666664,404.2589238308906,387.25407616910945
2021-12-29,398.74,399.16,395.85,396.72,169048470,-0.011200000000000002,0,-4.49,8442539740355,1914640389994930,-0.011191146780987427,0.26438933595222225,51.65238724169786,399.044,396.43600000000004,392.2198333333333,402.66049162583533,390.21150837416474
2021-12-30,397.13,398.59,393.89,394.19,103887032,-0.0064,0,-2.53,6441431686978,1902371490999570,-0.006377293809235796,-0.08420684466131689,48.5164966270264,398.252,396.6635,392.4241666666666,402.16886565543956,391.15813434456044
2022-01-03,397.16,399.44,394.26,395.51,97581473,0.0033,1,1.32,5916887559115,1909559749330865,0.003348638981201857,-0.22719755187736723,50.21477573969301,397.248,396.841,392.54699999999997,401.94242685923194,391.7395731407681
2022-01-04,396.01,396.71,393.35,395.4,117160885,-0.0003,0,-0.11,7335075222470,1908027275495385,-0.000278121918535601,-0.32456435253582194,50.06656073494035,396.606,396.9685,392.68,401.78401772918477,392.15298227081524
2022-01-05,394.91,395.2,387.56,390.39,175488530,-0.0127,0,-5.01,11706291914065,1883408943454035,-0.012670713201820893,-0.7001976487589039,43.73488891467974,394.442,396.6725,392.84166666666664,402.27672653004794,391.0682734699521
2022-01-06,386.59,390.51,385.3,386.22,152386576,-0.010700000000000001,0,-4.17,9949712804745,1862774877030950,-0.010681626066241345,-1.1753489457076414,39.2819504506878,392.342,396.12,392.877,403.3287363663887,388.9112636336113
2022-01-07,388.3,391.75,388.06,390.85,114276571,0.012,1,4.63,8111558464898,1884682125928315,0.011987986121899441,-1.1236936817994787,45.871750909629945,391.67400000000004,395.606,392.898,402.77842330039823,388.43357669960176
2022-01-10,389.68,390.24,384.79,387.52,139103010,-0.0085,0,-3.33,8306218369388,1866521471302730,-0.008519892541896001,-1.2499816045635372,42.31467307995638,390.076,395.0835,392.8035,402.9772070505623,387.18979294943773
2022-01-11,388.32,390.43,386.26,388.97,133428702,0.0037,1,1.45,7933719172030,1869095805094615,0.0037417423616847856,-1.1732832538386164,44.33867105500495,388.79,394.6685,392.75266666666664,402.92322779685054,386.41377220314945
2022-01-12,392.29,394.87,391.96,394.66,210105987,0.0146,1,5.69,8821315438186,1898702516864850,0.014628377509833701,-0.7001166492182485,51.52621618475922,389.64400000000006,394.631,392.74016666666665,402.87872429219703,386.3832757078029
2022-01-13,395.68,395.93,392.52,393.0,151714327,-0.0042,0,-1.66,8899436063624,1891401067450555,-0.004206152130948215,-0.4707197208048256,49.51728818887851,391.0,394.498,392.7278333333333,402.76083631691307,386.2351636830869
2022-01-14,389.66,390.81,386.25,387.45,146048033,-0.0141,0,-5.55,8539783273232,1864010698894460,-0.014122137404580126,-0.6533161156725804,43.42173813246487,390.32,393.9865,392.6323333333333,402.65470460072896,385.318295399271
2022-01-17,387.0,387.33,381.56,383.81,135817575,-0.009399999999999999,0,-3.64,7413658579965,1843942986164925,-0.009394760614272801,-0.9611891617191413,39.94838926595479,389.578,393.229,392.4735,402.64216291158823,383.81583708841174
2022-01-18,385.07,385.63,379.79,381.01,127939028,-0.0073,0,-2.8,7234303513263,1827570812902885,-0.007295276308590171,-1.2756463897677528,37.46573206933856,387.986,392.71099999999996,392.24016666666665,403.5139605201584,381.90803947984153
2022-01-19,377.75,381.91,376.74,378.21,126170181,-0.0073,0,-2.8,7634913768260,1813956759233095,-0.007348888480617322,-1.574838631869075,35.11554932336263,384.696,391.924,391.8925,404.41300540475913,379.4349945952408
2022-01-20,377.97,380.45,376.49,380.39,114098651,0.0058,1,2.18,6960681998037,1825981936973935,0.005763993548557611,-1.5273775831768637,38.357673024023825,382.17400000000004,391.14,391.64099999999996,404.43230604523177,377.8476939547682
2022-01-21,376.74,377.69,373.35,376.08,134237431,-0.0113,0,-4.31,8074616042698,1807956133709680,-0.011330476616104534,-1.6758243899114342,34.66926434624446,379.9,390.0365,391.3441666666667,404.43605731958826,375.6369426804117
2022-01-24,374.64,375.45,369.63,371.3,112639984,-0.0127,0,-4.78,6718747948400,1783169529825995,-0.012710061689002239,-1.9654553773811987,31.097759876273216,377.398,388.575,391.058,404.2909759480635,372.8590240519365
2022-01-25,370.3,370.73,359.85,362.39,142181165,-0.024,0,-8.91,8369863265110,1737587254846510,-0.02399676811203888,-2.5874822203792016,25.76887313634171,373.67400000000004,386.764,390.60099999999994,405.4953538218708,368.0326461781292
2022-01-26,363.72,365.31,360.47,360.83,109342528,-0.0043,0,-1.56,6781554969243,1729489462853675,-0.004304754546207157,-2.9102834466498964,24.962336328422552,370.198,384.745,390.0345,405.4170889123504,364.07291108764963
2022-01-27,360.83,363.11,348.55,348.58,158318286,-0.0339,0,-12.25,9998445147336,1668229298574415,-0.033949505307208416,-3.704191781180734,19.73802896205308,363.83599999999996,382.338,389.3528333333333,407.5780868461288,357.0979131538712
2022-01-28,350.29,358.84,347.28,357.98,146975846,0.027000000000000003,1,9.4,9427049699831,1713135464626630,0.02696655000286885,-3.361667913537537,31.572540896737408,360.216,380.52750000000003,388.7935,407.25798437645926,353.7970156235408
2022-02-03,364.07,366.13,361.6,361.6,125482179,0.0101,1,3.62,7863881143246,1733439169786950,0.010112296776356278,-2.6860102007533486,35.515833654609864,358.276,378.832,388.3225,405.84634626268297,351.817653737317
2022-02-04,363.1,366.79,361.84,366.34,109788153,0.0131,1,4.74,6431976708608,1757020811154340,0.01310840707964589,-1.759371997438123,40.36208065520116,359.066,377.379,387.93500000000006,403.7918823872015,350.96611761279854
2022-02-07,365.4,365.4,359.59,362.92,135534006,-0.009300000000000001,0,-3.42,7200575552875,1741572163003020,-0.009335589889173934,-1.2407421628586794,38.13513222610425,359.48400000000004,376.0055,387.47766666666666,402.42612942096844,349.58487057903153
2022-02-08,365.91,367.32,360.78,363.48,133105733,0.0015,1,0.56,7590982301469,1745680038280545,0.0015430397883831048,-0.7482092979310888,38.73123663373869,362.46400000000006,374.8685,387.0983333333333,401.38998206643333,348.34701793356663
2022-02-09,367.02,368.65,365.79,368.65,117910162,0.014199999999999999,1,5.17,6516035422387,1767413617524800,0.014223616154946495,-0.001948144113956829,44.08763992022761,364.598,373.7585,386.80966666666666,399.35367319730716,348.1633268026929
2022-02-10,371.84,372.86,369.3,371.57,180487876,0.0079,1,2.92,9052187214238,1779231619070845,0.007920792079207928,0.7206394394490392,46.91068779827303,366.592,372.961,386.4961666666667,397.7733154098958,348.1486845901042
2022-02-11,367.54,371.35,366.9,368.61,161469119,-0.008,0,-2.96,8189120219283,1762081934089640,-0.007966197486341642,1.0136193063594492,44.460077909108016,367.046,371.943,386.067,395.69240681364806,348.1935931863519
2022-02-14,364.36,365.97,360.46,362.98,146971729,-0.015300000000000001,0,-5.63,6963340040466,1737779889177285,-0.015273595398931139,0.8492674847804356,40.16249348968142,367.058,370.35900000000004,385.54883333333333,391.96577569653005,348.75222430347003
2022-02-15,364.44,364.79,358.75,360.43,140833154,-0.006999999999999999,0,-2.55,6638804691530,1723073950143610,-0.007025180450713542,0.601507367080452,38.354141643673564,366.448,368.7305,385.0653333333333,388.05506309985213,349.4059369001479
2022-02-16,365.96,367.66,364.64,367.3,108436280,0.0191,1,6.87,5968406412135,1757384591540695,0.019060566545515023,0.9142479762334981,45.4768395859619,366.178,367.723,384.7296666666667,385.03495667739986,350.41104332260016
2022-02-17,368.11,373.03,365.48,369.55,209730967,0.0060999999999999995,1,2.25,8637742117822,1768354822910245,0.006125782738905627,1.2649838398545183,47.61177514360318,365.774,367.01,384.38,382.71285451757643,351.30714548242355
2022-02-18,365.57,369.32,364.69,368.55,137053118,-0.0027,0,-1.0,6082517288286,1766942185019275,-0.002705993776214277,1.4108576778927473,46.73587164495925,365.762,366.38700000000006,383.8713333333334,380.7501975548683,352.0238024451318
2022-02-21,362.83,368.75,361.14,368.29,109544039,-0.0007000000000000001,0,-0.26,5668991436860,1766524331773215,-0.000705467372134061,1.4646904606875966,46.496364257526736,366.824,365.891,383.40216666666663,379.23584904373877,352.5461509562613
2022-02-22,362.93,364.81,360.74,363.51,162875958,-0.013000000000000001,0,-4.78,6905186484439,1744295909534545,-0.012978902495316302,1.166217523466666,42.213277501684786,367.44,365.04699999999997,382.8706666666667,376.63687851533297,353.45712148466697
2022-02-23,366.25,366.58,362.39,364.44,139928097,0.0026,1,0.93,6112151593830,1750747112030270,0.0025583890401914555,1.0243134455695175,43.30749401906306,366.86800000000005,364.46500000000003,382.4125,374.8908649521361,354.03913504786397
2022-02-24,360.05,360.77,354.01,355.04,167277164,-0.0258,0,-9.4,8503343379721,1706719822312240,-0.02579299747557895,0.3264114569261318,35.90667219897425,363.966,363.652,381.91200000000003,374.3514141895798,352.95258581042015
2022-02-25,358.79,360.85,357.02,358.44,154972994,0.0096,1,3.4,7423040569800,1724125156327320,0.009576385759350936,0.13272806389911196,39.90683545249711,361.9440000000001,363.4545,381.52549999999997,374.3831732497674,352.52582675023257
2022-02-28,356.59,361.54,355.77,361.54,237317520,0.0086,1,3.1,9445530427483,1740100659483880,0.008648588327195617,0.2457845085249719,43.37681299935352,360.594,363.49,381.3305,374.3889137073464,352.59108629265364
2022-03-02,361.52,362.81,359.89,360.59,170944083,-0.0026,0,-0.95,7679437182276,1737159499129805,-0.002627648392985682,0.2861512041356793,42.565651242905325,360.01,364.09049999999996,380.95483333333334,372.7255621885531,355.4554378114468
2022-03-03,364.37,367.4,363.99,367.06,167176676,0.0179,1,6.47,7323912860320,1766946322997480,0.017942815940541923,0.7517161534618726,49.49299587583507,360.534,364.5445,380.5785,372.7928803864868,356.29611961351327
2022-03-04,365.35,365.54,360.19,361.69,237190017,-0.0146,0,-5.37,8988126548763,1745417118005670,-0.014629760802048697,0.7020669940332498,44.67652270974041,361.864,364.549,380.07399999999996,372.79104561987975,356.3069543801202
2022-03-07,356.59,356.59,351.91,353.03,193155373,-0.0239,0,-8.66,8909049069354,1704885496127695,-0.023943155741104283,0.12053403691851727,38.217383533409844,360.78200000000004,363.8835,379.4103333333333,373.4780657014886,354.28893429851144
2022-03-08,348.12,352.82,346.85,349.38,185897543,-0.0103,0,-3.65,8648190492065,1686882087238930,-0.010339064668725029,-0.444436687459981,35.86389346185612,358.35,363.2065,378.62816666666663,374.7002814056203,351.71271859437974
2022-03-10,354.33,358.27,354.33,358.01,212652188,0.024700000000000003,1,8.63,10823571336089,1726939389500400,0.024700898734901777,-0.18471595348937342,44.557445645195166,357.834,362.933,377.97383333333335,374.6459656364297,351.2200343635703
2022-03-11,355.95,356.85,353.26,355.31,182548310,-0.0075,0,-2.7,9197993829492,1807963615381950,-0.007541688779643008,-0.14434270642894909,42.611378120513564,355.48400000000004,362.266,377.2101666666667,374.11923652004737,350.4127634799527
2022-03-14,354.72,356.48,352.82,354.61,163912346,-0.002,0,-0.7,8994583220022,1798277936313840,-0.001970110607638409,-0.1156043331605634,42.09802255465273,354.068,361.418,376.4875,372.9085519449757,349.9274480550243
2022-03-15,352.34,353.9,350.38,351.03,149108189,-0.0101,0,-3.58,7168563587586,1780993020647695,-0.010095597980880555,-0.2791963725300448,39.478495102658954,353.668,360.539,375.7168333333333,372.3787363146392,348.6992636853608
2022-03-16,354.88,356.29,351.97,356.09,125092760,0.0144,1,5.06,6385893888137,1806858811147130,0.014414722388399914,-0.0027406630615871563,44.71477125081456,355.01000000000005,360.19449999999995,375.06149999999997,372.13064925343116,348.25835074656874
2022-03-17,362.39,364.18,361.36,361.46,172536469,0.0151,1,5.37,9185664503327,1831739210588190,0.015080457187789609,0.5548259074341564,49.689609493609936,355.69999999999993,360.246,374.49150000000003,372.19465080250427,348.2973491974957
2022-03-18,361.16,362.78,359.6,362.33,155321051,0.0024,1,0.87,8266735365446,1839501203690275,0.002406905328390385,0.9709147109867269,50.46727304042963,357.104,359.9975,373.90233333333333,371.54912650885956,348.44587349114045
2022-03-21,363.81,363.86,358.41,358.77,117142394,-0.0098,0,-3.56,6428429475390,1823581213589055,-0.009825297380840703,0.9915907667282635,47.24886667832975,357.936,359.4585,373.2325,370.1509875964477,348.76601240355234
2022-03-22,358.76,362.11,358.61,361.66,120703024,0.008100000000000001,1,2.89,6949401916641,1840175574200155,0.008055300052958847,1.1727097952405856,50.03455988328895,360.062,359.114,372.73733333333337,369.0282733470582,349.19972665294176
2022-03-23,364.06,366.4,362.89,364.84,137431069,0.0088,1,3.18,7142403493714,1857635511514670,0.00879278880716683,1.460731091698125,52.97711573615261,361.812,358.9415,372.2521666666667,368.31654191991635,349.5664580800837
2022-03-24,361.83,363.5,360.4,363.38,149348495,-0.004,0,-1.46,8556924147593,1852397836285965,-0.004001754193619034,1.501214844622214,51.47816126137012,362.196,358.93500000000006,371.7073333333334,368.2975349131627,349.57246508683744
2022-03-25,364.76,364.92,361.34,362.06,119074647,-0.0036,0,-1.32,6974694867070,1852857741881490,-0.003632560955473596,1.3899375362731936,50.09801098930196,362.142,358.816,371.1058333333333,367.9534250202225,349.67857497977747
2022-03-28,360.63,363.25,358.7,362.06,136535025,0.0,0,0.0,5890583769566,1852836072115885,0.0,1.2704440426378931,50.09801098930196,362.8,359.16700000000003,370.4646666666667,368.23633316182554,350.0976668381745
2022-03-29,364.18,365.56,362.27,363.77,132695450,0.004699999999999999,1,1.71,6170287309852,1861718201276155,0.004722974092691734,1.258297455799802,52.03025643400791,363.22200000000004,359.4335,369.884,368.7125371806663,350.1544628193337
2022-03-30,366.17,366.82,363.64,364.5,141643855,0.002,1,0.73,6530661073317,1866462149345765,0.0020067625147759394,1.2486613496698025,52.86925301688612,363.154,359.5815,369.2721666666667,369.08199109257976,350.08100890742026
2022-03-31,364.1,367.01,363.94,365.61,388609487,0.003,1,1.11,6751915062603,1873138067796530,0.0030452674897119003,1.2625086652743789,54.18150846401318,363.6,359.8325,368.7536666666667,369.6850364754558,349.9799635245442
2022-04-01,363.97,364.1,361.54,363.19,446847689,-0.0066,0,-2.42,7196628144065,1859039329364730,-0.006619074970597105,1.0621951696033738,50.85689633825179,363.826,359.639,368.237,369.0586558323639,350.2193441676361
2022-04-04,361.85,365.08,360.69,364.94,171554087,0.0048,1,1.75,5298139960894,1870975555722975,0.004818414603926291,1.0018492913227675,53.09813138168794,364.40200000000004,359.8015,367.72749999999996,369.4660274587114,350.13697254128857
2022-04-05,366.08,366.67,363.67,364.74,244226348,-0.0005,0,-0.2,5262759081701,1871692832746065,-0.0005480352934729149,0.9056679730227847,52.801750779209904,364.596,360.38700000000006,367.21650000000005,369.7539079209837,351.0200920790164
2022-04-06,362.04,362.96,360.52,361.01,176510187,-0.0102,0,-3.73,6512785684822,1853471585224980,-0.010226462685748783,0.5647271250192698,47.47900562725454,363.898,360.9685,366.7268333333333,368.8573028876494,353.07969711235063
2022-04-07,358.43,358.92,355.37,355.73,193937391,-0.0146,0,-5.28,7704972240910,1825372577355895,-0.014625633638957303,-0.01195607805993093,41.15465310674384,361.922,360.85450000000003,366.21866666666665,368.9735553022002,352.73544469779984
2022-04-08,356.86,357.62,354.27,356.01,166111896,0.0008,1,0.28,6737531401740,1827801408392330,0.000787113822280805,-0.35131387463638314,41.59892017732536,360.486,360.8895,365.638,368.9181797794024,352.8608202205976
