Date,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap,Return,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower
2021-02-25,412.05,422.56,412.05,422.52,200314619,0.0377,1,15.36,12834481961619,1882511815672250,0.037724727379899736,-1.921094786080206,53.930019851892155,416.66400000000004,419.28249999999997,400.5876666666666,430.95118265915283,407.6138173408471
2021-02-26,421.19,421.19,406.59,409.91,297499163,-0.0298,0,-12.61,17563746287620,1827208160521655,-0.02984474107734536,-2.219425028423099,46.366213983150956,414.45799999999997,418.5945,401.5406666666667,430.75934685477023,406.42965314522974
2021-03-02,411.0,422.41,411.0,414.8,229886741,0.011899999999999999,1,4.89,14775745105483,1847454776250725,0.011929447927593761,-2.0084186687345404,49.33382108643868,414.04200000000003,418.51449999999994,402.6865,430.7568191838807,406.2721808161192
2021-03-03,414.45,420.27,412.4,420.27,198308092,0.0132,1,5.47,10721120291171,1871541767261925,0.01318707810993236,-1.4476394590071022,52.49992656058757,414.93199999999996,419.3,403.8176666666667,429.7439973190352,408.8560026809648
2021-03-04,419.34,419.34,411.28,414.17,214045345,-0.014499999999999999,0,-6.1,12508718659634,1845424379344685,-0.01451447878744605,-1.4320972831350298,48.834997379036224,416.334,419.236,404.74283333333335,429.7887046770017,408.6832953229983
2021-03-05,413.32,413.78,405.93,412.0,293665559,-0.0052,0,-2.17,12688486638005,1835900255036020,-0.005239394451553747,-1.5050464054330923,47.562987173137195,414.23,418.78450000000004,405.58183333333335,429.75593650576417,407.8130634942359
2021-03-08,412.86,416.37,407.6,408.34,216887933,-0.0089,0,-3.66,10571238947083,1817595162469640,-0.008883495145631137,-1.7212940594200297,45.41437135395033,413.916,417.941,406.26033333333334,429.39030373428943,406.4916962657105
2021-03-09,407.33,408.83,399.37,405.79,313260974,-0.0062,0,-2.55,14237792759195,1805614744177285,-0.0062447960033304994,-1.9412616133803209,43.92552332877385,412.1139999999999,417.31500000000005,406.8591666666667,429.9253600265819,404.7046399734182
2021-03-10,406.37,411.22,402.37,403.48,172526940,-0.005699999999999999,0,-2.31,10480470493971,1794975276770610,-0.005692599620493399,-2.1322888987097834,42.56420992217479,408.756,416.32399999999996,407.52633333333335,429.96988787877183,402.6781121212281
2021-03-11,404.36,413.24,404.36,411.02,231925366,0.0187,1,7.54,12046610288373,1829208372455740,0.01868741945077823,-1.661699112051129,48.20655947334503,408.12600000000003,415.92750000000007,408.1855,429.70533419119334,402.1496658088068
2021-03-12,413.67,417.76,413.67,416.13,184655332,0.0124,1,5.11,9215290624970,1854014902884295,0.012432485037224605,-0.9523792312258744,51.67164261952328,408.952,415.8385,408.9648333333334,429.5869243097169,402.09007569028313
2021-03-15,416.58,417.69,413.61,414.18,161313087,-0.004699999999999999,0,-1.95,8170210674558,1846074604378205,-0.004686035613870598,-0.5789937142340235,50.288998904618126,410.12000000000006,415.56499999999994,409.6638333333333,429.21654130492277,401.9134586950771
2021-03-16,414.82,418.06,414.11,417.31,155155466,0.0076,1,3.13,9139881683633,1858498973820840,0.0075571007774397625,-0.11022545816701368,52.48669514387667,412.424,415.08000000000004,410.4263333333333,427.72258992453743,402.43741007546265
2021-03-17,417.35,417.67,411.32,414.01,132771769,-0.0079,0,-3.3,9538639208554,1844578617024295,-0.007907790371666223,-0.01634310793638616,49.977997661808836,414.53000000000003,414.31850000000003,411.14516666666674,425.16485473327396,403.4721452667261
2021-03-18,414.97,420.86,414.97,417.06,164055494,0.0074,1,3.05,10708189306908,1857822276546080,0.0073669718122750805,0.24292596582163806,52.24967167938255,415.738,413.9615,411.8873333333333,423.91679863941874,404.00620136058126
2021-03-19,416.7,416.71,410.59,412.91,189021500,-0.01,0,-4.15,10251877511012,1839883929764760,-0.009950606627343705,0.13222406364292055,48.98963783892349,415.09400000000005,413.73499999999996,412.5691666666666,423.5688141125411,403.90118588745884
2021-03-22,412.92,414.48,410.27,412.64,270009012,-0.0007000000000000001,0,-0.27,9570715651972,1838792137116495,-0.0006538955220266596,0.04274586813967113,48.7764076435492,414.78599999999994,413.32,413.25399999999996,422.5867362107709,404.0532637892291
2021-03-23,412.89,416.15,408.4,408.71,234499879,-0.0095,0,-3.93,10738945551543,1820471221799880,-0.009524040325707639,-0.26240920037961724,45.66107733957092,413.066,412.9115,413.86283333333336,422.2346223846956,403.58837761530435
2021-03-24,407.32,408.76,404.03,407.1,193067522,-0.0039000000000000003,0,-1.61,8894279040264,1818758747545640,-0.003939223410241888,-0.5380945579087739,44.40969481505476,411.684,412.4755,414.54066666666665,422.0265763267819,402.92442367321814
2021-03-25,407.03,411.27,405.59,408.53,180928891,0.0034999999999999996,1,1.43,9180878491847,1826087824873645,0.003512650454433608,-0.5856248651739374,45.82973213936696,409.97800000000007,412.54400000000004,415.1608333333333,421.96030373341966,403.1276962665804
2021-03-26,409.16,413.04,409.13,412.89,305214884,0.010700000000000001,1,4.36,12060921517015,1846509125519920,0.01067241083886139,-0.29933987727126543,50.02169440528629,409.974,412.0625,415.7226666666666,420.3001716977561,403.8248283022439
2021-03-29,413.9,414.72,410.45,412.05,312523549,-0.002,0,-0.84,11928905447382,1843875174275160,-0.0020344401656614552,-0.15000305728502794,49.23124391908428,409.85599999999994,412.16949999999997,416.258,420.34793621971903,403.9910637802809
2021-03-30,412.32,417.44,412.32,416.61,207510587,0.0111,1,4.56,9833342522167,1865182017691990,0.011066618128867889,0.2506260932324311,53.52471528852317,411.436,412.26000000000005,416.84700000000004,420.59149206325094,403.92850793674916
2021-03-31,417.12,420.18,415.04,415.04,225861316,-0.0038,0,-1.57,9775054523521,1858842104078030,-0.0037685125177023826,0.3959852593418909,51.89738024364758,413.024,411.99850000000004,417.27616666666665,419.60467453126165,404.3923254687384
2021-04-01,416.99,419.78,416.51,419.42,184612687,0.0106,1,4.38,10140387636926,1876110025814665,0.01055319969159596,0.7525387461530892,55.92351839069471,415.20200000000006,412.2610000000001,417.60183333333333,420.48601768995144,404.0359823100487
2021-04-02,422.19,425.13,422.02,423.74,163071252,0.0103,1,4.32,9780193988043,1893385388356940,0.010299938009632248,1.2172293708564526,59.522106694525895,417.372,412.84800000000007,417.897,422.4715390579565,403.22446094204366
2021-04-05,425.15,426.31,422.16,424.85,157714378,0.0026,1,1.11,8561528238765,1897486429214165,0.002619530844385709,1.5177093954033423,60.41636872635546,419.93199999999996,413.6735,418.2765,424.38012836751193,402.96687163248805
2021-04-06,425.18,427.68,423.35,425.88,162958103,0.0024,1,1.03,9699835016042,1901236685215015,0.0024243850770859776,1.6909491578349716,61.27139155959618,421.78600000000006,414.678,418.5276666666667,425.99018917805085,403.36581082194914
2021-04-07,426.22,428.38,424.96,426.7,176730569,0.0019,1,0.82,8793807196161,1906603053723885,0.0019254250023481578,1.7580999498383052,61.975575379989934,424.11800000000005,415.83899999999994,418.469,427.0818019639238,404.5961980360761
2021-04-08,426.73,427.32,424.36,426.86,221926601,0.0004,1,0.16,10544195297969,1908524209637820,0.0003749707054137019,1.7091093514513842,62.12030301308675,425.60600000000005,416.63100000000003,418.3978333333333,428.6117961338139,404.65020386618613
2021-04-09,427.26,428.65,423.33,424.3,166987150,-0.006,0,-2.56,9038741968508,1899531412700200,-0.005997282481375654,1.412412296207818,58.29699205428026,425.718,417.03950000000003,418.3383333333333,429.47270147830034,404.6062985216997
2021-04-12,424.73,426.62,423.1,424.22,134969240,-0.0002,0,-0.08,8535654789732,1901268631377210,-0.00018854584020733256,1.131059615525634,58.17649170961964,425.592,417.5415,418.23566666666665,430.2793589645202,404.80364103547976
2021-04-13,424.4,429.84,423.89,429.08,162002427,0.0115,1,4.86,10015407342837,1922953180378020,0.011456319834048267,1.1867548095888916,63.15856028620763,426.23199999999997,418.13,418.22283333333337,431.82249429432085,404.43750570567914
2021-04-14,429.14,431.65,428.04,430.71,154421184,0.0038,1,1.63,9494312247681,1931886414295395,0.00379882539386589,1.2419495393374866,64.67829209788903,427.034,418.965,418.3941666666667,433.5578715474374,404.37212845256255
2021-04-15,430.41,434.4,430.39,432.66,189530637,0.0045000000000000005,1,1.95,12617684653001,1941021498524720,0.004527408232917862,1.3115281870118363,66.46073486531375,428.19399999999996,419.745,418.7635,435.4708735846378,404.0191264153622
2021-04-16,432.43,434.57,430.98,432.43,188081986,-0.0005,0,-0.23,10899172116900,1941933403740675,-0.0005315952480007269,1.2443632229392207,66.03744093364992,429.82,420.721,418.9481666666667,437.04065673658636,404.40134326341365
2021-04-19,432.74,434.28,431.16,431.96,172933066,-0.0011,0,-0.47,10175955146228,1940737925906435,-0.0010868811137063616,1.0768585157790707,65.12463819936681,431.36800000000005,421.687,419.0806666666667,438.26412532377094,405.1098746762291
2021-04-20,431.9,434.7,431.38,434.6,185746264,0.0060999999999999995,1,2.64,9183044834931,1953313914620670,0.006111677007130334,1.0512622311826858,67.81568768089659,432.47200000000004,422.98150000000004,419.1528333333333,439.3450806289457,406.61791937105437
2021-04-21,433.4,433.47,425.93,426.75,187757229,-0.0181,0,-7.85,11486754090431,1919857355773115,-0.018062586286240245,0.4441098634399925,54.3791893121065,431.68,423.96400000000006,419.14649999999995,438.6711906222775,409.2568093777226
2021-04-22,427.06,430.44,427.06,427.37,202883079,0.0015,1,0.62,9565100385252,1923308696511115,0.001452841241945002,0.04380073610611923,55.1352692518261,430.622,424.90600000000006,418.981,437.84549365315377,411.96650634684636
2021-04-23,426.68,428.87,422.92,428.34,215677962,0.0023,1,0.97,9954868063964,1927947247702690,0.0022696960479209327,-0.18364183782599808,56.35401672175974,429.804,425.6785,419.00783333333334,437.4481682621051,413.90883173789484
2021-04-26,428.89,432.36,428.68,432.36,244075329,0.009399999999999999,1,4.02,10646666039452,1947000351049545,0.00938506793668581,-0.09574965797175716,61.07348612771306,429.884,426.69399999999996,419.1526666666667,436.99843671434803,416.3895632856519
2021-04-27,432.46,433.43,430.36,432.14,216227864,-0.0005,0,-0.22,11490681064439,1945093223990670,-0.0005088352299010834,-0.08518787854474574,60.68674173548095,429.392,427.4705,419.415,436.92375229749024,418.0172477025098
2021-04-28,432.2,432.82,426.88,427.48,261384364,-0.0108,0,-4.66,12592096200419,1924517663914010,-0.010783542370528032,-0.4068052288402342,53.02696663936524,429.538,428.09250000000003,419.79699999999997,435.63657018790286,420.5484298120972
2021-04-29,428.07,430.14,424.83,426.28,231945551,-0.0028000000000000004,0,-1.2,12923594825605,1920399183508640,-0.0028071488724620286,-0.6980300011028535,51.23364788946338,429.32,428.43550000000005,419.9775,434.9206352337484,421.9503647662517
2021-04-30,426.61,426.83,421.73,422.36,255787063,-0.0092,0,-3.92,12496987433699,1902858953250610,-0.009195833724312541,-1.1269319044829587,45.78629275019759,428.12399999999997,428.3665,419.99966666666666,435.075503726337,421.65749627366296
2021-05-03,422.54,426.3,419.3,420.36,234399626,-0.004699999999999999,0,-2.0,11551573029476,1889976776601175,-0.004735296903115804,-1.4945449996011688,43.25911025089685,425.724,428.142,419.91883333333334,435.5687613399115,420.7152386600885
2021-05-04,420.99,423.57,418.53,423.57,208973402,0.0076,1,3.21,10377131092949,1902922466587235,0.007636311732800438,-1.4685761723048656,48.20088747868682,424.01000000000005,428.02650000000006,420.0065,435.65937174004677,420.39362825995335
2021-05-06,423.62,426.64,421.25,426.64,313800584,0.0072,1,3.07,11980497156923,1920537334698230,0.007247916519111275,-1.2028664406018161,52.464908912066235,423.842,428.02349999999996,420.06216666666666,435.65850170268504,420.38849829731487
2021-05-07,426.51,429.94,426.0,428.56,229119524,0.0045000000000000005,1,1.92,10158256059905,1930799448352230,0.004500281267579176,-0.8714694352274646,54.96194175654738,424.29800000000006,428.1085,420.2223333333333,435.72763190593287,420.4893680940671
2021-05-10,429.04,436.73,429.04,435.63,255442935,0.0165,1,7.07,12467624336130,1963052885857630,0.01649710658950898,-0.185626074135266,62.726444010328954,426.95199999999994,428.675,420.5176666666666,436.7484837585768,420.6015162414232
2021-05-11,434.14,434.14,427.21,428.77,301803534,-0.015700000000000002,0,-6.86,14615316791494,1935987923597640,-0.015747308495741796,-0.20213262394568843,53.15145087315486,428.634,428.9025,420.66966666666667,436.7131667449075,421.09183325509247
2021-05-12,428.74,428.96,419.11,421.86,295194358,-0.0161,0,-6.91,16088262983693,1907436995426250,-0.01611586631527384,-0.6607233725678967,45.60058385494618,428.29200000000003,428.5415,420.5838333333333,436.9318689430205,420.15113105697947
2021-05-13,419.6,421.07,414.28,416.07,379123151,-0.0137,0,-5.79,16458491987194,1880749766734500,-0.013724932442042426,-1.2993821418906657,40.419106479680316,426.178,427.8095,420.3643333333333,437.73029528062165,417.8887047193784
2021-05-14,417.5,421.75,417.5,420.17,199291351,0.009899999999999999,1,4.1,10582347633620,1901015496498770,0.009854111087076678,-1.3833062601736557,45.170162366617504,424.5,427.18500000000006,420.29716666666667,437.37465652021723,416.9953434797829
2021-05-17,421.97,423.19,416.08,418.27,206999058,-0.0045000000000000005,0,-1.9,9866527496279,1889863422175420,-0.0045219791988957425,-1.4948871533476118,43.4413767703812,421.02799999999996,426.477,420.311,437.07027541414857,415.8837245858514
2021-05-18,418.28,423.93,418.28,423.09,174859628,0.0115,1,4.82,9051966227148,1913355054996710,0.011523656967987073,-1.1856916713618202,48.79535905234438,419.892,426.0335,420.3468333333333,436.41195898965765,415.65504101034236
2021-05-20,423.38,423.38,419.07,421.68,181884049,-0.0033,0,-1.41,9723746177576,1906553739132300,-0.0033326242643408888,-1.0238518617301768,47.38232943073011,419.85600000000005,425.3875,420.4268333333333,435.14233239220465,415.6326676077953
2021-05-21,423.12,427.75,420.7,422.08,196316668,0.0009,1,0.4,10992306442784,1902388111430175,0.0009485866059570913,-0.8450121060180643,47.8437581280813,421.058,425.154,420.53116666666665,434.9904269935788,415.3175730064212
2021-05-24,421.92,423.09,419.38,420.57,177689265,-0.0036,0,-1.51,8625368702244,1896088964899135,-0.003577520849128102,-0.7848579733332174,46.19678550609378,421.13800000000003,424.81399999999996,420.75466666666665,434.78963912739454,414.8383608726054
2021-05-25,421.91,424.83,421.2,424.35,176015777,0.009000000000000001,1,3.78,8660744148100,1912731372513370,0.008987802268350276,-0.46286277719747215,50.765847937480856,422.354,424.6145,420.78516666666667,434.45882318648705,414.770176813513
2021-05-26,424.46,426.05,422.55,423.54,199313860,-0.0019,0,-0.81,9665218797822,1909493233461120,-0.001908801696712592,-0.28549831447471663,49.790095311420714,422.44399999999996,424.1735,421.0123333333333,433.35854931941066,414.9884506805893
2021-05-27,423.92,424.38,419.78,423.0,311198517,-0.0013,0,-0.54,17138031843486,1901419390478850,-0.0012749681257968604,-0.1902018540692279,49.11237200879353,422.70799999999997,423.7165,421.149,432.1493008988714,415.2836991011286
2021-05-28,423.88,427.51,423.58,425.95,203179394,0.006999999999999999,1,2.95,9902132997375,1915906075015520,0.006973995271867484,0.07181752970374333,52.885302526196945,423.4820000000001,423.64,421.2436666666666,431.9618771920767,415.31812280792326
2021-05-31,426.31,428.18,424.29,427.91,230909559,0.0046,1,1.96,10006287260730,1924712200641420,0.0046014790468364986,0.361256948962938,55.258821759000874,424.95,423.7215,421.47266666666667,432.17606864659615,415.26693135340383
2021-06-01,428.08,432.18,426.94,430.32,225690364,0.005600000000000001,1,2.41,9725596753460,1935382434272310,0.005632025425907239,0.6806043936735069,58.056795358238986,426.14400000000006,424.1195000000001,421.778,433.0180065600924,415.2209934399078
2021-06-02,430.6,433.06,429.14,430.15,292515040,-0.0004,0,-0.17,11964642402073,1935422602206605,-0.0003950548429076939,0.8357560808389862,57.78229208787134,427.466,424.60900000000004,422.1415,433.70139220447544,415.51660779552464
2021-06-03,430.2,435.6,430.2,433.87,219810187,0.0086,1,3.72,10892832679634,1950218423686185,0.008648145995582945,1.1262055954448635,62.01471059323554,429.64000000000004,425.12399999999997,422.60949999999997,435.05113533704485,415.1968646629551
2021-06-04,433.7,433.7,429.33,432.22,290325082,-0.0038,0,-1.65,11052571722020,1944749758455890,-0.0038029824601838458,1.1409636185743848,59.180710773668345,430.89400000000006,425.40299999999996,423.0885,435.7879720269245,415.01802797307545
2021-06-07,432.82,435.77,430.76,433.26,337933848,0.0024,1,1.04,12984086172628,1951960319582200,0.0024061820369256637,1.1512189447088381,60.40882172045045,431.96400000000006,425.63800000000003,423.45916666666665,436.4998554584383,414.7761445415618
2021-06-08,433.21,435.02,431.71,432.88,323675386,-0.0009,0,-0.38,12474129654679,1949587399792510,-0.000877071504408411,1.0648695229927458,59.702022360227986,432.476,425.5005,423.73833333333334,435.91326039290277,415.0877396070972
2021-06-09,432.35,432.53,428.16,428.16,248515249,-0.0109,0,-4.72,10987121519000,1929072612119465,-0.010903714655331687,0.6431009822283569,51.62262524583787,432.078,425.46999999999997,423.97133333333335,435.84778974541325,415.0922102545867
2021-06-10,428.23,430.87,427.5,429.35,267081109,0.0028000000000000004,1,1.19,13607411816344,1934875995060790,0.002779334828101554,0.4089046755770105,53.33717687978827,431.174,425.8445,424.17199999999997,436.21474488621186,415.4742551137881
2021-06-11,429.61,433.42,429.61,432.78,328904073,0.008,1,3.43,12612282072079,1975339654449530,0.007988820309770439,0.44657155925830616,57.96187558808026,431.28600000000006,426.68,424.48483333333326,436.44021516156295,416.91978483843707
2021-06-14,432.7,433.59,431.28,433.22,236258893,0.001,1,0.44,9678115770050,1977360017737250,0.0010166828411666273,0.46082982176031084,58.529672645572944,431.2780000000001,427.3325,424.75416666666666,437.0091251864997,417.65587481350025
2021-06-15,433.41,434.99,432.48,434.13,336105779,0.0021,1,0.91,9806556369516,1980939127653565,0.002100549374451699,0.4886125499406466,59.74079602866353,431.52799999999996,428.1255,425.10783333333336,437.28721921639163,418.96378078360834
2021-06-16,434.19,437.47,433.88,436.96,306886295,0.006500000000000001,1,2.83,10148697212674,1993180584250575,0.006518784695828339,0.6448320023682461,63.32769286011423,433.288,428.81899999999996,425.5131666666667,438.43938232088504,419.1986176791149
2021-06-17,436.61,436.63,432.78,434.73,200549079,-0.0051,0,-2.23,9788609771144,1984305926748295,-0.005103441962651001,0.5489767419976253,58.87628668315506,434.36400000000003,429.4715,425.9468333333333,438.8333187869664,420.1096812130336
2021-06-18,434.82,436.69,434.39,435.02,230152442,0.0007000000000000001,1,0.29,11858388154163,1985283081659505,0.0006670807167665771,0.45972011006463553,59.27717122889558,434.812,430.11850000000004,426.4121666666667,439.1295782373697,421.1074217626304
2021-06-21,434.57,434.57,429.52,431.46,242429356,-0.008199999999999999,0,-3.56,11226809119060,1969491552351010,-0.008183531791641774,0.1325325499144796,52.51002032314795,434.46000000000004,430.663,426.7943333333333,438.54581447200144,422.7801855279986
2021-06-22,432.1,435.05,432.1,434.42,483816378,0.0069,1,2.96,10688890418673,1984024284844380,0.006860427386084611,0.0891553056021337,56.914328071974474,434.5179999999999,431.1665,427.1531666666667,438.6482732523777,423.6847267476223
2021-06-23,434.65,437.37,434.62,436.73,372077406,0.0053,1,2.31,12948629032241,1994448113564310,0.005317434740573557,0.18425409130456938,60.02975411402608,434.47200000000004,431.8259999999999,427.5645,438.81134007761915,424.84065992238067
2021-06-24,437.54,439.37,436.96,438.38,299669858,0.0038,1,1.65,14757590580855,2000654309736840,0.0037780779886886773,0.3186221239394307,62.13581001238831,435.20200000000006,432.59499999999997,427.9273333333333,438.8751958568178,426.31480414318213
