Date,Open,High,Low,Close,Adj Close,Volume,Return
2024-04-25,5019.879883,5057.75,4990.580078,5048.419922,5048.419922,3958050000,-0.0045764303656697924
2024-04-26,5084.649902,5114.620117,5073.140137,5099.959961,5099.959961,3604140000,0.010209142622110035
2024-04-29,5114.129883,5123.490234,5088.649902,5116.169922,5116.169922,3447450000,0.0031784486788053457
2024-04-30,5103.779785,5110.830078,5035.310059,5035.689941,5035.689941,4082470000,-0.015730513690315306
2024-05-01,5029.029785,5096.120117,5013.450195,5018.390137,5018.390137,4544170000,-0.0034354386792455616
2024-05-02,5049.319824,5073.209961,5011.049805,5064.200195,5064.200195,4381660000,0.009128436958746544
2024-05-03,5122.779785,5139.120117,5101.220215,5127.790039,5127.790039,3924990000,0.01255673977161953
2024-05-06,5142.419922,5181.0,5142.419922,5180.740234,5180.740234,3683250000,0.010326123846195134
2024-05-07,5187.200195,5200.22998,5178.959961,5187.700195,5187.700195,3987890000,0.0013434298354362273
2024-05-08,5168.97998,5191.950195,5165.859863,5187.669922,5187.669922,3842100000,-5.8355338323767825e-06
2024-05-09,5189.029785,5215.299805,5180.410156,5214.080078,5214.080078,3727370000,0.005090947650312039
2024-05-10,5225.490234,5239.660156,5209.680176,5222.680176,5222.680176,3617900000,0.0016493989105166307
2024-05-13,5233.080078,5237.259766,5211.160156,5221.419922,5221.419922,4255710000,-0.00024130407329769898
2024-05-14,5221.100098,5250.370117,5217.97998,5246.680176,5246.680176,4763580000,0.0048378131575987915
2024-05-15,5263.259766,5311.759766,5263.259766,5308.149902,5308.149902,4360810000,0.01171592777489705
2024-05-16,5310.069824,5325.490234,5296.189941,5297.100098,5297.100098,3817470000,-0.0020816676627457564
2024-05-17,5303.100098,5305.450195,5283.589844,5303.27002,5303.27002,3578120000,0.001164773533792518
