Date,Open,High,Low,Close,Adj Close,Volume,Return
2020-03-30,2558.97998,2631.800049,2545.280029,2626.649902,2626.649902,5751120000,0.03351600922771647
2020-03-31,2614.689941,2641.389893,2571.149902,2584.590088,2584.590088,6576210000,-0.01601272174414059
2020-04-01,2498.080078,2522.75,2447.48999,2470.5,2470.5,5964000000,-0.044142430372115515
2020-04-02,2458.540039,2533.219971,2455.790039,2526.899902,2526.899902,6464190000,0.022829347095729702
2020-04-03,2514.919922,2538.179932,2459.959961,2488.649902,2488.649902,6096970000,-0.01513712512700871
2020-04-06,2578.280029,2676.850098,2574.570068,2663.679932,2663.679932,6403840000,0.07033131894499789
2020-04-07,2738.649902,2756.889893,2657.669922,2659.409912,2659.409912,7050410000,-0.001603052960193252
2020-04-08,2685.0,2760.75,2663.300049,2749.97998,2749.97998,5875710000,0.03405645274589775
2020-04-09,2776.98999,2818.570068,2762.360107,2789.820068,2789.820068,7899550000,0.014487410195618944
2020-04-13,2782.459961,2782.459961,2721.169922,2761.629883,2761.629883,5319530000,-0.010104660627883844
2020-04-14,2805.100098,2851.850098,2805.100098,2846.060059,2846.060059,5615730000,0.03057258922339079
2020-04-15,2795.639893,2801.879883,2761.540039,2783.360107,2783.360107,5208000000,-0.022030438817243536
2020-04-16,2799.340088,2806.51001,2764.320068,2799.550049,2799.550049,5228810000,0.0058166896763673925
2020-04-17,2842.429932,2879.219971,2830.879883,2874.560059,2874.560059,5804810000,0.026793594930297315
2020-04-20,2845.620117,2868.97998,2820.429932,2823.159912,2823.159912,5228630000,-0.017881048210862893
2020-04-21,2784.810059,2785.540039,2727.100098,2736.560059,2736.560059,5121010000,-0.030674795512610764
2020-04-22,2787.889893,2815.100098,2775.949951,2799.310059,2799.310059,5084920000,0.022930247700439832
2020-04-23,2810.419922,2844.899902,2794.26001,2797.800049,2797.800049,5773530000,-0.0005394222033908713
2020-04-24,2812.639893,2842.709961,2791.76001,2836.73999,2836.73999,5382810000,0.013918057158487152
2020-04-27,2854.649902,2887.719971,2852.889893,2878.47998,2878.47998,5203930000,0.014714069723394063
2020-04-28,2909.959961,2921.149902,2860.709961,2863.389893,2863.389893,5691160000,-0.005242380389944623
2020-04-29,2918.459961,2954.860107,2912.159912,2939.51001,2939.51001,6645640000,0.026583916212768344
2020-04-30,2930.909912,2930.909912,2892.469971,2912.429932,2912.429932,6544980000,-0.009212446260729035
2020-05-01,2869.090088,2869.090088,2821.610107,2830.709961,2830.709961,4759810000,-0.02805903417696365
2020-05-04,2815.01001,2844.23999,2797.850098,2842.73999,2842.73999,4735930000,0.004249827487006197
2020-05-05,2868.879883,2898.22998,2863.550049,2868.439941,2868.439941,5140290000,0.009040556326081806
2020-05-06,2883.139893,2891.110107,2847.649902,2848.419922,2848.419922,4892570000,-0.006979410206169656
2020-05-07,2878.26001,2901.919922,2876.47998,2881.189941,2881.189941,5178790000,0.011504630601302246
2020-05-08,2908.830078,2932.159912,2902.879883,2929.800049,2929.800049,4876030000,0.016871538841735756
2020-05-11,2915.459961,2944.25,2903.439941,2930.189941,2930.189941,4819730000,0.00013307802357820364
2020-05-12,2939.5,2945.820068,2869.590088,2870.120117,2870.120117,5119630000,-0.020500317457065598
2020-05-13,2865.860107,2874.139893,2793.149902,2820.0,2820.0,6151650000,-0.017462724540040497
2020-05-14,2794.540039,2852.800049,2766.639893,2852.5,2852.5,5651130000,0.01152482269503552
2020-05-15,2829.949951,2865.01001,2816.780029,2863.699951,2863.699951,5507700000,0.0039263631901840235
2020-05-18,2913.860107,2968.090088,2913.860107,2953.909912,2953.909912,6373670000,0.03150119165539622
2020-05-19,2948.590088,2964.209961,2922.350098,2922.939941,2922.939941,4984330000,-0.010484399295383806
2020-05-20,2953.629883,2980.290039,2953.629883,2971.610107,2971.610107,5005380000,0.016651100256048545
2020-05-21,2969.949951,2978.5,2938.570068,2948.51001,2948.51001,4976620000,-0.007773596188000886
2020-05-22,2948.050049,2956.76001,2933.590088,2955.449951,2955.449951,3970860000,0.0023537111885199025
2020-05-26,3004.080078,3021.719971,2988.169922,2991.77002,2991.77002,5848500000,0.012289184253555296
2020-05-27,3015.649902,3036.25,2969.75,3036.129883,3036.129883,6398000000,0.01482729711958286
2020-05-28,3046.610107,3068.669922,3023.399902,3029.72998,3029.72998,5447020000,-0.0021079147620906014
2020-05-29,3025.169922,3049.169922,2998.610107,3044.310059,3044.310059,7297550000,0.004812336114520699
2020-06-01,3038.780029,3062.179932,3031.540039,3055.72998,3055.72998,4684170000,0.0037512345256156543
2020-06-02,3064.780029,3081.070068,3051.639893,3080.820068,3080.820068,5197150000,0.00821083281710644
2020-06-03,3098.899902,3130.939941,3098.899902,3122.870117,3122.870117,6005560000,0.013648979191211774
2020-06-04,3111.560059,3128.909912,3090.409912,3112.350098,3112.350098,6451290000,-0.003368702061200768
2020-06-05,3163.840088,3211.719971,3163.840088,3193.929932,3193.929932,8639300000,0.026211650820524124
2020-06-08,3199.919922,3233.129883,3196.0,3232.389893,3232.389893,8498300000,0.012041579439382666
2020-06-09,3213.320068,3222.709961,3193.110107,3207.179932,3207.179932,6410930000,-0.007799170840929293
2020-06-10,3213.419922,3223.27002,3181.48999,3190.139893,3190.139893,6598870000,-0.005313091052354446
2020-06-11,3123.530029,3123.530029,2999.48999,3002.100098,3002.100098,7037320000,-0.05894405929113278
2020-06-12,3071.040039,3088.419922,2984.469971,3041.310059,3041.310059,5845330000,0.013060843982557913
2020-06-15,2993.76001,3079.76001,2965.659912,3066.590088,3066.590088,5757480000,0.00831221694256068
2020-06-16,3131.0,3153.449951,3076.060059,3124.73999,3124.73999,5845810000,0.018962398081031173
2020-06-17,3136.129883,3141.159912,3108.030029,3113.48999,3113.48999,4560450000,-0.003600299556444031
2020-06-18,3101.639893,3120.0,3093.51001,3115.340088,3115.340088,4448690000,0.0005942199929795944
2020-06-19,3140.290039,3155.530029,3083.110107,3097.73999,3097.73999,8346650000,-0.0056494949196056465
2020-06-22,3094.419922,3120.919922,3079.389893,3117.860107,3117.860107,4686690000,0.006495095477655033
2020-06-23,3138.699951,3154.899902,3127.120117,3131.290039,3131.290039,4711850000,0.004307419685010361
2020-06-24,3114.399902,3115.01001,3032.129883,3050.330078,3050.330078,5597680000,-0.025855145959540415
2020-06-25,3046.600098,3086.25,3024.01001,3083.76001,3083.76001,4847690000,0.010959447386073906
2020-06-26,3073.199951,3073.72998,3004.629883,3009.050049,3009.050049,8107850000,-0.024226905063212123
2020-06-29,3018.590088,3053.889893,2999.73999,3053.23999,3053.23999,4473970000,0.01468567829727041
2020-06-30,3050.199951,3111.51001,3047.830078,3100.290039,3100.290039,4705850000,0.015409875789030192
2020-07-01,3105.919922,3128.439941,3101.169922,3115.860107,3115.860107,4449230000,0.005022132705049254
2020-07-02,3143.639893,3165.810059,3124.52002,3130.01001,3130.01001,4197720000,0.004541251055594886
2020-07-06,3155.290039,3182.590088,3155.290039,3179.719971,3179.719971,4759160000,0.015881725886237597
