Date,Open,High,Low,Close,Volume,Change,Return,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower
2020-02-14,25400,25900,24950,25400,225085,-0.005870841487279899,-0.012024048096192397,93.27045258951011,39.433450272733666,25950.0,27197.5,32171.666666666668,32846.08168038665,21548.91831961335
2020-02-17,25450,25500,24800,24950,250579,-0.017716535433070835,0.0,99.44673786677913,38.26715279993553,25580.0,26752.5,32037.5,31576.759010459496,21928.240989540504
2020-02-18,24750,25100,24600,24650,165258,-0.012024048096192397,0.010141987829614507,97.74111335342718,37.47147225745854,25320.0,26330.0,31902.5,30252.42272071734,22407.57727928266
2020-02-19,24500,25400,24500,24650,294497,0.0,-0.04016064257028118,110.10719951365695,37.47147225745854,25040.0,25872.5,31776.666666666668,27860.583247753875,23884.416752246125
2020-02-20,24500,25100,24150,24900,286601,0.010141987829614507,-0.05230125523012552,146.34837001356777,38.703266138318945,24910.0,25860.0,31657.5,27869.12916458838,23850.87083541162
2020-02-21,24600,24900,23800,23900,248113,-0.04016064257028118,0.07284768211920523,115.54852148647933,35.67580681056357,24610.0,25720.0,31512.5,27861.354711391738,23578.645288608262
2020-02-24,23350,24350,22650,22650,397434,-0.05230125523012552,-0.004115226337448541,28.125465579809088,32.27705607826229,24150.0,25525.0,31336.666666666668,28011.06114164547,23038.93885835453
2020-02-25,22600,24600,22550,24300,404246,0.07284768211920523,0.03925619834710736,94.80206275778619,40.35462870769609,24080.0,25395.0,31175.0,27851.60334608572,22938.39665391428
2020-02-26,23800,24700,23750,24200,288983,-0.004115226337448541,-0.06759443339960236,142.67305492248875,40.04290391330001,23990.0,25277.5,31013.333333333332,27726.678433679255,22828.321566320745
2020-02-27,24200,25500,24050,25150,513349,0.03925619834710736,0.02771855010660973,242.93094793423415,44.4342105951357,24040.0,25222.5,30878.333333333332,27630.91753024669,22814.08246975331
2020-02-28,24750,25000,23250,23450,450337,-0.06759443339960236,0.03734439834024905,201.09775318696688,38.93829439709648,23950.0,25122.5,30705.0,27648.0642933807,22596.9357066193
2020-03-02,23500,24100,23250,24100,211978,0.02771855010660973,-0.0020000000000000018,221.91075010299573,41.89744443815468,24240.0,25025.0,30527.5,27550.37125983479,22499.62874016521
2020-03-03,24700,25700,24400,25000,374996,0.03734439834024905,0.04809619238476959,296.3467510719827,45.813114420491594,24380.0,24937.5,30365.0,27335.80669431571,22539.19330568429
2020-03-04,25000,25400,24700,24950,305763,-0.0020000000000000018,-0.009560229445506718,339.1883391434244,45.62913668150829,24530.0,24862.5,30214.166666666668,27158.556401746166,22566.443598253834
