Date,Open,High,Low,Close,Volume,Change,Return,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower
2020-02-14,523797,526762,521820,522809,78304,-0.001886226916152589,-0.011561121877229907,2251.846671140931,77.51200764560807,523204.2,484067.65,428426.51666666666,549931.8101518613,418203.48984813876
2020-02-17,522808,522808,510949,512926,147678,-0.01890365315057696,-0.015593811391016899,734.6253582920435,69.27421922848951,521030.0,488144.4,430353.7,550459.751336248,425829.04866375204
2020-02-18,507984,511937,504031,506996,122914,-0.011561121877229907,-0.012871425995311436,-855.7399575097297,64.8225936167541,518065.0,491899.9,432231.4666666667,549038.879178491,434760.9208215091
2020-02-19,506996,510949,494148,499090,177674,-0.015593811391016899,-0.024073104293781178,-2532.734238761288,59.346984366107876,513123.6,495210.7,433969.23333333334,545554.9696683547,444866.4303316453
2020-02-20,501066,507984,489206,492666,264403,-0.012871425995311436,-0.052414071371821525,-4075.7646745225793,55.26221326356839,506897.4,498200.3,435739.93333333335,539708.3344275662,456692.2655724338
2020-02-21,487230,488218,477347,480806,216625,-0.024073104293781178,0.039044786602429715,-5791.564290439303,48.610102846761144,498496.8,499905.1,437411.8,535140.7876697477,464669.4123302522
2020-02-24,464499,471911,455604,455605,282198,-0.052414071371821525,0.0020870564476946907,-8363.898536751793,38.112002648961194,487032.6,498818.0,438564.81666666665,537901.9191586516,459734.0808413484
2020-02-25,453628,473888,452639,473394,249469,0.039044786602429715,0.0,-8575.66169966128,46.839533645114585,480312.2,498076.8,440047.26666666666,538476.7898792068,457676.8101207931
2020-02-26,462522,478829,461534,474382,158590,0.0020870564476946907,-0.03437525032568689,-8349.418566542534,47.28418131300738,475370.6,497533.2,441414.4,538889.9533522642,456176.44664773584
2020-02-27,473394,478335,465487,474382,167992,0.0,0.00755116520220489,-7904.523449577417,47.28418131300738,471713.8,496791.95,442748.6,539236.1926318343,454347.7073681658
2020-02-28,467464,469440,450169,458075,234605,-0.03437525032568689,0.026767258750167944,-8368.562278328205,40.75842148521847,467167.6,495754.2,443901.6,540837.2361249109,450671.16387508914
2020-03-02,457581,466970,452145,461534,151013,0.00755116520220489,0.01981269835910604,-8097.484023847737,42.56902183344645,468353.4,495136.5,445169.9,541714.7375171068,448558.2624828932
2020-03-03,473888,496124,470923,473888,236696,0.026767258750167944,0.015336959962919838,-6793.745069516873,48.61011261351525,468452.2,494494.1,446578.2166666667,541865.6903212043,447122.5096787957
2020-03-04,473888,485253,473394,483277,141738,0.01981269835910604,-0.01107626215382862,-5084.833598767075,52.6836940720848,470231.2,494444.7,448184.2,541860.8953054019,447028.50469459814
2020-03-05,492665,493159,484265,490689,131942,0.015336959962919838,0.006108141303317494,-3326.129964400795,55.671049800639345,473492.6,493332.85,449839.6,540000.3987047478,446665.3012952521
2020-03-06,485253,488218,481794,485254,94527,-0.01107626215382862,0.004049420545739757,-2440.696321217448,53.027276265160786,478928.4,491949.25,451420.88333333336,537845.6329114018,446052.8670885982
2020-03-09,478335,494148,477347,488218,204502,0.006108141303317494,-0.024192413223309117,-1607.459886119133,54.301826668696755,484265.2,490170.3,453166.86666666664,533687.5140794882,446653.08592051174
2020-03-10,483277,491183,480312,490195,158093,0.004049420545739757,-0.0020675842922129872,-909.9435885582234,55.175481844776336,487526.6,488589.0,454912.85,529618.1681904473,447559.83180955274
2020-03-11,501066,507984,470923,478336,204295,-0.024192413223309117,-0.05486574755890372,-1214.9662518591063,49.11034900529935,486538.4,486315.95,456477.6666666667,524208.29442720604,448423.605572794
2020-03-12,474382,483276,461534,477347,247777,-0.0020675842922129872,-0.05804852856101095,-1435.9039618362322,48.630246951670244,483870.0,483993.45,458009.51666666666,517895.90318837576,450090.99681162427
2020-03-13,459557,472405,415084,451157,482743,-0.05486574755890372,-0.029070424126051875,-3197.553162513431,38.02819084632888,477050.6,480410.85,459006.05,512228.3506326708,448593.34936732915
2020-03-16,457581,468946,424473,424968,220955,-0.05804852856101095,-0.04071844387248125,-5825.19022681337,30.7976699681888,464400.6,476012.95,459582.56666666665,512596.03593038605,439429.864069614
2020-03-17,405201,427932,404707,412614,428630,-0.029070424126051875,-0.08614168812040024,-7961.672464424976,28.084915964327834,448884.4,471293.85,459953.18333333335,514434.7592591939,428152.94074080605
2020-03-18,420520,422496,395812,395813,280165,-0.04071844387248125,0.17486322180046843,-9943.961331623419,24.87582345650965,432379.8,466130.0,460052.01666666666,518469.4995849215,413790.5004150785
2020-03-19,405201,411131,347880,361717,476197,-0.08614168812040024,0.013951638711620529,-12806.75211986847,19.905037232505464,409253.8,459582.55,459566.11666666664,527461.3380371328,391703.7619628672
2020-03-20,379011,445721,367152,424968,593686,0.17486322180046843,0.09174350250755992,-9829.704932132503,42.75681744873671,404016.0,456790.65,460117.9166666667,525535.8134030352,388045.4865969649
2020-03-23,401248,449180,400754,430897,596724,0.013951638711620529,-0.0021002106587816316,-6984.174409903073,44.35934608052764,405201.8,455555.25,460340.2833333333,525223.0884015895,385887.41159841046
2020-03-24,447204,486241,442756,470429,515067,0.09174350250755992,-0.03894845145609349,-2209.8600942051125,53.67207381323531,416764.8,455407.0,461312.1,524934.84537723,385879.15462277003
2020-03-25,486736,488218,456593,469441,436426,-0.0021002106587816316,-0.029572853795907017,942.2460711498406,53.43137504227347,431490.4,455159.95,462325.1,524451.0580456215,385868.84195437847
2020-03-26,464005,469440,450663,451157,327939,-0.03894845145609349,0.01580119456848217,1806.4070986845636,49.04765606275306,449378.4,453998.7,462769.8333333333,522738.5787345453,385258.8212654547
2020-03-27,461534,463511,430897,437815,404731,-0.029572853795907017,0.07111233031954001,1502.4974170851892,46.07691913392948,451947.8,452985.7,462934.55,522051.79470094567,383919.60529905435
2020-03-30,431885,446710,428426,444733,219507,0.01580119456848217,-0.06120383996103784,1771.9164653954776,47.841003964074126,454715.0,452145.65,463288.68333333335,521184.11338172655,383107.1866182735
2020-03-31,449674,487230,442756,476359,673503,0.07111233031954001,0.026520335238504167,3959.3317442438547,55.07647754641797,455901.0,452269.2,464276.98333333334,521471.509749314,383066.89025068603
2020-04-01,475370,480312,445227,447204,316723,-0.06120383996103784,0.006458794416464908,3346.316436745179,48.40959707031776,451453.6,450465.55,464944.0833333333,518206.09605175536,382725.0039482446
2020-04-02,445721,462522,443745,459064,189694,0.026520335238504167,0.02031907088083207,3620.0353158910384,51.00761089193135,453035.0,448884.3,465693.55,514229.3966457315,383539.20335426845
2020-04-03,458075,472405,455604,462029,223062,0.006458794416464908,0.011531192129261347,3859.284295985063,51.66296680227719,457877.8,447723.05,466665.38333333336,511241.4981972757,384204.6018027243
2020-04-06,468946,482288,467464,471417,221997,0.02031907088083207,-0.010361683789343878,4465.49114940697,53.77155120466247,463214.6,446883.0,467604.25,508657.4525155828,385108.5474844172
2020-04-07,480312,480312,468452,476853,179307,0.011531192129261347,0.0020936106731763715,5007.536558696746,54.99575996101549,463313.4,446215.9,468361.95,506372.00696479616,386059.7930352039
2020-04-08,476853,478829,471911,471912,125661,-0.010361683789343878,0.1682342990061323,4807.302815602097,53.60618758600042,468255.0,445894.7,468971.4,505426.7272932141,386362.6727067859
2020-04-09,475864,477347,468452,472900,126736,0.0020936106731763715,-0.03577828540812156,4519.7375770540875,53.85725029413655,471022.2,445672.35,469687.9166666667,504764.41652428044,386580.2834757195
