Date,Open,High,Low,Close,Volume,Change,Return,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower
2020-02-14,26650,26950,26500,26650,317412,-0.007448789571694592,-0.009451795841209809,-14.710308655371932,36.034835310290525,26940.0,27635.0,29070.833333333332,29122.313013457515,26147.686986542485
2020-02-17,26750,26750,26450,26450,288127,-0.007504690431519689,0.001908396946564972,-24.84465709609458,34.476644796635654,26820.0,27517.5,28987.5,28989.327095823446,26045.672904176554
2020-02-18,26450,26600,26150,26200,451031,-0.009451795841209809,-0.017142857142857126,-40.29106575948208,32.580174203153746,26670.0,27397.5,28900.0,28887.96133797562,25907.03866202438
2020-02-19,26100,26700,26100,26250,391808,0.001908396946564972,-0.029069767441860517,-39.02011395840236,33.36959443792806,26480.0,27275.0,28825.0,28719.126033281056,25830.873966718944
2020-02-20,26100,26350,25750,25800,430445,-0.017142857142857126,-0.04990019960079839,-59.15756705701051,29.968541243216833,26270.0,27147.5,28749.166666666668,28638.967398235738,25656.032601764262
2020-02-21,25500,25750,25050,25050,469336,-0.029069767441860517,0.014705882352941124,-110.668222113659,25.334063652043298,25950.0,26957.5,28675.0,28500.313987491718,25414.686012508282
2020-02-24,24100,24500,23800,23800,687517,-0.04990019960079839,-0.022774327122153215,-210.799315347046,19.829921804540547,25420.0,26717.5,28571.666666666668,28615.992823268,24819.007176732
2020-02-25,23500,24400,23350,24150,589514,0.014705882352941124,0.010593220338983134,-233.5670035408583,24.75917390422076,25010.0,26542.5,28475.833333333332,28693.377727812556,24391.622272187444
2020-02-26,23700,24150,23600,23600,648056,-0.022774327122153215,-0.04402515723270439,-263.5548393862292,22.425743258795293,24480.0,26357.5,28365.833333333332,28828.587817136435,23886.412182863565
2020-02-27,23700,24150,23500,23850,405903,0.010593220338983134,0.010964912280701844,-244.84128614976885,25.84672748359276,24090.0,26150.0,28260.833333333332,28729.14714586045,23570.85285413955
2020-02-28,23250,23550,22750,22800,962204,-0.04402515723270439,0.013015184381778733,-278.9885612683761,21.54854068278233,23640.0,25912.5,28151.666666666668,28789.803425084,23035.196574916
2020-03-02,23000,23650,22850,23050,429473,0.010964912280701844,0.012847965738758127,-260.87908860042535,24.756891459596133,23490.0,25710.0,28036.666666666668,28787.59646477574,22632.40353522426
2020-03-03,23600,24000,23250,23350,574312,0.013015184381778733,0.03382663847780121,-207.1799478788198,28.5338906117137,23330.0,25537.5,27923.333333333332,28735.76124636499,22339.23875363501
2020-03-04,23450,23800,23250,23650,402946,0.012847965738758127,-0.020449897750511203,-133.51668538846434,32.199112088433935,23340.0,25382.5,27825.0,28630.772617869403,22134.227382130597
2020-03-05,23700,24600,23550,24450,545039,0.03382663847780121,-0.012526096033402934,-18.988704642806624,40.90309859208064,23460.0,25222.5,27745.0,28319.994955605278,22125.005044394722
2020-03-06,24000,24150,23850,23950,393150,-0.020449897750511203,-0.010570824524312905,32.22905996086047,37.64989462435661,23690.0,25055.0,27655.0,28045.46819076882,22064.53180923118
2020-03-09,23600,24150,23250,23650,559149,-0.012526096033402934,-0.014957264957264904,53.77036397218171,35.809587383303736,23810.0,24885.0,27559.166666666668,27787.774534820117,21982.225465179883
2020-03-10,23250,23850,23200,23400,711573,-0.010570824524312905,-0.04338394793926248,58.650136315972304,34.30476761105149,23820.0,24707.5,27463.333333333332,27516.107306121696,21898.892693878304
2020-03-11,23200,23600,23000,23050,541687,-0.014957264957264904,-0.03628117913832196,46.31553576223018,32.26080436307534,23700.0,24500.0,27355.0,27150.094337943494,21849.905662056506
2020-03-12,23450,23450,21750,22050,966872,-0.04338394793926248,-0.016470588235294126,-17.7491440390329,27.26271182273568,23220.0,24260.0,27222.5,26884.614257371963,21635.385742628037
2020-03-13,20500,21900,20100,21250,1130877,-0.03628117913832196,-0.052631578947368474,-98.0748723043389,24.052302362514993,22680.0,23990.0,27065.833333333332,26685.663183708264,21294.336816291736
2020-03-16,21150,21600,20900,20900,551313,-0.016470588235294126,-0.06565656565656564,-155.44042211997066,22.787974140581156,22130.0,23712.5,26910.0,26479.78657713656,20945.21342286344
2020-03-17,19500,20500,19500,19800,852460,-0.052631578947368474,-0.08648648648648649,-242.91674768138137,19.346026362017284,21410.0,23392.5,26738.333333333332,26404.52174626947,20380.47825373053
2020-03-18,19800,20050,18500,18500,685727,-0.06565656565656564,0.029585798816567976,-356.89014696243635,16.226680113942493,20500.0,23005.0,26548.333333333332,26414.677404095615,19595.322595904385
2020-03-19,18300,18850,16300,16900,1359042,-0.08648648648648649,-0.06609195402298851,-499.8285991038372,13.369442165502448,19470.0,22560.0,26330.0,26649.694365108502,18470.305634891498
2020-03-20,16900,17650,16450,17400,804523,0.029585798816567976,0.12307692307692308,-518.2724108765526,18.215856596575662,18700.0,22177.5,26121.666666666668,26674.77417443058,17680.22582556942
2020-03-23,16100,16700,16000,16250,1149502,-0.06609195402298851,0.0602739726027397,-561.8364364771044,15.998922906297466,17770.0,21800.0,25893.333333333332,26914.29369512548,16685.70630487452
2020-03-24,16400,18500,16400,18250,863640,0.12307692307692308,0.012919896640826822,-416.5554473252064,31.591854115373238,17460.0,21505.0,25692.5,26722.65272895775,16287.34727104225
2020-03-25,18600,19500,18500,19350,832297,0.0602739726027397,0.022959183673469497,-217.01241429010793,38.36819391652072,17630.0,21292.5,25505.0,26497.716133841153,16087.283866158847
2020-03-26,19500,20300,18500,19600,1071338,0.012919896640826822,-0.03740648379052369,-47.66975795617623,39.82707694458856,18170.0,21080.0,25337.5,26196.48316717648,15963.51683282352
2020-03-27,20100,20350,19650,20050,773410,0.022959183673469497,0.023316062176165886,106.73884725399921,42.46699138288495,18700.0,20942.5,25178.333333333332,26014.31180644553,15870.68819355447
2020-03-30,19050,19500,18500,19300,1024366,-0.03740648379052369,-0.0658227848101266,166.86824830208116,39.367039642607324,19310.0,20755.0,25012.5,25778.335545232898,15731.664454767104
2020-03-31,19550,20100,19450,19750,797032,0.023316062176165886,0.013550135501354976,240.95405820034443,42.09810533981888,19610.0,20575.0,24855.833333333332,25469.84422632634,15680.155773673661
2020-04-01,19450,19650,18450,18450,1179317,-0.0658227848101266,-0.002673796791443861,207.67367948992023,36.9238707115831,19430.0,20315.0,24680.833333333332,25079.567136687267,15550.432863312733
2020-04-02,18350,19050,17700,18700,721070,0.013550135501354976,0.07238605898123329,207.28691482726822,38.48958869018607,19250.0,20027.5,24506.666666666668,24440.262740053025,15614.737259946973
2020-04-03,18550,18850,18300,18650,567606,-0.002673796791443861,0.03499999999999992,207.91975708325822,38.284901475361785,18970.0,19762.5,24342.5,23823.765196955294,15701.234803044708
2020-04-06,18700,20100,18700,20000,1134267,0.07238605898123329,0.0024154589371980784,298.02933272648943,46.54992695971597,19110.0,19580.0,24192.5,23233.683073283766,15926.316926716234
2020-04-07,21000,21400,20500,20700,1802614,0.03499999999999992,0.12289156626506026,397.3367479343299,50.26895386546972,19300.0,19445.0,24054.166666666668,22702.130639074876,16187.869360925124
2020-04-08,20700,21450,20500,20750,2086382,0.0024154589371980784,0.03433476394849788,454.8162396835987,50.53371058972937,19760.0,19330.0,23910.0,22210.520786246874,16449.479213753126
2020-04-09,21350,24300,21200,23300,3190691,0.12289156626506026,-0.02904564315352698,641.5731707467705,61.72518615011606,20680.0,19392.5,23810.0,22547.539619402633,16237.460380597366
2020-04-10,23600,24300,22650,24100,2076557,0.03433476394849788,0.012820512820512775,786.4254026102334,64.44310412848486,21770.0,19535.0,23720.0,23224.86449615705,15845.13550384295
2020-04-13,23800,24400,23300,23400,1112233,-0.02904564315352698,0.04219409282700415,799.9002691964488,60.40141323592057,22450.0,19660.0,23630.0,23680.895422664,15639.104577336
2020-04-14,23700,24250,23400,23700,812182,0.012820512820512775,0.010121457489878471,792.3185029577696,61.51540371049385,23050.0,19855.0,23548.333333333332,24245.432780489904,15464.567219510096
2020-04-16,23350,24850,23100,24700,1636066,0.04219409282700415,-0.022044088176352727,814.802806448288,65.04536535467099,23840.0,20165.0,23481.666666666668,24983.62013443686,15346.37986556314
2020-04-17,24300,25300,23950,24950,1703533,0.010121457489878471,0.010245901639344357,805.2329273491765,65.88776451345649,24170.0,20567.5,23425.0,25569.327166146417,15565.672833853583
2020-04-20,24950,25400,24100,24400,1273107,-0.022044088176352727,0.006085192697768749,723.1843566940126,62.328911400870304,24230.0,20917.5,23350.833333333332,25963.21848204002,15871.781517959977
2020-04-21,24300,24650,23350,24650,1174253,0.010245901639344357,-0.014112903225806495,649.4145155897547,63.299291195666946,24480.0,21337.5,23285.0,26152.359811043334,16522.640188956666
2020-04-22,24550,24950,24050,24800,860215,0.006085192697768749,-0.012269938650306789,576.8388453260864,63.900153370319195,24700.0,21665.0,23237.5,26486.31724739207,16843.68275260793
2020-04-23,24750,25100,24450,24450,746373,-0.014112903225806495,0.022774327122153215,475.59263045136277,61.37519195770025,24650.0,21920.0,23190.0,26764.006606106173,17075.993393893827
2020-04-24,24400,24450,24000,24150,518871,-0.012269938650306789,0.020242914979757165,363.79067892393755,59.215335290581734,24490.0,22147.5,23125.833333333332,26961.591295353697,17333.408704646303
2020-04-27,24000,24950,24000,24700,712120,0.022774327122153215,-0.005952380952380931,304.64930090469034,61.86494874556367,24550.0,22380.0,23078.333333333332,27215.535130675842,17544.464869324158
2020-04-28,24750,25800,24750,25200,1078341,0.020242914979757165,-0.02594810379241519,277.729598345928,64.14540844577826,24660.0,22675.0,23046.666666666668,27442.336782733124,17907.663217266876
2020-04-29,25300,25600,25050,25050,733928,-0.005952380952380931,0.0,230.30250960400303,62.92961697054525,24710.0,22940.0,23017.5,27615.852863382275,18264.147136617725
2020-05-04,24300,24600,24150,24400,1384452,-0.02594810379241519,0.006147540983606481,140.07425694434153,57.81578204906189,24700.0,23237.5,22978.333333333332,27468.797082455945,19006.202917544055
2020-05-06,24600,24800,24350,24400,878012,0.0,0.014256619144602745,68.91120195271105,57.81578204906189,24750.0,23522.5,22924.166666666668,27228.10049114853,19816.89950885147
2020-05-07,24400,24950,24050,24550,920533,0.006147540983606481,-0.016064257028112428,22.843915443278092,58.713716583677886,24720.0,23817.5,22878.333333333332,26791.76881770969,20843.23118229031
2020-05-08,25200,25450,24800,24900,1290000,0.014256619144602745,-0.02857142857142858,7.632560573451315,60.809914808728905,24660.0,24062.5,22842.5,26496.812017798908,21628.187982201092
2020-05-11,24350,24750,24200,24500,816549,-0.016064257028112428,-0.04201680672268904,-35.32213377825519,57.23345651548341,24550.0,24252.5,22801.666666666668,26138.892058931597,22366.107941068403
2020-05-12,24250,24450,23500,23800,901247,-0.02857142857142858,-0.013157894736842146,-112.47885263970454,51.52262339005796,24430.0,24405.0,22745.0,25431.109155986916,23378.890844013084
2020-05-13,23050,23300,22750,22800,1272235,-0.04201680672268904,0.022222222222222143,-225.9169922503894,44.66596025488084,24110.0,24380.0,22677.5,25529.521639639803,23230.478360360197
2020-05-14,22650,23050,22350,22500,823244,-0.013157894736842146,-0.004347826086956497,-310.96173357672797,42.824700268205035,23700.0,24300.0,22608.333333333332,25709.60987510736,22890.39012489264
2020-05-15,22550,23000,21750,23000,1098223,0.022222222222222143,0.0393013100436681,-321.98898131382816,46.763647520889656,23320.0,24280.0,22550.833333333332,25750.17005819061,22809.82994180939
2020-05-18,23100,23300,22550,22900,585520,-0.004347826086956497,0.050420168067226934,-323.6021517488053,46.07989665308504,23000.0,24240.0,22495.833333333332,25811.177902084986,22668.822097915014
2020-05-19,24000,24300,23750,23800,1389176,0.0393013100436681,-0.0040000000000000036,-254.6749772724703,52.77272373054855,23000.0,24195.0,22455.0,25762.4501586973,22627.5498413027
2020-05-20,24500,25500,24400,25000,2267014,0.050420168067226934,-0.004016064257028162,-125.42200264815011,59.91678061636996,23440.0,24197.5,22441.666666666668,25769.910569794094,22625.089430205906
2020-05-21,25350,25400,24700,24900,930611,-0.0040000000000000036,0.006048387096774244,-47.81074055492746,59.11427549379882,23920.0,24222.5,22439.166666666668,25822.64843061517,22622.35156938483
2020-05-22,25050,25100,24300,24800,885067,-0.004016064257028162,0.008016032064128265,-6.527043666577356,58.27373835741923,24280.0,24230.0,22455.833333333332,25839.471963098513,22620.528036901487
2020-05-25,25150,25150,24600,24950,572666,0.006048387096774244,0.04373757455268379,25.792371931500725,59.21062601426836,24690.0,24237.5,22469.166666666668,25858.880584563718,22616.119415436282
2020-05-26,25050,25250,24800,25150,807124,0.008016032064128265,-0.06095238095238098,53.93100967086525,60.484620696957734,24960.0,24272.5,22495.0,25940.275464503597,22604.724535496403
