Date,Open,High,Low,Close,Volume,Change,return,profit,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower
2020-01-02,9842,10031,9724,9867,72843,0.0024382810118865894,-0.024312679524004954,0,,,,,,,
2020-01-03,9865,9913,9533,9748,56663,-0.012060403364751227,0.0,0,,,,,,,
2020-01-06,9746,9818,9485,9511,76529,-0.024312679524004954,-0.0573020712858795,0,,,,,,,
2020-01-07,9509,9628,9439,9511,44941,0.0,0.0237564131162169,1,,,,,,,
2020-01-08,9486,9510,8823,8966,112617,-0.0573020712858795,-0.012964375204270628,0,,,9520.6,,,,
2020-01-09,9060,9297,9060,9179,53215,0.0237564131162169,0.007947019867549754,1,,,9383.0,,,,
2020-01-10,9249,9249,9036,9060,52989,-0.012964375204270628,0.012921594393342062,1,,,9245.4,,,,
2020-01-13,9106,9248,9059,9132,40435,0.007947019867549754,0.059027027027027,1,,,9169.6,,,,
2020-01-14,9248,9367,9154,9250,50739,0.012921594393342062,0.06778276847692943,1,,,9117.4,,,,
2020-01-15,9297,9938,9273,9796,170601,0.059027027027027,-0.011376673040152996,0,,,9283.4,,,,
2020-01-16,9961,12142,9937,10460,2060530,0.06778276847692943,-0.0366502272507494,0,,,9539.6,,,,
2020-01-17,10767,11431,10245,10341,477436,-0.011376673040152996,0.016663320618349742,1,,,9795.8,,,,
2020-01-20,10341,10363,9843,9962,197529,-0.0366502272507494,0.004640600315955812,1,,,9961.8,,,,
2020-01-21,9818,10268,9604,10128,130777,0.016663320618349742,-0.0115970515970516,0,,58.45030318467203,10137.4,,,,
2020-01-22,10104,10388,9819,10175,118167,0.004640600315955812,-0.0448443869941334,0,,59.34202362642149,10213.2,,,,
2020-01-23,10293,10317,9962,10057,74973,-0.0115970515970516,0.014782427649385754,1,,56.08744085798377,10132.6,,,,
2020-01-28,9700,9913,9248,9606,141490,-0.0448443869941334,-0.029134181370537582,0,,45.75795329256181,9985.6,,,,
2020-01-29,9628,9842,9557,9748,57757,0.014782427649385754,-0.022612003381234147,0,,48.94610182367071,9942.8,,,,
2020-01-30,9558,9747,9415,9464,92469,-0.029134181370537582,-0.025621621621621626,0,,43.44604243360974,9810.0,,,,
2020-01-31,9391,9485,9248,9250,56065,-0.022612003381234147,-0.002662820370575858,0,,39.81542305767728,9625.0,9660.55,,10519.312475891908,8801.787524108091
2020-02-03,8917,9129,8608,9013,102041,-0.025621621621621626,-0.026365557904104997,0,,36.20681225328536,9416.2,9617.85,,10515.357498575917,8720.342501424084
