Date,Open,High,Low,Close,Volume,Change,MACD,RSI,MA5,MA20,MA60
2020-01-02,237000,237500,231500,232000,186494,-0.016949152542372836,,,,,
2020-01-03,235000,235500,228500,229000,239332,-0.012931034482758674,,,,,
2020-01-06,227000,230500,226000,230000,151022,0.004366812227074135,,,,,
2020-01-07,230000,233500,229000,231500,153608,0.006521739130434856,,,,,
2020-01-08,229000,231000,227000,229000,262681,-0.010799136069114423,,,230300.0,,
2020-01-09,230500,233500,230000,232500,277858,0.015283842794759916,,,230400.0,,
2020-01-10,233000,249500,233000,249000,819751,0.07096774193548394,,,234400.0,,
2020-01-13,250000,261000,249000,259000,641733,0.04016064257028118,,,240200.0,,
2020-01-14,265000,274500,263000,265500,761042,0.025096525096525157,,,247000.0,,
2020-01-15,268500,270000,264000,267500,305110,0.007532956685499137,,,254700.0,,
2020-01-16,265500,269000,262000,268500,328175,0.0037383177570093906,,,261900.0,,
2020-01-17,270500,273500,268000,269500,350550,0.003724394785847407,,,266000.0,,
2020-01-20,273500,278500,271000,275500,433345,0.02226345083487935,,,269300.0,,
2020-01-21,276000,277500,273000,275500,217679,0.0,,92.82150708399544,271300.0,,
2020-01-22,276500,287000,276500,286000,382214,0.038112522686025496,,94.5725438551381,275000.0,,
2020-01-23,286000,291500,282500,283500,460938,-0.00874125874125875,,89.0056256485403,278000.0,,
2020-01-28,274500,285500,274000,285000,463275,0.005291005291005346,,89.40847636714314,281100.0,,
2020-01-29,289000,291000,282500,287000,414935,0.007017543859649145,,89.93787955706591,283400.0,,
2020-01-30,293000,296500,282000,287000,638954,0.0,,89.93787955706591,285700.0,,
2020-01-31,290500,290500,275000,276000,592428,-0.0383275261324042,,68.19516535746084,283700.0,260925.0,
2020-02-03,271500,284500,268000,284000,558416,0.02898550724637672,,73.25852187202628,283800.0,263525.0,
2020-02-04,293500,309000,293000,308000,939164,0.08450704225352124,,82.3411802166675,288400.0,267475.0,
2020-02-05,321000,321000,310000,314000,784165,0.01948051948051943,,83.82067257061095,293800.0,271675.0,
2020-02-06,307000,319500,304500,318500,628991,0.014331210191082855,,84.84613645510369,300100.0,276025.0,
2020-02-07,317000,322500,314000,317000,650781,-0.004709576138147598,,82.95864504286696,308300.0,280425.0,
2020-02-10,314500,321500,312000,321500,387188,0.014195583596214423,,84.10131315149704,315800.0,284875.0,
2020-02-11,325000,351000,324000,343000,874870,0.06687402799377917,,88.17946747338482,322800.0,289575.0,
2020-02-12,341500,343500,337000,338000,641943,-0.014577259475218707,,82.85659904170743,327600.0,293525.0,
2020-02-13,337500,342500,335000,336500,689961,-0.004437869822485174,,81.271621464932,331200.0,297075.0,
2020-02-14,337500,340000,334000,337000,370649,0.0014858841010401136,,81.39934989416392,335200.0,300550.0,
2020-02-17,338000,339000,332500,338000,298316,0.0029673590504450953,,81.66862555498045,338500.0,304025.0,
2020-02-18,336500,338000,331000,334000,400006,-0.011834319526627168,,76.87463973432092,336700.0,307250.0,
2020-02-19,342500,343500,332000,334000,472858,0.0,,76.87463973432092,335900.0,310175.0,
2020-02-20,332000,347000,330500,343500,527965,0.02844311377245501,-223.18755750956552,80.09329114538097,337300.0,313575.0,
2020-02-21,338500,348000,335000,336500,536065,-0.020378457059679778,-867.4720812765336,72.12722714465718,337200.0,316100.0,
2020-02-24,326000,329500,318500,321000,704622,-0.04606240713224363,-2407.284315304787,58.30001413960648,333800.0,317975.0,
2020-02-25,317500,322500,312500,321000,842067,0.0,-3433.0159900712424,58.30001413960648,331200.0,319775.0,
2020-02-26,312500,317500,308500,312000,660683,-0.028037383177570097,-4649.295816845362,51.63420207989438,326800.0,321025.0,
2020-02-27,309000,313500,306000,309500,599405,-0.008012820512820484,-5495.836635002717,49.92655474300104,320000.0,322150.0,
2020-02-28,301500,303000,292000,295000,919096,-0.04684975767366717,-6819.540979491241,41.37881254149565,311700.0,323100.0,
2020-03-02,296500,307500,292500,304500,611983,0.03220338983050852,-6825.764364067129,47.69692467221716,308400.0,324125.0,
2020-03-03,316500,318500,307500,308000,652467,0.011494252873563315,-6373.238651924452,49.84180819105233,305800.0,324125.0,
2020-03-04,304000,318000,303000,315000,491231,0.022727272727272707,-5419.012315575992,53.91255247688998,306400.0,324175.0,
2020-03-05,322500,324500,316500,323500,554299,0.026984126984126888,-4092.27434792018,58.33450490291787,309200.0,324425.0,
2020-03-06,319500,323500,314500,316500,422106,-0.021638330757341562,-3581.449771258309,53.75989933470969,313500.0,324400.0,
2020-03-09,305000,305500,293500,295000,728826,-0.06793048973143756,-4525.9954464832535,42.68725257939329,311600.0,323075.0,
2020-03-10,289000,298000,286000,293500,901344,-0.005084745762711895,-5046.555419810023,42.03673437989566,308700.0,320600.0,
2020-03-11,297500,301500,287000,289000,592068,-0.015332197614991494,-5454.031626006839,40.06420398522392,303500.0,318150.0,
2020-03-12,286500,291500,270500,280000,961201,-0.03114186851211076,-6044.017187578432,36.38670822453503,294800.0,315325.0,
2020-03-13,260000,284500,258000,277500,1076527,-0.008928571428571397,-6288.877706698424,35.41428281999542,287000.0,312350.0,
2020-03-16,280000,282500,253000,253000,994249,-0.08828828828828827,-7694.239521953643,27.623193648842474,278600.0,308100.0,
2020-03-17,242000,257000,240500,246000,990457,-0.02766798418972327,-8618.963833310048,25.871878418970027,269100.0,303700.0,
2020-03-18,246000,249000,221500,221500,1105362,-0.09959349593495936,-10291.123047078485,20.881765450511807,255600.0,298075.0,
2020-03-19,227000,228000,180000,183000,2233285,-0.17381489841986453,-13214.094370703555,15.74308524289519,236200.0,290050.0,
2020-03-20,197000,216500,194000,216500,1818258,0.18306010928961758,-12142.834116884664,31.531660287378557,224000.0,284050.0,
2020-03-23,202000,233500,200500,218500,1576624,0.009237875288683695,-10606.804559188553,32.34673239732969,217100.0,278925.0,
2020-03-24,231500,252500,224500,246500,1668595,0.12814645308924488,-7176.553501097209,42.641503884377094,217200.0,275200.0,
2020-03-25,267000,269500,249000,257500,1368513,0.04462474645030423,-3807.4040002168476,46.11085731928373,224400.0,272475.0,
2020-03-26,258500,260500,246500,248000,984405,-0.03689320388349515,-1952.7524201411652,43.65501470274685,237400.0,269400.0,
2020-03-27,258500,260000,236500,248000,975996,0.0,-533.864172584872,43.655014702746854,243700.0,267050.0,283691.6666666667
