Date,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap,Return,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower,ans
2020-03-30,227.05,234.7,225.09,232.45,167229963,-0.005699999999999999,2,-1.34,5765527826761,1000009899330450,-0.005731639505539121,1.8294344393993853,42.712541555789414,229.762,240.9275,276.1543333333333,290.1709437768112,191.6840562231888,236.82
2020-03-31,235.2,237.47,232.5,236.82,240443996,0.018799999999999997,1,4.37,10116115759394,1020134704530480,0.01879974187997413,2.7006567275734543,45.21454078778781,233.058,239.19050000000001,275.2556666666667,286.39804578454556,191.98295421545447,226.35
2020-04-01,234.23,237.52,226.34,226.35,228582917,-0.044199999999999996,2,-10.47,7913912554463,976150805825695,-0.044210793007347315,2.580098038897038,40.63541812060755,231.75,236.6015,274.22099999999995,280.5498725637248,192.65312743627516,231.84
2020-04-02,227.47,232.22,223.6,231.84,181789449,0.024300000000000002,1,5.49,7548550111929,1000440011519000,0.024254473161033907,2.8568794827944473,43.846779418317304,232.25,234.12449999999998,273.23116666666664,272.98873676080564,195.2602632391943,231.7
2020-04-03,232.48,234.45,229.23,231.7,181037704,-0.0006,2,-0.14,6313975247155,999738801867700,-0.0006038647342996306,3.00239182986083,43.7817372335903,231.83200000000002,231.9545,272.26916666666665,265.9687708138798,197.94022918612018,240.81
2020-04-06,234.4,241.19,233.75,240.81,190735319,0.0393,1,9.11,6552309976639,1038973191321360,0.03931808372895995,3.641469584469238,49.0754419677927,233.504,230.8395,271.37583333333333,262.04124128153677,199.6377587184632,244.87
2020-04-07,245.65,247.39,240.68,244.87,224450405,0.0169,1,4.06,8030025997464,1056743492094140,0.016859764959926915,4.225824214595859,51.27738084487978,235.11400000000003,229.84949999999998,270.50600000000003,257.7797470271918,201.91925297280818,241.89
2020-04-08,243.71,246.99,241.77,241.89,173124206,-0.012199999999999999,2,-2.98,6327462222493,1045314298803960,-0.01216972271000949,4.286338753691073,49.582718275437095,238.22200000000004,229.09350000000003,269.5353333333333,254.76972890924515,203.41727109075492,245.61
2020-04-09,246.13,246.46,243.11,245.61,175943828,0.0154,1,3.72,6264902174737,1061855103419225,0.015378891231551561,4.433157114583448,51.72743121637792,240.97600000000003,228.993,268.60333333333335,254.3926268476518,203.5933731523482,248.0
2020-04-10,245.14,248.21,244.02,248.0,286111384,0.0097,1,2.39,8017524561019,1076489476466150,0.00973087415007523,4.531391023234434,53.10759892107284,244.23599999999996,229.3605,267.741,255.62220023056304,203.09879976943697,243.4
2020-04-13,246.59,246.9,243.39,243.4,195898883,-0.018500000000000003,2,-4.6,6122882379698,1055858047230020,-0.0185483870967742,4.137610127808933,50.1364162572903,244.754,229.88199999999998,266.7513333333333,256.8153411221102,202.94865887788973,247.45
2020-04-14,246.2,248.55,244.58,247.45,193118126,0.0166,1,4.05,6324478963869,1073726558045430,0.01663927691043532,3.99867887191827,52.648248376406315,245.26999999999998,230.91,265.8205,258.85842106452446,202.9615789354755,247.1
2020-04-16,244.99,247.87,243.61,247.1,197540955,-0.0014000000000000002,2,-0.35,7080233242832,1072469241547260,-0.0014144271570013522,3.7368539200405486,52.40257536079216,246.31199999999998,232.4735,264.84583333333336,260.3711352223617,204.5758647776383,255.02
2020-04-17,252.52,257.37,252.38,255.02,287358889,0.0321,1,7.92,8845497222027,1105905187692585,0.032051800890327886,3.930981910787776,57.26244905452095,248.19400000000002,235.2605,264.061,260.3307177692967,210.1902822307033,252.14
2020-04-20,253.85,255.93,251.46,252.14,211000353,-0.0113,2,-2.88,7086991401554,1095396312068485,-0.011293231903380274,3.702525590478306,55.0608587820706,249.022,237.18399999999997,263.16200000000003,261.21460498614135,213.1533950138586,249.4
2020-04-21,250.26,251.88,245.11,249.4,257155767,-0.0109,2,-2.74,9189581681700,1084619554304620,-0.01086697866264763,3.221673336803727,52.97409688036407,250.22200000000004,239.5605,262.27983333333333,257.8719548575465,221.24904514245347,251.88
2020-04-22,246.16,252.18,244.56,251.88,184498560,0.009899999999999999,1,2.48,6416486137882,1094590793965850,0.00994386527666391,2.9336166314421077,54.64941993910373,251.108,241.1375,261.5983333333333,257.92529780078274,224.34970219921726,253.74
2020-04-23,253.42,255.22,251.58,253.74,163807563,0.0074,1,1.86,6790106157640,1104939544044940,0.007384468794664256,2.7352475918991113,55.91786024899232,252.436,242.18,260.92766666666665,259.3742804443794,224.98571955562065,250.28
