Date,Open,High,Low,Close,Volume,Change,return,profit,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower
2020-01-02,39500,39600,38700,38900,84346,-0.008917197452229297,-0.00512820512820511,0,,,,,,,
2020-01-03,38900,39300,38400,39000,156393,0.0025706940874035134,0.021907216494845283,1,,,,,,,
2020-01-06,38450,39300,38400,38800,75111,-0.00512820512820511,-0.01261034047919296,0,,,,,,,
2020-01-07,39000,39850,38550,39650,124601,0.021907216494845283,-0.012771392081736943,0,,,,,,,
2020-01-08,39200,39550,38800,39150,126725,-0.01261034047919296,0.0077619663648125226,1,,,39100.0,,,,
2020-01-09,38900,39400,38500,38650,136761,-0.012771392081736943,0.015404364569961526,1,,,39050.0,,,,
2020-01-10,38450,39100,38400,38950,92919,0.0077619663648125226,0.0025284450063212116,1,,,39040.0,,,,
2020-01-13,38750,39950,38750,39550,113886,0.015404364569961526,0.0,0,,,39190.0,,,,
2020-01-14,39600,40150,39500,39650,74376,0.0025284450063212116,0.0,0,,,39190.0,,,,
2020-01-15,39200,39700,39000,39650,67794,0.0,-0.007566204287515754,0,,,39290.0,,,,
2020-01-16,39350,39650,38800,39650,79329,0.0,-0.0012706480304955914,0,,,39490.0,,,,
2020-01-17,39650,39900,39200,39350,105824,-0.007566204287515754,0.027989821882951738,1,,,39570.0,,,,
2020-01-20,39400,39700,39100,39300,71204,-0.0012706480304955914,0.014851485148514865,1,,,39520.0,,,,
2020-01-21,39150,40750,38800,40400,174360,0.027989821882951738,-0.004878048780487809,0,,70.15794222754843,39670.0,,,,
2020-01-22,40500,41100,40050,41000,112741,0.014851485148514865,-0.003676470588235281,0,,75.29829081748439,39940.0,,,,
2020-01-23,40400,41100,40350,40800,119885,-0.004878048780487809,-0.0036900369003689537,0,,70.91343082944249,40170.0,,,,
2020-01-28,40700,41500,40400,40650,188313,-0.003676470588235281,-0.0037037037037036535,0,,67.72788349255725,40430.0,,,,
2020-01-29,39900,40900,39600,40500,123016,-0.0036900369003689537,-0.01734820322180919,0,,64.60259431606252,40670.0,,,,
2020-01-30,40100,40850,40100,40350,91649,-0.0037037037037036535,0.017654476670870167,1,,61.54419302215382,40660.0,,,,
2020-01-31,40500,40800,39650,39650,111951,-0.01734820322180919,-0.02106567534076831,0,,49.715697470447424,40390.0,39680.0,,41063.61844451424,38296.38155548576
2020-02-03,40150,40900,39650,40350,168040,0.017654476670870167,0.032911392405063244,1,,58.33872330681804,40300.0,39752.5,,41116.85882377035,38388.14117622965
2020-02-04,39900,40250,39400,39500,187320,-0.02106567534076831,-0.02083333333333337,0,,47.6526151538963,40070.0,39777.5,,41103.57503558434,38451.42496441566
2020-02-05,39450,42200,39300,40800,367478,0.032911392405063244,-0.018773466833541974,0,,59.785292941387745,40130.0,39877.5,,41195.253770626376,38559.746229373624
2020-02-06,41850,41900,39700,39950,313127,-0.02083333333333337,-0.011479591836734748,0,,51.397230601987545,40050.0,39892.5,,41206.37784820356,38578.62215179644
