Date,Open,High,Low,Close,Volume,Change,return,profit,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower
2020-01-02,74400,74800,73000,73100,273967,-0.018791946308724827,-0.008185538881309684,0,,,,,,,
2020-01-03,73500,74000,73000,73300,240366,0.002735978112175186,0.0013755158184318717,1,,,,,,,
2020-01-06,72700,73500,72300,72700,153614,-0.008185538881309684,-0.016483516483516536,0,,,,,,,
2020-01-07,72800,73600,72700,72800,135363,0.0013755158184318717,0.008379888268156499,1,,,,,,,
2020-01-08,72000,72100,71000,71600,191999,-0.016483516483516536,0.0,0,,,72700.0,,,,
2020-01-09,71300,72300,71300,72200,301619,0.008379888268156499,0.006925207756232732,1,,,72520.0,,,,
2020-01-10,71900,72700,71600,72200,260725,0.0,0.012379642365887289,1,,,72300.0,,,,
2020-01-13,71600,72800,71600,72700,213172,0.006925207756232732,0.0,0,,,72300.0,,,,
2020-01-14,72500,73800,72400,73600,177979,0.012379642365887289,-0.006793478260869512,0,,,72460.0,,,,
2020-01-15,73000,73700,72800,73600,115528,0.0,0.008207934336525335,1,,,72860.0,,,,
2020-01-16,73200,73400,72300,73100,169658,-0.006793478260869512,0.0013568521031208647,1,,,73040.0,,,,
2020-01-17,73100,73700,72600,73700,164488,0.008207934336525335,-0.006775067750677488,0,,,73340.0,,,,
2020-01-20,74100,74700,73200,73800,242619,0.0013568521031208647,-0.0013642564802183177,0,,,73560.0,,,,
2020-01-21,73600,74000,73100,73300,142736,-0.006775067750677488,0.001366120218579292,1,,53.05341970426287,73500.0,,,,
2020-01-22,73600,73700,73100,73200,170700,-0.0013642564802183177,-0.028649386084583894,0,,51.58956553620977,73420.0,,,,
2020-01-23,73100,73800,72900,73300,254742,0.001366120218579292,-0.021067415730337102,0,,52.98654893874278,73460.0,,,,
2020-01-28,73000,73800,70900,71200,346698,-0.028649386084583894,-0.004304160688665681,0,,32.062269700422206,72960.0,,,,
2020-01-29,70700,70900,69500,69700,361321,-0.021067415730337102,0.0014409221902016434,1,,24.59201201867168,72140.0,,,,
2020-01-30,69300,70300,68700,69400,390442,-0.004304160688665681,-0.02302158273381294,0,,23.416884200671106,71360.0,,,,
2020-01-31,69800,70400,69000,69500,260625,0.0014409221902016434,0.00589101620029453,1,,24.708403731663708,70620.0,72400.0,,75148.8179277646,69651.1820722354
2020-02-03,69600,69700,67000,67900,352863,-0.02302158273381294,0.002928257686676483,1,,19.145125008159738,69540.0,72140.0,,75492.25297374767,68787.74702625233
2020-02-04,67100,68500,66800,68300,282913,0.00589101620029453,0.027737226277372296,1,,23.76635423821456,68960.0,71890.0,,75586.9717337302,68193.0282662698
2020-02-05,68000,69100,67900,68500,324247,0.002928257686676483,-0.017045454545454586,0,,26.042439704438564,68720.0,71680.0,,75637.06962283963,67722.93037716037
2020-02-06,69200,71100,68500,70400,320703,0.027737226277372296,-0.00433526011560692,0,,43.347381790339824,68920.0,71560.0,,75519.49491728429,67600.50508271571
2020-02-07,69600,71300,68600,69200,325178,-0.017045454545454586,0.0014513788098693414,1,,37.39591438738048,68860.0,71440.0,,75530.6723163803,67349.3276836197
2020-02-10,68200,69000,67800,68900,192037,-0.00433526011560692,-0.004347826086956497,0,,36.06286539421022,69060.0,71275.0,,75493.9453658468,67056.0546341532
2020-02-11,68600,69300,68300,69000,268318,0.0014513788098693414,-0.010189228529839833,0,,36.87068880290247,69200.0,71115.0,,75423.25950936109,66806.74049063891
2020-02-12,68400,69000,68000,68700,244783,-0.004347826086956497,0.0,0,,35.424666558567196,69240.0,70915.0,,75281.36004012499,66548.63995987501
2020-02-13,68400,68600,68000,68000,245668,-0.010189228529839833,-0.0014705882352941124,0,,32.24675897739283,68760.0,70635.0,,74994.94266017344,66275.05733982656
2020-02-14,67500,68400,67100,68000,186773,0.0,-0.008836524300441795,0,,32.24675897739283,68520.0,70355.0,,74635.87607856153,66074.12392143847
2020-02-17,68200,68300,67200,67900,184098,-0.0014705882352941124,-0.019316493313521588,0,,31.77449429790815,68320.0,70095.0,,74308.53770601384,65881.46229398616
2020-02-18,67200,67700,67000,67300,166056,-0.008836524300441795,0.0,0,,29.027573938690153,67980.0,69775.0,,73813.2545734513,65736.7454265487
