Date,Open,High,Low,Close,Volume,Change,return,profit,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower
2023-10-05,59100,67600,46450,51400,23416071,0.0,-0.09942084942084939,0,,,,,,,
2023-10-06,49550,53400,49100,51800,6183396,0.0077821011673151474,0.005359056806002238,1,,,,,,,
2023-10-10,51200,51300,46300,46650,4693925,-0.09942084942084939,0.019189765458422103,1,,,,,,,
2023-10-11,47600,49100,45400,46900,3303330,0.005359056806002238,-0.042887029288702916,0,,,,,,,
2023-10-12,47250,50200,46700,47800,4428666,0.019189765458422103,-0.08961748633879785,0,,,48910.0,,,,
2023-10-13,47550,47600,45700,45750,1714981,-0.042887029288702916,0.01800720288115243,1,,,47780.0,,,,
2023-10-16,44650,44700,41300,41650,2296251,-0.08961748633879785,-0.030660377358490587,0,,,45750.0,,,,
2023-10-17,42450,44050,42000,42400,2108796,0.01800720288115243,-0.06934306569343063,0,,,44900.0,,,,
2023-10-18,42450,43500,41100,41100,1281198,-0.030660377358490587,-0.07189542483660127,0,,,43740.0,,,,
2023-10-19,40750,40750,38150,38250,1320711,-0.06934306569343063,0.014084507042253502,1,,,41830.0,,,,
2023-10-20,37050,37400,35150,35500,1404496,-0.07189542483660127,0.004166666666666652,1,,,39780.0,,,,
2023-10-23,34900,37250,34800,36000,1123104,0.014084507042253502,-0.02904564315352698,0,,,38650.0,,,,
2023-10-24,36650,37050,34650,36150,787565,0.004166666666666652,-0.05270655270655267,0,,,37400.0,,,,
2023-10-25,36550,36600,35000,35100,504879,-0.02904564315352698,-0.02857142857142858,0,,12.909190145519304,36200.0,,,,
2023-10-26,33800,34350,33200,33250,644789,-0.05270655270655267,0.27399380804953566,1,,11.292651991326665,35200.0,,,,
2023-10-27,33500,33650,32150,32300,608641,-0.02857142857142858,-0.09477521263669497,0,,10.561277237231977,34560.0,,,,
2023-10-30,32300,41950,32150,41150,8438127,0.27399380804953566,0.07919463087248313,1,,45.78660162795174,35590.0,,,,
2023-10-31,40450,41000,36850,37250,3557781,-0.09477521263669497,0.03606965174129351,1,,38.576264052802166,35810.0,,,,
2023-11-01,37250,42250,37250,40200,5184793,0.07919463087248313,0.07563025210084029,1,,45.559851576921126,36830.0,,,,
2023-11-02,41000,43400,41000,41650,2616980,0.03606965174129351,0.0479910714285714,1,,48.65022907416658,38510.0,41112.5,,52377.66200504902,29847.337994950984
2023-11-03,43100,46250,41550,44800,4902547,0.07563025210084029,-0.020234291799786974,0,,54.670308615044384,41010.0,40782.5,,51175.82838892334,30389.171611076654
2023-11-06,43900,48250,43350,46950,5550072,0.0479910714285714,0.023913043478260843,1,,58.266639672119325,42170.0,40540.0,,50085.501558325785,30994.498441674215
2023-11-07,46950,47000,43800,46000,1823105,-0.020234291799786974,0.0,0,,56.146947103886184,43920.0,40507.5,,49973.664746083814,31041.33525391619
2023-11-08,45950,48350,44650,47100,2999389,0.023913043478260843,-0.005307855626326963,0,,58.04994874918231,45300.0,40517.5,,50011.038592116216,31023.961407883784
2023-11-09,46600,48500,45800,47100,1803648,0.0,-0.07043756670224122,0,,58.04994874918231,46390.0,40482.5,,49872.98853894194,31092.011461058057
2023-11-10,46250,47850,45950,46850,940634,-0.005307855626326963,-0.003444316877152742,0,,57.393473240104264,46800.0,40537.5,,50062.67060214671,31012.32939785329
2023-11-13,47600,48100,42850,43550,1527166,-0.07043756670224122,0.08064516129032251,1,,49.44477976899044,46120.0,40632.5,,50237.721236390134,31027.27876360987
2023-11-14,43000,45250,42550,43400,1072622,-0.003444316877152742,0.08955223880597019,1,,49.11182798685895,45600.0,40682.5,,50334.30164528882,31030.69835471118
2023-11-15,45100,48000,44150,46900,2827539,0.08064516129032251,0.005870841487279899,1,,56.47639510833482,45560.0,40972.5,,50998.340363779986,30946.659636220014
2023-11-16,48500,51300,48250,51100,4587796,0.08955223880597019,0.1381322957198443,1,,63.33383210693316,46360.0,41615.0,,52473.043101774834,30756.95689822517
2023-11-17,50500,52400,48300,51400,2847700,0.005870841487279899,0.018803418803418737,1,,63.772895509431926,47270.0,42410.0,,53681.184498534305,31138.815501465695
2023-11-20,50800,61100,50200,58500,9112133,0.1381322957198443,0.06711409395973145,1,,72.24400498112165,50260.0,43535.0,,56401.12218191635,30668.877818083653
2023-11-21,58200,60700,57300,59600,3954875,0.018803418803418737,0.011006289308176154,1,,73.28622856423381,53500.0,44707.5,,58876.031151816685,30538.96884818331
2023-11-22,59600,69100,59300,63600,11265423,0.06711409395973145,0.15707620528771393,1,2034.597006327919,76.71083042143616,56840.0,46132.5,,61802.51196553468,30462.48803446532
2023-11-23,64000,69600,63100,64300,6850460,0.011006289308176154,0.0766129032258065,1,2188.734789871857,77.2602242685933,59480.0,47685.0,,64077.92835340898,31292.071646591023
2023-11-24,66500,75300,64700,74400,10028277,0.15707620528771393,0.02122347066167296,1,2794.3023733712316,83.35976628224573,64080.0,49790.0,,68401.89404654992,31178.10595345009
