Date,Open,High,Low,Close,Volume,Change,return,profit,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower
2020-01-02,77300,77400,76000,76000,60772,-0.01935483870967747,-0.02099737532808399,0,,,,,,,
2020-01-03,76100,78100,75600,76200,124594,0.002631578947368318,0.03887399463806962,1,,,,,,,
2020-01-06,75500,77500,74500,74600,112052,-0.02099737532808399,-0.049032258064516165,0,,,,,,,
2020-01-07,74700,77500,73800,77500,215165,0.03887399463806962,0.005427408412483015,1,,,,,,,
2020-01-08,75800,76600,73400,73700,142062,-0.049032258064516165,-0.006747638326585648,0,,,75600.0,,,,
2020-01-09,74300,75300,73100,74100,144144,0.005427408412483015,0.033967391304347894,1,,,75220.0,,,,
2020-01-10,73800,74800,73200,73600,73567,-0.006747638326585648,0.028909329829172048,1,,,74700.0,,,,
2020-01-13,73900,76500,73600,76100,102685,0.033967391304347894,-0.011494252873563204,0,,,75000.0,,,,
2020-01-14,76700,80900,76700,78300,220522,0.028909329829172048,0.0051679586563306845,1,,,75160.0,,,,
2020-01-15,78100,78300,77000,77400,120277,-0.011494252873563204,-0.0012853470437017567,0,,,75900.0,,,,
2020-01-16,77000,78200,76700,77800,78825,0.0051679586563306845,0.025740025740025763,1,,,76640.0,,,,
2020-01-17,77900,79300,77200,77700,89662,-0.0012853470437017567,-0.005018820577164407,0,,,77460.0,,,,
2020-01-20,77800,80300,77800,79700,125489,0.025740025740025763,-0.0050441361916772065,0,,,78180.0,,,,
2020-01-21,80300,82100,79100,79300,141999,-0.005018820577164407,-0.03548795944233207,0,,62.945525993463285,78380.0,,,,
2020-01-22,80100,80200,77800,78900,71887,-0.0050441361916772065,-0.04993429697766094,0,,60.593115382337295,78680.0,,,,
2020-01-23,78100,78500,75900,76100,124028,-0.03548795944233207,0.004149377593360981,1,,47.27452744682418,78340.0,,,,
2020-01-28,74000,75500,72100,72300,171215,-0.04993429697766094,-0.02203856749311295,0,,35.78011290914928,77260.0,,,,
2020-01-29,72300,73600,71100,72600,120519,0.004149377593360981,-0.07887323943661972,0,,37.08077759051238,75840.0,,,,
2020-01-30,72600,73500,70500,71000,131497,-0.02203856749311295,0.003058103975535076,1,,33.21678076310596,74180.0,,,,
2020-01-31,70600,70700,65400,65400,479667,-0.07887323943661972,0.012195121951219523,1,,23.849400929464068,71480.0,75415.0,,82064.29319552085,68765.70680447915
2020-02-03,64700,67000,64000,65600,140438,0.003058103975535076,-0.003012048192771122,0,,24.66650124949838,69380.0,74895.0,,82789.92875205343,67000.07124794657
2020-02-04,66100,67400,66000,66400,134297,0.012195121951219523,0.07099697885196377,1,,27.994714224910325,68200.0,74405.0,,83091.88091319316,65718.11908680684
2020-02-05,67000,68000,66000,66200,178031,-0.003012048192771122,-0.008462623413258097,0,,27.66564410518197,66920.0,73985.0,,83377.18291985414,64592.81708014586
2020-02-06,67400,71100,67300,70900,238530,0.07099697885196377,-0.011379800853485111,0,,44.25033019827667,66900.0,73655.0,,82993.62409565775,64316.37590434224
2020-02-07,70300,70800,69300,70300,78641,-0.008462623413258097,-0.0028776978417266452,0,,42.89813579918828,67880.0,73485.0,,82937.25369951525,64032.74630048475
2020-02-10,69500,70400,68500,69500,86401,-0.011379800853485111,-0.008658008658008698,0,,41.09497380564372,68660.0,73255.0,,82858.848187055,63651.151812945
2020-02-11,69100,70300,69000,69300,84704,-0.0028776978417266452,-0.00727802037845704,0,,40.63511709049002,69240.0,73040.0,,82794.67067614276,63285.32932385723
2020-02-12,68800,69800,68500,68700,105064,-0.008658008658008698,-0.01026392961876832,0,,39.21730867641039,69740.0,72670.0,,82493.46171163708,62846.53828836292
2020-02-13,68900,69800,68200,68200,119397,-0.00727802037845704,0.007407407407407307,1,,38.026596146959385,69200.0,72165.0,,81815.75644703562,62514.243552964384
2020-02-14,68200,69000,66900,67500,125128,-0.01026392961876832,-0.016176470588235348,0,,36.362070611803965,68640.0,71670.0,,81210.88046251495,62129.11953748505
2020-02-17,67400,68100,66600,68000,81181,0.007407407407407307,0.005979073243647326,1,,38.435041708756096,68340.0,71180.0,,80412.8977033215,61947.1022966785
2020-02-18,66700,67600,66500,66900,61533,-0.016176470588235348,0.0,0,,35.68128800914825,67860.0,70640.0,,79541.77510387672,61738.22489612328
2020-02-19,67600,68000,66600,67300,87504,0.005979073243647326,-0.01634472511144136,0,,37.436661918532046,67580.0,70020.0,,77989.84316031371,62050.156839686286
2020-02-20,67400,68000,66700,67300,99823,0.0,-0.024169184290030232,0,50.21165263489229,37.436661918532046,67400.0,69420.0,,76226.93763744015,62613.06236255985
2020-02-21,66700,66900,66100,66200,84632,-0.01634472511144136,0.01238390092879249,1,14.898775126512646,34.4389857619028,67140.0,68785.0,,74153.5286624921,63416.4713375079
2020-02-24,66500,67400,63800,64600,116547,-0.024169184290030232,-0.016819571865443472,0,-91.89870580060779,30.60074999794662,66460.0,68210.0,,72715.50774053259,63704.492259467406
2020-02-25,63800,66900,63800,65400,102448,0.01238390092879249,-0.029548989113530322,0,-84.53100193691648,34.529732528550184,66160.0,67865.0,,72114.36465839295,63615.63534160705
2020-02-26,65400,65500,63400,64300,175493,-0.016819571865443472,-0.049679487179487225,0,-127.053897205888,31.858918031875334,65560.0,67450.0,,71377.59468377264,63522.40531622737
2020-02-27,63600,64100,62400,62400,106775,-0.029548989113530322,0.003372681281618828,1,-249.38268255597404,27.85166091503146,64580.0,67020.0,,71175.28579041189,62864.714209588106
2020-02-28,61100,61400,58800,59300,220357,-0.049679487179487225,-0.01680672268907568,0,-491.3323796478394,22.81037444233182,63200.0,66715.0,,72033.74985311388,61396.250146886116
2020-03-02,59100,61000,58000,59500,120615,0.003372681281618828,0.058119658119658135,1,-583.8566073749644,23.76905641012256,62180.0,66410.0,,72580.86703794522,60239.13296205477
2020-03-03,60900,61100,58200,58500,146000,-0.01680672268907568,0.06623586429725359,1,-653.12404212112,22.279118033454793,60800.0,66015.0,,73083.88251423086,58946.11748576914
2020-03-04,59200,62200,58700,61900,180579,0.058119658119658135,-0.022727272727272707,0,-421.8971335942342,36.787607361520024,60320.0,65800.0,,73091.36475565437,58508.63524434562
2020-03-05,61800,66100,61800,66000,226620,0.06623586429725359,-0.041860465116279055,0,31.18646470488693,49.1216881859886,61040.0,65555.0,,72463.6829425006,58646.3170574994
2020-03-06,65400,65900,63700,64500,142898,-0.022727272727272707,0.0,0,242.12414952656354,45.6149461962439,62080.0,65265.0,,71831.0566552535,58698.9433447465
2020-03-09,62900,64200,60600,61800,192663,-0.041860465116279055,0.008090614886731462,1,213.09871843549763,40.06989093671955,62540.0,64880.0,,71309.18346292892,58450.81653707108
2020-03-10,61800,62800,61000,61800,160051,0.0,-0.0754414125200642,0,207.01261343138322,40.06989093671955,63200.0,64505.0,,70730.90555662377,58279.094443376234
2020-03-11,61900,63200,61000,62300,143138,0.008090614886731462,-0.06944444444444442,0,247.06048557958593,41.59473802484556,63280.0,64185.0,,70168.73629098063,58201.26370901937
2020-03-12,63700,63700,57100,57600,256224,-0.0754414125200642,-0.020522388059701524,0,-18.490087464460885,33.0755089016924,61600.0,63655.0,,69989.81649300108,57320.18350699892
2020-03-13,55600,56300,51200,53600,196782,-0.06944444444444442,-0.040000000000000036,0,-416.94873836696024,27.847919417376474,59420.0,62960.0,,70407.25452767653,55512.74547232348
2020-03-16,52700,56100,52300,52500,173873,-0.020522388059701524,0.009920634920634885,1,-691.8022011257517,26.60272149958233,57560.0,62185.0,,70543.29528073748,53826.70471926252
2020-03-17,50100,52500,50000,50400,153508,-0.040000000000000036,-0.13654223968565815,0,-937.014960558959,24.363029889253795,55280.0,61360.0,,70871.55087249173,51848.44912750826
2020-03-18,51000,52500,50000,50900,139137,0.009920634920634885,0.2992036405005689,1,-982.7334707795039,25.96132217319969,53000.0,60540.0,,70669.44223538483,50410.55776461516
2020-03-19,50900,52000,43800,43950,198103,-0.13654223968565815,-0.038528896672504365,0,-1374.2179576625363,19.722708213749016,50270.0,59372.5,,71333.24725926429,47411.75274073571
2020-03-20,45050,57100,45050,57100,222820,0.2992036405005689,-0.005464480874316946,0,-676.032432981372,46.11001230643109,50970.0,58917.5,,70490.80009115802,47344.19990884199
2020-03-23,53200,59300,49600,54900,334200,-0.038528896672504365,0.04395604395604402,1,-309.52321930769085,43.53195766063355,51450.0,58432.5,,69824.17568885272,47040.824311147284
2020-03-24,57000,57400,53500,54600,250219,-0.005464480874316946,-0.02280701754385961,0,-48.15628306362987,43.17744068636078,52290.0,57892.5,,68930.26585183786,46854.73414816214
2020-03-25,57000,57700,54700,57000,233039,0.04395604395604402,0.05206463195691202,1,306.02567416347074,46.90285578075472,53510.0,57527.5,,68169.27969138611,46885.72030861389
2020-03-26,56900,58200,54900,55700,254322,-0.02280701754385961,0.05119453924914685,1,462.99263442177744,45.17514812208243,55860.0,57192.5,,67619.30559903165,46765.69440096835
2020-03-27,58400,64200,56300,58600,368634,0.05206463195691202,0.051948051948051965,1,755.0995220036675,49.632347025898426,56160.0,57157.5,66429.16666666667,67560.44549634852,46754.55450365149
2020-03-30,58000,63900,56100,61600,359271,0.05119453924914685,-0.05092592592592593,0,1121.2575140359318,53.81536741311464,57500.0,57262.5,66189.16666666667,67799.42910671786,46725.57089328215
2020-03-31,64000,65800,62200,64800,267827,0.051948051948051965,0.024390243902439046,1,1524.84265682164,57.83768301173967,59540.0,57577.5,65999.16666666667,68608.65927724724,46546.34072275276
