Date,Open,High,Low,Close,Volume,Change,return,profit,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower
2020-01-02,81867,81957,79156,79337,134537,-0.029837240299839807,-0.042136707967278864,0,,,,,,,
2020-01-03,79337,80150,78975,79337,101282,0.0,0.01307997999842092,1,,,,,,,
2020-01-06,78614,78975,75451,75994,235620,-0.042136707967278864,-0.030511248506260746,0,,,,,,,
2020-01-07,76807,77710,75451,76988,146068,0.01307997999842092,0.012098232827342237,1,,,,,,,
2020-01-08,75632,75993,73644,74639,172508,-0.030511248506260746,0.0,0,,,77259.0,,,,
2020-01-09,75090,76445,74728,75542,197330,0.012098232827342237,0.005983426438272765,1,,,76500.0,,,,
2020-01-10,74909,75813,74367,75542,116901,0.0,0.005947837987209548,1,,,75741.0,,,,
2020-01-13,75632,76897,75000,75994,95972,0.005983426438272765,0.013002642388090901,1,,,75741.0,,,,
2020-01-14,76174,77259,75993,76446,69738,0.005947837987209548,-0.003499483471074427,0,,,75632.6,,,,
2020-01-15,76807,78614,76355,77440,152496,0.013002642388090901,0.0,0,,,76192.8,,,,
2020-01-16,77439,78072,76987,77169,68357,-0.003499483471074427,0.011701590016716557,1,,,76518.2,,,,
2020-01-17,77530,78162,77168,77169,69174,0.0,0.0069423096628753456,1,,,76843.6,,,,
2020-01-20,76987,79066,76807,78072,81869,0.011701590016716557,0.006907166662426523,1,,,77259.2,,,,
2020-01-21,78162,79156,77801,78614,70851,0.0069423096628753456,-0.02853822150915275,0,,56.00398263883386,77692.8,,,,
2020-01-22,79337,79518,78433,79157,60015,0.006907166662426523,-0.022328279018960173,0,,59.586688095055685,78036.2,,,,
2020-01-23,77349,77981,76265,76898,181685,-0.02853822150915275,0.0156156475705298,1,,43.658466146635284,77982.0,,,,
2020-01-28,75090,76987,75000,75181,88395,-0.022328279018960173,-0.008277126579791738,0,,35.82072123524949,77584.4,,,,
2020-01-29,75451,77078,74548,76355,114834,0.0156156475705298,-0.03341124889399527,0,,43.314138058680484,77241.0,,,,
2020-01-30,76084,76987,75542,75723,90995,-0.008277126579791738,-0.017283073517959324,0,,40.56811871660029,76662.8,,,,
2020-01-31,76716,76897,73192,73193,163308,-0.03341124889399527,0.02637359581804022,1,,31.86026026349633,75470.0,76739.5,,79909.34646315874,73569.65353684126
2020-02-03,73192,74006,71656,71928,146546,-0.017283073517959324,0.00979343040975289,1,,28.55937874451213,74476.0,76369.05,,79943.92048576588,72794.17951423413
2020-02-04,72108,75271,72018,73825,125134,0.02637359581804022,0.024239416215056098,1,,38.79933793926478,74204.8,76093.45,,79558.78839473145,72628.11160526854
2020-02-05,75993,75993,74186,74548,151915,0.00979343040975289,-0.007098421845327718,0,,42.19980044849828,73843.4,76021.15,,79551.49929008447,72490.80070991552
2020-02-06,74909,76987,74186,76355,156210,0.024239416215056098,-0.020260377507815286,0,,49.71928172739974,73969.8,75989.5,,79495.87855914047,72483.12144085953
2020-02-07,76445,76626,75090,75813,71948,-0.007098421845327718,0.013382339082084638,1,,47.71420031291065,74493.8,76048.2,,79501.07825444223,72595.32174555777
2020-02-10,75180,75813,73554,74277,114859,-0.020260377507815286,0.021615230301178512,1,,42.4851702258429,74963.6,75984.95,,79518.01498525006,72451.88501474993
