Date,Open,High,Low,Close,Volume,Change,Return,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower,UpDown
2021-04-01,68600,69500,68000,69200,218220,0.019145802650957222,0.019145802650957222,607.7080554551402,56.48190282888901,68040.0,65560.0,67460.0,69688.14728419413,61431.852715805864,1
2021-04-02,69800,72500,69800,71900,443872,0.039017341040462394,0.039017341040462394,836.0725073709771,62.97631666216976,69040.0,65790.0,67775.0,70715.80957813021,60864.19042186978,1
2021-04-05,71900,72500,70600,72400,198796,0.006954102920723182,0.006954102920723182,974.5654748145264,64.04636594137293,69920.0,66235.0,68108.33333333333,71817.21282288658,60652.78717711342,1
2021-04-06,73100,74500,71500,72000,314125,-0.0055248618784530246,-0.0055248618784530246,989.811577401341,62.49035789541801,70680.0,66675.0,68431.66666666667,72607.24240907258,60742.75759092742,0
2021-04-07,72100,73600,71500,71700,185895,-0.004166666666666652,-0.004166666666666652,931.1354924724776,61.28771491199213,71440.0,67135.0,68686.66666666667,73127.42021223472,61142.57978776528,0
2021-04-08,74600,75200,72900,74400,690679,0.03765690376569042,0.03765690376569042,1018.5330551654604,67.37355643354528,72480.0,67605.0,68950.0,74288.55444355764,60921.445556442355,1
2021-04-09,75000,78500,74900,77600,469161,0.043010752688172005,0.043010752688172005,1222.4926146650555,72.82605354715595,73620.0,68120.0,69263.33333333333,76093.1047904815,60146.895209518494,1
2021-04-12,79500,79700,76400,77000,476982,-0.0077319587628865705,-0.0077319587628865705,1243.5256479849581,70.44874832240113,74540.0,68640.0,69563.33333333333,77460.29477965442,59819.70522034558,0
2021-04-13,77000,78000,75700,76700,345618,-0.003896103896103842,-0.003896103896103842,1165.1123448632502,69.23183760611494,75480.0,69150.0,69828.33333333333,78575.17904339217,59724.82095660783,0
2021-04-14,77800,77900,76700,76800,234698,0.0013037809647979959,0.0013037809647979959,1051.3500983922454,69.42144957886627,76500.0,69715.0,70125.0,79543.38236944407,59886.617630555935,1
2021-04-15,76500,76600,75300,75700,235958,-0.01432291666666663,-0.01432291666666663,842.4179878742575,64.69827226986824,76760.0,70230.0,70438.33333333333,80178.6883557582,60281.311644241796,0
2021-04-16,75800,76100,74000,74900,300975,-0.010568031704095149,-0.010568031704095149,602.0130749428524,61.425103107601814,76220.0,70720.0,70686.66666666667,80574.66387047264,60865.33612952736,0
2021-04-19,75000,75700,74000,75000,198700,0.001335113484646211,0.001335113484646211,410.54782983774976,61.686035237629824,75820.0,71255.0,70921.66666666667,80814.80648339697,61695.19351660303,1
2021-04-20,74500,75500,73400,75000,234774,0.0,0.0,252.47645700571047,61.686035237629824,75480.0,71890.0,71148.33333333333,80638.91993334026,63141.080066659735,0
2021-04-21,74800,74800,73400,74100,217446,-0.01200000000000001,-0.01200000000000001,65.61073657989755,57.6179288253314,74940.0,72470.0,71310.0,80121.16984519352,64818.83015480648,0
2021-04-22,74500,76900,74300,76000,398089,0.02564102564102555,0.02564102564102555,49.03300531631203,63.14392195572221,75000.0,73070.0,71506.66666666667,79796.39576593577,66343.60423406423,1
2021-04-23,75100,75800,74300,74400,218184,-0.021052631578947323,-0.021052631578947323,-83.41606080001839,56.46703238688069,74900.0,73445.0,71646.66666666667,79562.34419499169,67327.65580500831,0
