Date,Open,High,Low,Close,Volume,Change,Return,MACD,RSI,MA5,MA20,MA60,BB_Upper,BB_Lower,UpDown
2021-04-01,12300,12350,12200,12250,1201566,0.0,0.0,30.490147953856614,53.120020831442574,12320.0,12105.0,12230.833333333334,12458.411940941445,11751.588059058555,0
2021-04-02,12250,12350,12200,12300,1626155,0.004081632653061273,0.004081632653061273,28.320698784878157,54.94209724992123,12290.0,12135.0,12235.833333333334,12445.0,11825.0,1
2021-04-05,12350,12350,12100,12150,2584003,-0.012195121951219523,-0.012195121951219523,15.809710661212133,48.81269778010013,12260.0,12157.5,12233.333333333334,12394.72352328553,11920.27647671447,0
2021-04-06,12250,12700,12200,12650,5066746,0.04115226337448563,0.04115226337448563,38.9181408934302,63.45005927886107,12320.0,12187.5,12236.666666666666,12501.943953670603,11873.056046329397,1
2021-04-07,12700,12750,12500,12700,3489085,0.0039525691699604515,0.0039525691699604515,54.3340993572937,64.5420010111033,12410.0,12220.0,12240.833333333334,12598.68192457523,11841.31807542477,1
2021-04-08,12800,12800,12550,12600,4091213,-0.007874015748031482,-0.007874015748031482,54.423947552612596,60.64000606544114,12480.0,12250.0,12240.0,12648.748040747538,11851.251959252462,0
2021-04-09,12600,12750,12600,12700,2252716,0.007936507936507908,0.007936507936507908,57.54246633506607,63.045978603680624,12560.0,12280.0,12242.5,12717.492857084548,11842.507142915452,1
2021-04-12,12750,12800,12550,12600,1685736,-0.007874015748031482,-0.007874015748031482,49.50113557479648,59.15203197636048,12650.0,12305.0,12245.833333333334,12755.444225182207,11854.555774817793,0
2021-04-13,12650,13200,12550,13100,6485955,0.039682539682539764,0.039682539682539764,73.06434235905685,69.34654920297871,12740.0,12355.0,12260.0,12912.584074378026,11797.415925621974,1
2021-04-14,13100,13250,12900,13100,2727434,0.0,0.0,83.12607843413973,69.34654920297871,12820.0,12405.0,12275.0,13036.585306985526,11773.414693014474,0
2021-04-15,13100,13400,12950,13200,3971212,0.007633587786259444,0.007633587786259444,90.3902066387181,71.02394235600984,12940.0,12455.0,12295.833333333334,13166.969100453103,11743.030899546897,1
